record_id,canonical_id,source,provenance_sources,source_record_id,doi,pmid,pmcid,title,abstract,year,publication_date,document_type,language,url,is_preprint,duplicate_count,query_branches,local_multiomics_match,local_aging_match,local_causal_anchor_match,local_three_block_match
doi:10.1002/alz70856_100186,doi:10.1002/alz70856_100186,semantic_scholar,openalex;semantic_scholar,e8e32b186184bb5949342565a4c3f287367e9a5e,10.1002/alz70856_100186,,12738122,Marmosets as Research Models of Alzheimer's Disease (MARMO‐AD),"Abstract Background In 2022, with funding from the National Institute on Aging, we established a new consortium to generate, characterize, and validate MArmosets as Research MOdels of Alzheimer's Disease (MARMO‐AD). This consortium develops and studies gene‐edited marmoset models that carry genetic mutations causative of AD, comparing them to wild‐type aging marmosets from birth throughout their lifespan. Creating a nonhuman primate model of AD is a crucial step toward overcoming the limitations of other model systems and essential for investigating primate‐specific mechanisms underlying the cellular and molecular root causes of the pathogenesis and progression of Alzheimer's disease. Method MARMO‐AD is a lifespan study of our gene‐edited marmoset AD models that employs non‐invasive longitudinal assessments. We utilized CRISPR/Cas9 to create marmosets with C410Y or A426P point mutations in PSEN1, which are causative for familial AD. Founders and their germline offspring undergo comprehensive longitudinal studies using non‐invasive measures, including behavior, biomarkers, neuroimaging, and multiomics signatures. We characterize the genetic, molecular, functional, behavioral, cognitive, and pathological features of aging and AD. Result The consortium successfully generated viable founders with C410Y‐ and A426P‐PSEN1 mutations. Germline transmission was demonstrated in the line from C410Y. Before adulthood, PSEN1 mutation carriers showed increases in plasma amyloid beta compared to non‐carriers. Brain analysis revealed alterations in several enzyme‐substrate interactions within the gamma‐secretase complex. The longitudinal characterization of these models, their germline offspring, and normally aging outbred marmosets is ongoing. All data and resources from this consortium will be shared with the broader Alzheimer's disease research community. Conclusion By developing marmoset models of Alzheimer's disease (AD), we can explore the distinct cellular and molecular factors unique to primates that contribute to the onset and progression of AD. This approach will help us address the limitations associated with other model organisms and facilitate future translational studies aimed at accelerating the development of therapies for patients.",2025,2025-12-01,JournalArticle,,https://www.semanticscholar.org/paper/e8e32b186184bb5949342565a4c3f287367e9a5e,False,1,,True,True,False,False
doi:10.1002/jcsm.13661,doi:10.1002/jcsm.13661,pubmed,pubmed;scopus,40045692,10.1002/jcsm.13661,40045692,PMC11883102,An Attention-Aware Multi-Task Learning Framework Identifies Candidate Targets for Drug Repurposing in Sarcopenia.,"Sarcopenia presents a pressing public health concern due to its association with age-related muscle mass decline, strength loss and reduced physical performance, particularly in the growing older population. Given the absence of approved pharmacological therapies for sarcopenia, the need to discover effective pharmacological interventions has become critical. To address this challenge and discover new therapies, we developed a novel Multi-Task Attention-aware method for Multi-Omics data (MTA-MO) to extract complex biological insights from various biomedical data sources, including transcriptome, methylome and genome data to identify drug targets and discover new therapies. Additionally, MTA-MO integrates human protein-protein interaction (PPI) networks and drug-target networks to improve target identification. The novel method is applied to a multi-omics dataset that included 1055 participants aged 20-50 (mean (± SD) age 36.88 (± 8.64)), comprising 37.82% African-American and 62.18% Caucasian/White individuals. Physical activity levels were self-reported and categorized into three groups: ≥ 3 times/week, < 3 times/week and no regular exercise. Mean (± SD) measures for grip strength, appendicular lean mass (ALM), exercise frequency and smoking status (no/yes, n (%)) were 38.72 (± 8.93) kg, 28.65 (± 4.63) kg, 4.31 (± 1.79) and 30.81%/69.19%, respectively. Significant differences (p < 0.05) were found between groups in age, ALM, smoking, and consumption of milk, alcohol, beer and wine. Using the MTA-MO method, we identified 639 gene targets, and by analysing PPIs and querying public databases, we narrowed this list down to seven potential hub genes associated with sarcopenia (ESR1, ATM, CDC42, EP300, PIK3CA, EGF and PTK2B). These findings were further validated through diverse levels of pathobiological evidence associated with sarcopenia. Gene Ontology and KEGG pathways analysis highlighted five key functions and signalling pathways relevant to skeletal muscle. The interaction network analysis identified three transcriptional factors (GATA2, JUN and FOXC1) as the key transcriptional regulators of the seven potential genes. In silico analysis of 1940 drug candidates identified canagliflozin as a promising candidate for repurposing in sarcopenia, demonstrating the strongest binding affinity to the PTK2B protein (inhibition constant 6.97 μM). This binding is stabilized by hydrophobic bonds, Van der Waals forces, pi-alkyl interactions and pi-anion interactions around PTK2B's active residues, suggesting its potential as a therapeutic option. Our novel approach effectively integrates multi-omics data to identify potential treatments for sarcopenia. The findings suggest that canagliflozin could be a promising therapeutic candidate for sarcopenia.",2025,2025-04-01,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, N.I.H., Extramural",eng,https://pubmed.ncbi.nlm.nih.gov/40045692/,False,1,,True,False,True,False
doi:10.1007/s00335-020-09834-4,doi:10.1007/s00335-020-09834-4,pubmed,pubmed;scopus;semantic_scholar,32270277,10.1007/s00335-020-09834-4,32270277,PMC7368869,Advances of single-cell genomics and epigenomics in human disease: where are we now?,"Cellular heterogeneity is revolutionizing the way to study, monitor and dissect complex diseases. This has been possible with the technological and computational advances associated to single-cell genomics and epigenomics. Deeper understanding of cell-to-cell variation and its impact on tissue function will open new avenues for early disease detection, accurate diagnosis and personalized treatments, all together leading to the next generation of health care. This review focuses on the recent discoveries that single-cell genomics and epigenomics have facilitated in the context of human health. It highlights the potential of single-cell omics to further advance the development of personalized treatments and precision medicine in cancer, diabetes and chronic age-related diseases. The promise of single-cell technologies to generate new insights about the differences in function between individual cells is just emerging, and it is paving the way for identifying biomarkers and novel therapeutic targets to tackle age, complex diseases and understand the effect of life style interventions and environmental factors.",2020,2020-04-08,"Journal Article; Research Support, Non-U.S. Gov't; Review",eng,https://pubmed.ncbi.nlm.nih.gov/32270277/,False,3,,True,False,True,False
doi:10.1007/s11427-025-3242-5,doi:10.1007/s11427-025-3242-5,europepmc,europepmc;google_scholar;pubmed;scopus;semantic_scholar,MED:42132992,10.1007/s11427-025-3242-5,42132992,,Structural decomposition enables multi-omics dissection of common and organ-specific aging.,"Aging exhibits both systemic and organ-specific components, yet existing models struggle to disentangle their shared versus distinct biological determinants at the population level. We present a structural decomposition framework that partitions seven organ-based biological age gaps (BAGs) into a Common BAG (CBAG) and seven Organ-Specific BAGs (OSBAGs) in 501,388 UK Biobank participants. This dual-axis model outperforms undecomposed body/organ BAG approaches in predicting lifespan, healthspan, and organ-specific disease risk. A large-scale aging GWAS identifies 747 novel loci, complemented by integrative proteomic and metabolomic analyses that reveal causal and druggable targets, including CST1. Pathway-guided multi-omics demonstrates a modular aging architecture, with CBAG reflecting cross-tissue regulators (e.g., FOXO3) and OSBAGs capturing organ-restricted effectors (e.g., UMOD). Drug-aging profiling uncovers organ-specific pro-aging effects consistent with known toxicities that are largely missed by undecomposed models. Sex-stratified analyses further reveal divergent molecular trajectories between males and females. All findings are integrated into HONOR, the first open-access atlas for structural aging and multi-omics translation.",2026,2026-05-08,Journal Article,eng,https://europepmc.org/article/MED/42132992,False,4,,True,True,True,True
doi:10.1016/j.arr.2021.101502,doi:10.1016/j.arr.2021.101502,pubmed,pubmed;scopus,34700008,10.1016/j.arr.2021.101502,34700008,,Epidemiological and genetic overlap among biological aging clocks: New challenges in biogerontology.,"Estimators of biological age (BA) - defined as the hypothetical underlying age of an organism - have attracted more and more attention in the last years, especially after the advent of new algorithms based on machine learning and genetic markers. While different aging clocks reportedly predict mortality in the general population, very little is known on their overlap. Here we review the evidence reported so far to support the existence of a partial overlap among different BA acceleration estimators, both from an epidemiological and a genetic perspective. On the epidemiological side, we review evidence supporting shared and independent influence on mortality risk of different aging clocks - including telomere length, brain, blood and epigenetic aging - and provide an overview of how an important exposure like diet may affect the different aging systems. On the genetic side, we apply linkage disequilibrium score regression analyses to support the existence of partly shared genomic overlap among these aging clocks. Through multivariate analysis of published genetic associations with these clocks, we also identified the most associated variants, genes, and pathways, which may affect common mechanisms underlying biological aging of different systems within the body. Based on our analyses, the most implicated pathways were involved in inflammation, lipid and carbohydrate metabolism, suggesting them as potential molecular targets for future anti-aging interventions. Overall, this review is meant as a contribution to the knowledge on the overlap of aging clocks, trying to clarify their shared biological basis and epidemiological implications.",2021,2021-10-23,"Journal Article; Research Support, Non-U.S. Gov't; Review",eng,https://pubmed.ncbi.nlm.nih.gov/34700008/,False,1,,False,True,True,False
doi:10.1016/j.celrep.2020.02.051,doi:10.1016/j.celrep.2020.02.051,europepmc,europepmc;pubmed;scopus;semantic_scholar,MED:32160557,10.1016/j.celrep.2020.02.051,32160557,,Multi-omics Analysis of the Intermittent Fasting Response in Mice Identifies an Unexpected Role for HNF4α.,"Every-other-day fasting (EODF) is an effective intervention for the treatment of metabolic disease, including improvements in liver health. But how the liver proteome is reprogrammed by EODF is currently unknown. Here, we use EODF in mice and multi-omics analysis to identify regulated pathways. Many changes in the liver proteome are distinct after EODF and absent after a single fasting bout. Key among these is the simultaneous induction by EODF of de novo lipogenesis and fatty acid oxidation enzymes. Together with activation of oxidative stress defenses, this contributes to the improvements in glucose tolerance and lifespan after EODF. Enrichment analysis shows unexpected downregulation of HNF4α targets by EODF, and we confirm HNF4α inhibition. Suppressed HNF4α targets include bile synthetic enzymes and secreted proteins, such as α1-antitrypsin or inflammatory factors, which reflect EODF phenotypes. Interactive online access is provided to a data resource (https://www.larancelab.com/eodf), which provides a global view of fasting-induced mechanisms in mice.",2020,2020-03-01,"Research Support, Non-U.S. Gov't; Journal Article",eng,https://europepmc.org/article/MED/32160557,False,3,,True,True,True,True
doi:10.1016/j.envpol.2026.128407,doi:10.1016/j.envpol.2026.128407,europepmc,europepmc;pubmed;scopus;semantic_scholar,MED:42176727,10.1016/j.envpol.2026.128407,42176727,,"Artificial UVC-aging process aggravates the toxicity of polystyrene microplastics to zebrafish, especially females.","The ecological risks of microplastics (MPs) are increasingly recognized. However, the role of the MP aging process on risks in freshwater ecosystems remains unknown. In this study, 500 nm polystyrene microplastics (PS-MPs) were subjected to artificial UVC (254 nm) irradiation for six months to induce accelerated photo-oxidation. Adult zebrafish were exposed to pristine and UVC-aged PS-MPs for 21 days to evaluate health related indicators. UVC photodegradation significantly altered the physicochemical properties of PS-MPs, including roughening of surfaces and generation of new oxygen-containing functional groups. Exposure to aged PS-MPs produced stronger biological responses than pristine particles, as indicated by integrated biomarker response (IBR) analysis, with elevated oxidative stress and changes in humoral immune indicators. Multi-omics analysis revealed that both pristine and aged PS-MPs induced gut microbiota dysbiosis and hepatic metabolic disorder, while the aged PS-MP exposure group showed broader metabolic perturbations in female zebrafish, including alterations in glycolipid and amino-acid metabolism pathways and enhanced oxidative stress responses. Correlation analysis indicated close associations among gut microbial shifts and metabolic alterations. Our results highlight the enhanced toxicity of aged PS-MPs on freshwater organisms and emphasize the importance of considering the aging process in toxicological assessments of MPs in freshwater systems.",2026,2026-05-22,Journal Article,eng,https://europepmc.org/article/MED/42176727,False,3,,True,True,True,True
doi:10.1016/j.intimp.2025.114912,doi:10.1016/j.intimp.2025.114912,semantic_scholar,europepmc;pubmed;scopus;semantic_scholar,5e58e8df5baa33d30e99b330fdae130cc9487f85,10.1016/j.intimp.2025.114912,40449275,,Acetylation of FABP3 alleviates radioimmunotherapy-induced cardiomyocyte senescence by modulating long-chain polyunsaturated fatty acid metabolism.,"BACKGROUND The combination of thoracic radiotherapy and immunotherapy (radioimmunotherapy) has shown significant antitumor efficacy but is associated with increased cardiotoxicity, the mechanisms of which remain poorly understood. METHODS A total of 72 male C57BL/6 J mice were employed to establish the radioimmunotherapy-induced cardiac injury model, with 18 mice allocated to each of four groups, including the IR group (single-dose 16 Gy cardiac irradiation), ICI group (PD-1 inhibitor 200 μg every 3 days), iRT group (16 Gy cardiac irradiation combined with PD-1 inhibitor), and Control group (IgG). Cardiac function and myocardial senescence were assessed at 28 days, 3 months, and 5 months post-intervention. Additionally, myocardial tissue transcriptomics, non-targeted metabolomics, and acetylated proteomics were performed at 28 days post-intervention, integrated with molecular experiments to investigate the mechanisms of cardiomyocyte senescence. H9C2 cardiomyocytes with FABP3 K45 acetylation-mimetic (K45Q), empty vector (EV), and non-acetylatable (K45R) mutant were used for functional validation. RESULTS Combined radioimmunotherapy significantly exacerbated cardiac dysfunction and cardiomyocyte senescence in murine models, manifested with elevated serum levels of cardiac injury biomarkers of cTnI and NT-proBNP, reduced LVEF and LVFS, aggravated myocardial histopathological changes characterized by enhanced inflammatory infiltration, interstitial edema, and myocardium structure disorder in iRT group compared to the other three groups. Concomitantly, compared with other groups, the senescence-associated markers (p16, p21, and SASP factors) in the myocardial tissues of the iRT group were markedly upregulated from 28 days to 5 months. By integrating transcriptomic and non-targeted metabolomics analyses, as well as molecular experiments, we revealed that radioimmunotherapy resulted in dysregulated myocardial metabolism by suppressing ATP production, promoting lipid droplet accumulation, mitochondrial dysfunction, and fatty acid metabolism alterations, particularly involving long-chain polyunsaturated fatty acid (PUFAs) metabolism. Acetylome profiling identified a significant increase in FABP3 K45 acetylation (log2FC = 8.73, P < 0.05) in iRT vs. Control group, with acute-phase elevation (28 days, P < 0.001) and chronic-phase reduction (3 months, P < 0.001). Functional validation in H9C2 cardiomyocytes demonstrated that, compared to EV and K45R groups, FABP3 K45Q attenuated cellular senescence, enhanced mitochondrial oxidative phosphorylation, fatty acid metabolism, and ATP production, while attenuated ROS generation, lipid droplet accumulation, and glycolysis. Metabolomic analysis also revealed the acetylation of FABP3 K45 was significantly associated with the synthesis or accumulation of PUFAs, such as arachidonic acid and linoleic acid, which may alleviate cardiomyocyte senescence by enhancing energy supply and blocking the synthesis of inflammatory mediators. CONCLUSION FABP3 K45 acetylation mitigates radioimmunotherapy-induced cardiomyocyte senescence and metabolic dysfunction, revealing a novel regulatory mechanism that links post-translational modifications to cardiac cellular homeostasis under combined radioimmunotherapy.",2025,2025-05-30,JournalArticle,,https://www.semanticscholar.org/paper/5e58e8df5baa33d30e99b330fdae130cc9487f85,False,3,,True,True,True,True
doi:10.1016/j.jmig.2026.02.042,doi:10.1016/j.jmig.2026.02.042,semantic_scholar,semantic_scholar,aa4e1d068dc4797f153a56010de28b395ffce396,10.1016/j.jmig.2026.02.042,41791702,,Non-invasive blood-based detection of endometriosis can improve standard-of-care by facilitating early diagnosis and clinical management among symptomatic women.,"STUDY OBJECTIVE To develop and validate a non-invasive, blood-based diagnostic assay for endometriosis that performs accurately across menstrual cycl phases and complements existing imaging modalities. DESIGN Multi-center case-control study with machine learning classification and independent cohort validation. SETTING Clinical and search settings involving symptomatic women evaluated for suspected endometriosis. PATIENTS A total of 298 reproductive-age women were included. The training cohort comprised 218 participants (137 endometriosis-positive and 81 controls). A modest, independent and retrospective validation cohort included 80 participants (40 endometriosis-positive and 40 controls). INTERVENTIONS Peripheral blood sampling with quantification of three microRNAs via qPCR, three protein biomarkers, one steroid hormone using immunoassay, as well as the participant's age and body mass index. Biomarker data were integrated using a random forest machine learning model to classify disease status. MEASUREMENTS AND MAIN RESULTS In the independent validation cohort, the assay achieved an area under the curve (AUC) of 0.944, sensitivity of 0.80, and specificity of 0.975. Subgroup analysis by menstrual cycle phase demonstrated consistent performance: proliferative-phase samples achieved an AUC of 0.935, sensitivity of 0.767, and specificity of 0.962, while secretory-phase samples achieved an AUC of 0.993, sensitivity of 0.90, and specificity of 1.00. Compared with transvaginal ultrasound and/or MRI, the blood-based assay identified 61.5% histologically confirmed endometriosis cases that were missed by the imaging modalities. CONCLUSION A minimally invasive, multi-omic blood-based assay integrating molecular biomarkers with machine learning can accurately detect endometriosis across menstrual cycle phases and provides complementary diagnostic values. This approach has the potential to improve early detection, and guide timely clinical intervention. A prospective validation is ongoing in geographically and ethnically diverse populations to further assess its broad clinical utility.",2026,2026-03-01,JournalArticle,,https://www.semanticscholar.org/paper/aa4e1d068dc4797f153a56010de28b395ffce396,False,0,,True,False,True,False
doi:10.1016/j.neuint.2013.06.005,doi:10.1016/j.neuint.2013.06.005,pubmed,pubmed;scopus,23791710,10.1016/j.neuint.2013.06.005,23791710,,Biomarkers in Parkinson's disease (recent update).,"Parkinson's disease (PD) is the second most common neurodegenerative disorder mostly affecting the aging population over sixty. Cardinal symptoms including, tremors, muscle rigidity, drooping posture, drooling, walking difficulty, and autonomic symptoms appear when a significant number of nigrostriatal dopaminergic neurons are already destroyed. Hence we need early, sensitive, specific, and economical peripheral and/or central biomarker(s) for the differential diagnosis, prognosis, and treatment of PD. These can be classified as clinical, biochemical, genetic, proteomic, and neuroimaging biomarkers. Novel discoveries of genetic as well as nongenetic biomarkers may be utilized for the personalized treatment of PD during preclinical (premotor) and clinical (motor) stages. Premotor biomarkers including hyper-echogenicity of substantia nigra, olfactory and autonomic dysfunction, depression, hyposmia, deafness, REM sleep disorder, and impulsive behavior may be noticed during preclinical stage. Neuroimaging biomarkers (PET, SPECT, MRI), and neuropsychological deficits can facilitate differential diagnosis. Single-cell profiling of dopaminergic neurons has identified pyridoxal kinase and lysosomal ATPase as biomarker genes for PD prognosis. Promising biomarkers include: fluid biomarkers, neuromelanin antibodies, pathological forms of α-Syn, DJ-1, amyloid β and tau in the CSF, patterns of gene expression, metabolomics, urate, as well as protein profiling in the blood and CSF samples. Reduced brain regional N-acetyl-aspartate is a biomarker for the in vivo assessment of neuronal loss using magnetic resonance spectroscopy and T2 relaxation time with MRI. To confirm PD diagnosis, the PET biomarkers include [(18)F]-DOPA for estimating dopaminergic neurotransmission, [(18)F]dG for mitochondrial bioenergetics, [(18)F]BMS for mitochondrial complex-1, [(11)C](R)-PK11195 for microglial activation, SPECT imaging with (123)Iflupane and βCIT for dopamine transporter, and urinary salsolinol and 8-hydroxy, 2-deoxyguanosine for neuronal loss. This brief review describes the merits and limitations of recently discovered biomarkers and proposes coenzyme Q10, mitochondrial ubiquinone-NADH oxidoreductase, melatonin, α-synculein index, Charnoly body, and metallothioneins as novel biomarkers to confirm PD diagnosis for early and effective treatment of PD.",2013,2013-06-19,Journal Article; Review,eng,https://pubmed.ncbi.nlm.nih.gov/23791710/,False,1,,True,True,False,False
