record_id,canonical_id,source,provenance_sources,source_record_id,doi,pmid,pmcid,title,abstract,year,publication_date,document_type,language,url,is_preprint,duplicate_count,query_branches,local_multiomics_match,local_aging_match,local_causal_anchor_match,local_three_block_match
doi:10.1002/ccs3.70045,doi:10.1002/ccs3.70045,europepmc,europepmc;openalex;pubmed;scopus;semantic_scholar,MED:40989170,10.1002/ccs3.70045,40989170,PMC12450603,Integrated genomics reveals cellular senescence-driven molecular networks and immune crosstalk in myopia pathogenesis.,"Myopia, a leading global health challenge linked to severe ocular complications, remains poorly understood in terms of molecular mechanisms involving cellular senescence. This study integrates transcriptomic datasets (GSE112155 and GSE151631) from myopia and normal vision samples to unravel senescence-driven pathways and immune interactions underlying myopia pathogenesis. By constructing protein-protein interaction networks and post-transcriptional regulatory axes (mRNA-miRNA-TF), we identified core senescence-associated genes (Tp53, Cdkn1a, and Myc) as central regulators in myopia progression. Single-sample gene set enrichment analysis revealed significant immune dysregulation in myopia, marked by altered infiltration of γδ T cells, natural killer T cells, and neutrophils. Functional validation through Tp53 overexpression and Cdkn1a/Myc knockout in mice demonstrated their critical roles in exacerbating myopia phenotypes, including elongated eye axis and thickened retina. These findings highlight a synergistic interplay between cellular senescence and immune-mediated mechanisms in myopia, supported by multi-omics evidence and in vivo experiments. Our work not only maps the molecular networks bridging senescence and myopia but also proposes novel therapeutic targets for modulating these pathways. This study advances the understanding of myopia as a senescence-associated disorder and underscores the potential of targeting immune-senescence crosstalk for intervention.",2025,2025-09-21,research-article; Journal Article,eng,https://europepmc.org/article/MED/40989170,False,4,,True,True,True,True
doi:10.1002/mnfr.202400297,doi:10.1002/mnfr.202400297,europepmc,europepmc;pubmed;scopus;semantic_scholar,MED:39165040,10.1002/mnfr.202400297,39165040,,Ethanol Extract of Propolis Attenuates Liver Lipid Metabolism Disorder in High-Fat Diet-Fed SAMP8 Mice.,"Scope The prevalence of high-fat diet (HFD) consumption is increasing among middle-aged and older adults, which accelerates the aging process of this population and is more likely to induce lipid metabolism disorders. But the alleviation of ethanolic extract of propolis (EEP) on lipid metabolism disorders during aging remains unclear. Methods and results This study assesseed the impact of EEP intervention (200 mg kg -1 bw) on aging and lipid metabolism disorders in HFD-fed senescence accelerate mouse prone 8 (SAMP8) mice. Findings indicate that EEP ameliorates hair luster degradation and weight gain, reduces systemic inflammation and metabolism levels, enhances hepatic antioxidant enzyme activities, and improves the hepatic expression of senescence-associated secretory phenotype and aging-related genes in HFD-fed SAMP8 mice. Histological staining demonstrates that EEP improves hepatic lipid deposition and inflammatory cell infiltration. Transcriptomic and lipidomic analysis reveal that EEP promotes fatty acid β-oxidation by activating PPAR pathway, resulting in reduced hepatic lipid deposition, and attenuates bile acid (BA) accumulation by improving BA metabolism, which were ensured through qPCR validation of key genes and immunoblot validation of key proteins. CONCLUSIONS : EEP can regulate lipid metabolic dysregulation during aging accompanied by an HFD, potentially delaying the onset and progression of age-related diseases. This provides new approach for supporting healthy aging.",2024,2024-08-20,"Research Support, Non-U.S. Gov't; Journal Article",eng,https://europepmc.org/article/MED/39165040,False,3,,True,True,True,True
doi:10.1007/s10522-023-10088-1,doi:10.1007/s10522-023-10088-1,pubmed,pubmed;scopus,38353919,10.1007/s10522-023-10088-1,38353919,9944956,Cell-type specific and differential expression of LINC-RSAS long noncoding RNA declines in the testes during ageing of the rat.,"Long noncoding RNAs (lncRNAs) have emerged as major regulators of gene expression, chromatin structure, epigenetic changes, post-transcriptional processing of RNAs, translation of mRNAs into proteins as well as contributing to the process of ageing. Ageing is a universal, slow, progressive change in almost all physiological processes of organisms after attaining reproductive maturity and often associated with age-related diseases. Mammalian testes contain various cell-types, vast reservoir of transcriptome complexity, produce haploid male gametes for reproduction and testosterone for development and maintenance of male sexual characters as well as contribute genetic variation to the species. We report age-related decline in expression and cellular localization of Long intergenic noncoding repeat-rich sense-antisense (LINC-RSAS) RNA in the testes and its major cell-types such as primary spermatocytes, Leydig cells and Sertoli cells during ageing of the rat. LINC-RSAS expression in testes increased from immature (4-weeks) to adult (16- and 44-weeks) and declined from adult (44-weeks) to nearly-old (70-weeks) rats. Genomic DNA methylation in the testes showed a similar pattern. Cell-type specific higher expression of LINC-RSAS was observed in primary spermatocytes (pachytene cells), Leydig cells and Sertoli cells of testes of adult rats. Over-expression of LINC-RSAS in cultured human cell lines revealed its possible role in cell-cycle control and apoptosis. We propose that LINC-RSAS expression is involved in molecular physiology of primary spermatocytes, Leydig cells and Sertoli cells of adult testes and its decline is associated with diminishing function of testes during ageing of the rat.",2024,2024-02-14,"Journal Article; Research Support, Non-U.S. Gov't",eng,https://pubmed.ncbi.nlm.nih.gov/38353919/,False,1,,True,True,False,False
doi:10.1007/s12672-025-03884-3,doi:10.1007/s12672-025-03884-3,semantic_scholar,semantic_scholar,0eb8c0746c65483994914277b747be8cc4fdaec0,10.1007/s12672-025-03884-3,41186622,12586749,Cuproptosis scoring system identifies novel molecular subtypes and modulates biological behavior in breast cancer,"Cuproptosis, a regulated mechanism of cell death mediated by copper, significantly influences tumor progression, prognosis, and antitumor immunity. Although cuproptosis-related genes (CRGs) exhibit therapeutic potential in oncology, their mechanistic role in the pathogenesis of breast cancer (BRCA) remains incompletely characterized. Gene expression analysis was conducted utilizing UCSC-XENA data alongside GSE20685 from the Gene Expression Omnibus (GEO) database. The expression and mutation profiles of BRCA samples were examined using the R software package. Drawing from existing literature on CRGs, a total of 52 CRGs were identified for analysis. Patients were categorized into four distinct CRG subtypes through unsupervised consensus clustering. The MsigDB database facilitated the comparison of pathway differences among the four subtypes, while the distribution of samples across these subtypes and the variations in immune infiltration were also assessed. Genes exhibiting Cox p-values < 0.0001 were selected for further validation. Based on the identified genes, the CRG score (principal component 1 + principal component 2) was computed, and the relationships between classification, CRG score, and prognosis were analyzed. Furthermore, the GSCA database was employed to investigate the expression, mutation, copy number variation, and methylation differences between high and low CRG score groups, alongside their correlations with drug sensitivity and clinical characteristics. In total, 25 CRGs in BRCA were enrolled to identify four distinct subtypes. The expression levels of these CRGs varied among the four subtypes, further elucidating the relationship between clinical characteristics (such as type, stage, TNM classification, metastasis, age, full state and full time) and gene expression. Functional and multi-omic analyses of immune infiltration demonstrated significant variability in immune cell infiltration across various subtypes, including B cells and myeloid-derived suppressor cells (MDSCs). Subsequently, principal component analysis (PCA) classified BRCA patients into high and low scoring groups. The analysis revealed that patients in the high-scoring group experienced significantly improved long-term clinical outcomes compared to those in the low-scoring group. Furthermore, survival status, M stage, and recurrence of metastasis indicated that deceased patients, those in M1 stage, and metastatic patients exhibited lower scores. The expression of immune checkpoints in the high CRGs score group was found to be low, alongside a low tumor mutation burden (TMB) and microsatellite instability (MSI), with few gene mutations observed. This suggests that individuals in the low CRGs group may have a greater opportunity to benefit from immunotherapy. Through our comprehensive analysis of CRGs, we have elucidated their extensive regulatory effects on immune response, clinical features, and prognosis. The cuproptosis subtype effectively differentiates various clinical and molecular characteristics of BRCA. Additionally, the cuproptosis score emerges as a promising biomarker for predicting BRCA prognosis and assessing the benefits of immunotherapy and chemotherapy.",2025,2025-11-04,JournalArticle,,https://www.semanticscholar.org/paper/0eb8c0746c65483994914277b747be8cc4fdaec0,False,0,,True,False,True,False
doi:10.1016/j.bbadis.2025.167730,doi:10.1016/j.bbadis.2025.167730,pubmed,pubmed,39965531,10.1016/j.bbadis.2025.167730,39965531,,Exploration of common molecular mechanisms of psoriatic arthritis and aging based on integrated bioinformatics and single-cell RNA-seq analysis.,"This study investigated the key genes shared between Psoriatic arthritis (PSA) and aging. By integrating and analyzing single-cell RNA sequencing data from the synovial fluid of PsA patients, peripheral blood of senescent patients, and the normal population, the subpopulation of cells that were jointly upregulated in both was obtained as the core cellular subpopulation. We analyzed the proposed chronology of this core cellular subpopulations and the function of cellular communication, screened the differentially expressed genes in the core cellular subpopulations compared with other categories, analyzed the causal relationship between the differentially expressed genes and PsA by Mendelian randomization and analyzed the enriched pathways of key genes. T cell subsets were represented in a significant proportion of both PsA and senescent patients, in which CD8-CM was expressed up-regulated in both PsA and senescent populations, and a total of 98 differentially expressed genes were obtained, and a Mendelian randomization study revealed that TGFBR3, PPP3CC, and APOBEC3G were causally associated with PsA. Colocalization analysis was performed to identify co-localized association signals in the PsA GWAS results and expression quantitative trait Loci (eQTL) dataset of key genes, and metabolic pathways that were predominantly enriched for key genes were analyzed by Kyoto Encyclopedia of Genes and Genomes (KEGG). In this study, we found that CD8-CM expression was up-regulated in PsA and senescent populations, and identified key genes for PsA and senescence: TGFBR3, PPP3CC and APOBEC3G. This provides new insights into the pathogenesis and combined treatment of PsA and aging.",2025,2025-02-17,Journal Article,eng,https://pubmed.ncbi.nlm.nih.gov/39965531/,False,0,,True,True,True,True
doi:10.1016/j.cmet.2011.05.010,doi:10.1016/j.cmet.2011.05.010,europepmc,europepmc;pubmed;scopus,MED:21723504,10.1016/j.cmet.2011.05.010,21723504,PMC3220185,Life span extension via eIF4G inhibition is mediated by posttranscriptional remodeling of stress response gene expression in C. elegans.,"Reducing protein synthesis slows growth and development but can increase adult life span. We demonstrate that knockdown of eukaryotic translation initiation factor 4G (eIF4G), which is downregulated during starvation and dauer state, results in differential translation of genes important for growth and longevity in C. elegans. Genome-wide mRNA translation state analysis showed that inhibition of IFG-1, the C. elegans ortholog of eIF4G, results in a relative increase in ribosomal loading and translation of stress response genes. Some of these genes are required for life span extension when IFG-1 is inhibited. Furthermore, enhanced ribosomal loading of certain mRNAs upon IFG-1 inhibition was correlated with increased mRNA length. This association was supported by changes in the proteome assayed via quantitative mass spectrometry. Our results suggest that IFG-1 mediates the antagonistic effects on growth and somatic maintenance by regulating mRNA translation of particular mRNAs based, in part, on transcript length.",2011,2011-07-01,"Research Support, Non-U.S. Gov't; research-article; Journal Article; Research Support, N.I.H., Extramural",eng,https://europepmc.org/article/MED/21723504,False,2,,True,True,True,True
doi:10.1016/j.exger.2026.113232,doi:10.1016/j.exger.2026.113232,pubmed,pubmed;scopus,42419408,10.1016/j.exger.2026.113232,42419408,,Epigenetic aging is associated with hearing loss and multi-system disease risk independently of chronological age.,"ARHL (Age-related hearing loss) affects over one-third of people aged 65 and older worldwide. It is often viewed as an isolated sensory deficit, but whether it is associated with systemic biological aging remains unclear. We analyzed NHANES (n = 2530) and HRS (n = 2849) cohorts. GrimAgeAcc (GrimAge acceleration) was used to assess biological aging. GO/KEGG (Gene Ontology/Kyoto Encyclopedia of Genes and Genomes) and disease association analyses were performed on GrimAge-related proteins. Prospective associations between ARHL and dementia, CVD (Cardiovascular Disease), and diabetes were examined in HRS. Murine cochlear data (GEO: GDS5624, n = 5-6 per group) were analyzed as a preliminary exploratory dataset. Network pharmacology and molecular docking were used for in silico screening. An exploratory risk prediction model based on GrimAgeAcc and clinical covariates was developed for hypothesis generation. After adjustment for chronological age, GrimAgeAcc was independently associated with ARHL in both cohorts. GrimAge-related proteins showed enrichment in endoplasmic reticulum function, endocytosis, and inflammatory pathways. Prospective analysis in HRS indicated time-dependent associations between ARHL and dementia (HR = 2.94), CVD (HR = 1.43), and diabetes (HR = 1.14) after age adjustment. However, mediation analysis showed that chronological age explained 28-50% of these associations. In murine cochlear data, ADM expression was higher in adult vs. young mice (4-5% increase), but the effect size was small and no significant reversal was observed. In silico screening suggested that selumetinib (a MEK inhibitor) was associated with expression changes in several GrimAge-related genes. An exploratory risk prediction model showed preliminary calibration in HRS but requires external validation. Based on our data, GrimAgeAcc is associated with ARHL and systemic age-related diseases (dementia, CVD, diabetes), potentially through shared biological pathways (e.g., endocytosis, lysosomal, inflammatory). Chronological age explains 28-50% of these associations, yet ARHL remains independently associated with all three outcomes after age adjustment. The cochlea may be vulnerable, but causal evidence is lacking. All findings are hypothesis-generating and require experimental validation.",2026,2026-07-08,Journal Article,eng,https://pubmed.ncbi.nlm.nih.gov/42419408/,False,1,,False,True,True,False
doi:10.1016/j.jad.2025.120980,doi:10.1016/j.jad.2025.120980,semantic_scholar,europepmc;pubmed;scopus;semantic_scholar,5b5897c3949d17f0c71325bb8616458146fb4b7e,10.1016/j.jad.2025.120980,41443320,,Association of accelerometer-measured step count and intensity with mental health: A prospective cohort study.,"BACKGROUND Mental disorders have become a global health challenge particularly among ageing populations, while physical activity holds substantial promise as an accessible and non-pharmacological intervention. Tracking daily steps is a simple and popular way of physical activity, but its impact on mental health remains unclear. This study aims to examine the association between accelerometer-measured step count and intensity with the risk of multiple mental disorders in the ageing adults. METHODS This prospective cohort study included 83,578 middle-aged and elderly participants from the UK Biobank, with a median follow-up of 6.94 years. Step count and intensity were measured using accelerometers. Mental disorder incidence was determined through hospital records and death registries, encompassing depressive disorders, sleep disorders, dementia, and eight other conditions. RESULTS An inverse dose-response relationship was observed between daily step count and intensity with the risk of mental disorders. Risk reduction plateaued at approximately 10,000, 4800, and 6500 steps for total, purposeful, and incidental steps, respectively. Higher-intensity steps provided additional benefits when sufficient step counts were achieved. Mediation analyses, incorporating physical, behavioral, neuroimaging (8.0 % of all indirect effects, p = 0.037), and blood profile (20.7 %, p = 0.003) and multi-omic biomarkers (blood proteins, 26.1 %, p < 0.001; NMR metabolites, 8.6 %, p < 0.001), identified lipid metabolism, inflammation, and brain structural changes as key mechanisms underlying the protective effects of daily steps on mental health. CONCLUSION These findings suggest that setting daily step goals could be a promising public health strategy for promotion of mental health especially in the ageing population.",2025,2025-12-01,JournalArticle,,https://www.semanticscholar.org/paper/5b5897c3949d17f0c71325bb8616458146fb4b7e,False,3,,True,True,True,True
doi:10.1016/j.jtha.2023.01.015,doi:10.1016/j.jtha.2023.01.015,pubmed,pubmed;scopus,36716967,10.1016/j.jtha.2023.01.015,36716967,PMC11556295,DNA methylation analysis is used to identify novel genetic loci associated with circulating fibrinogen levels in blood.,"Fibrinogen plays an essential role in blood coagulation and inflammation. Circulating fibrinogen levels may be determined based on interindividual differences in DNA methylation at cytosine-phosphate-guanine (CpG) sites and vice versa. To perform an EWAS to examine an association between blood DNA methylation levels and circulating fibrinogen levels to better understand its biological and pathophysiological actions. We performed an epigenome-wide association study of circulating fibrinogen levels in 18 037 White, Black, American Indian, and Hispanic participants, representing 14 studies from the Cohorts for Heart and Aging Research in Genomic Epidemiology consortium. Circulating leukocyte DNA methylation was measured using the Illumina 450K array in 12 904 participants and using the EPIC array in 5133 participants. In each study, an epigenome-wide association study of fibrinogen was performed using linear mixed models adjusted for potential confounders. Study-specific results were combined using array-specific meta-analysis, followed by cross-replication of epigenome-wide significant associations. We compared models with and without CRP adjustment to examine the role of inflammation. We identified 208 and 87 significant CpG sites associated with fibrinogen levels from the 450K (p < 1.03 × 10 -7 ) and EPIC arrays (p < 5.78 × 10 -8 ), respectively. There were 78 associations from the 450K array that replicated in the EPIC array and 26 vice versa. After accounting for overlapping sites, there were 83 replicated CpG sites located in 61 loci, of which only 4 have been previously reported for fibrinogen. The examples of genes located near these CpG sites were SOCS3 and AIM2, which are involved in inflammatory pathways. The associations of all 83 replicated CpG sites were attenuated after CRP adjustment, although many remained significant. We identified 83 CpG sites associated with circulating fibrinogen levels. These associations are partially driven by inflammatory pathways shared by both fibrinogen and CRP.",2023,2023-01-28,"Meta-Analysis; Journal Article; Research Support, N.I.H., Extramural",eng,https://pubmed.ncbi.nlm.nih.gov/36716967/,False,1,,True,True,False,False
doi:10.1016/j.phymed.2025.156522,doi:10.1016/j.phymed.2025.156522,europepmc,europepmc;pubmed;scopus,MED:39986231,10.1016/j.phymed.2025.156522,39986231,,Dihydromyricetin regulates the miR-155-5p/SIRT1/VDAC1 pathway to promote liver regeneration and improve alcohol-induced liver injury.,"Background Alcohol-related liver disease (ALD) has become an increasingly serious global health issue. In recent years, growing evidence has highlighted the restoration of liver regenerative capacity as an effective therapeutic strategy for improving ALD. Previous studies have demonstrated the protective effect of dihydromyricetin (DMY) in alcohol-induced liver injury, but its pharmacological role in ALD-related liver regeneration impairment remains poorly understood. Objective This study aims to explore the therapeutic potential and molecular mechanisms of DMY in the context of liver regeneration impairment in ALD. Methods The classic Lieber-DeCarli alcohol liquid diet was used to establish an ALD model in vivo. DMY (75 and 150 mg/kg/day) and silybin (200 mg/kg) were administered for 7 weeks to assess the hepatoprotective effects of DMY. First, biochemical markers and liver histopathology were used to evaluate liver inflammation and steatosis in ALD mice. Second, we explored the potential molecular mechanisms by which DMY improves ALD through serum untargeted metabolomics, hepatic transcriptomics, and single-cell sequencing data. Furthermore, in vivo and in vitro experiments, combined with Western blotting, dual-luciferase reporter assays, and immunofluorescence, were conducted to elucidate the protective mechanisms underlying DMY's effects on ALD. Results In vivo studies showed that DMY significantly ameliorated ALT/AST abnormalities, liver inflammation, and steatosis in ALD mice. Multi-omics and bioinformatics analyses revealed that DMY may exert its anti-ALD effects by regulating the miR-155-5p/SIRT1/VDAC1 pathway, thereby mitigating cellular senescence. Notably, knockdown of miR-155 provided partial protection against ethanol-induced liver damage. Additionally, clinical ALD samples and in vivo and in vitro experiments further confirmed that excessive alcohol exposure induces the production of miR-155-5p in liver Kupffer cells. miR-155-5p targets and inhibits SIRT1, promoting the expression of mitochondrial VDAC1, leading to mitochondrial DNA leakage, thereby accelerating hepatocyte senescence and inflammation. However, DMY improved the disruption of the miR-155-5p/SIRT1/VDAC1 pathway and hepatocyte senescence, thereby restoring liver regenerative function and exerting anti-ALD effects. Conclusion In this study, we provide the first evidence that DMY improves liver inflammation and cellular senescence by regulating the miR-155-5p/SIRT1/VDAC1 positive feedback loop, promoting liver regeneration to improve ALD. In summary, our work provides important research evidence and theoretical support for DMY as a promising candidate drug for the prevention and treatment of ALD.",2025,2025-02-16,Journal Article,eng,https://europepmc.org/article/MED/39986231,False,2,,True,True,True,True
