record_id,canonical_id,source,provenance_sources,source_record_id,doi,pmid,pmcid,title,abstract,year,publication_date,document_type,language,url,is_preprint,duplicate_count,query_branches,local_multiomics_match,local_aging_match,local_causal_anchor_match,local_three_block_match
doi:10.1002/adbi.202400145,doi:10.1002/adbi.202400145,pubmed,pubmed,39007414,10.1002/adbi.202400145,39007414,,TET3 Contributes to Exercise-Induced Functional Axon Regeneration and Visual Restoration.,"Axons have intrinsically poor regenerative capacity in the mature central nervous system (CNS), leading to permanent neurological impairments in individuals. There is growing evidence that exercise is a powerful physiological intervention that can obviously enhance cell rejuvenate capacity, but its molecular mechanisms that mediate the axonal regenerative benefits remain largely unclear. Using the eye as the CNS model, here it is first indicated that placing mice in an exercise stimulation environment induced DNA methylation patterns and transcriptomes of retinal ganglion cell, promoted axon regeneration after injury, and reversed vision loss in aged mice. These beneficial effects are dependent on the DNA demethylases TET3-mediated epigenetic effects, which increased the expression of genes associated with the regenerative growth programs, such as STAT3, Wnt5a, Klf6. Exercise training also shows with the improved mitochondrial and metabolic dysfunction in retinas and optic nerves via TET3. Collectively, these results suggested that the increased regenerative capacity induced by enhancing physical activity is mediated through epigenetic reprogramming in mouse model of optic nerve injury and in aged mouse. Understanding the molecular mechanism underlying exercise-dependent neuronal plasticity led to the identification of novel targets for ameliorating pathologies associated with etiologically diverse diseases.",2024,2024-07-15,Journal Article,eng,https://pubmed.ncbi.nlm.nih.gov/39007414/,False,0,,True,True,True,True
doi:10.1002/ajh.27371,doi:10.1002/ajh.27371,openalex,openalex,https://openalex.org/W4396962343,10.1002/ajh.27371,,,Improving healthspan among people with sickle cell disease: Leveraging precision health in an era of treatments with curative intent,"With the US Food and Drug Administration (FDA) approval of two new cell-based gene therapies (Casgevy, Lyfgenia) for sickle cell disease (SCD) on December 8, 2023,1 gene therapies and hematopoietic stem cell transplantation (HSCT) are heralded as the next era of potentially curative treatments for people born with sickle cell disease (SCD).2, 3 Despite these groundbreaking advances, which have been accelerated by the discovery of clustered regularly interspaced palindromic repeats (CRISPR)-Cas9 gene-editing technology,2, 3 there are still persistent shortcomings that preclude improved quality of life among many people born with SCD.4, 5 Notable examples of remaining challenges include the need for endpoints of functional cure as recently reviewed by Locatelli et al,6 informative surrogate biomarkers of specific severe complications that translate to tailored clinical decisions for each patient, as well as the availability, accessibility, and equity of clinical management and treatments.4, 5, 7 The current utilization of SCD treatments with curative intent is limited, even in higher-income settings.2, 8 HSCT2 is costly, requiring specialized facilities and clinical expertise as well as lengthy in-patient hospitalization. Allogeneic HSCT ideally involves human leukocyte antigen (HLA)-matched hematopoietic stem cells to minimize graft versus host disease risk. HSCT is often only provided to people with severe disease, since transplantation has substantial risks including graft failure, infection, infertility, and death.9, 10 Aside from Casgevy and Lyfgenia, other gene therapies have been evaluated as preclinical models3 and additional clinical trials are ongoing. Most gene therapy protocols require myeloablative conditioning, which increases the risk of secondary malignancies. Second, among people who successfully receive HSCT or gene therapies for the treatment of SCD, there are a host of emergent questions regarding new risks, long-term monitoring, and clinical management (Figure 1). Short-term physiologic questions are to determine the extent that SCD-associated damage to multiple organs is reversible, which will inform clinical management of the risk for specific clinical sequelae from irreversible damage. In the longer-term, there is a need for improved and ongoing risk monitoring across the life span of every individual. Given genetic variability across human populations,20 off-target effects from gene-editing remain an active area of investigation.10 Safety concerns from off-target effects, the unintended alteration of gene expression of other untargeted genes, include genotoxicity and genomic instability due to altered chromosomal rearrangements.10 Recent advances in artificial intelligence (AI)-based predictive modeling21 and data integration tools for multi-omics,22 minimally-invasive biomonitoring via wearable technologies,23, 24 and microfluidic assays for rheological properties of red blood cells and blood accumulation25 could be adapted and jointly leveraged for future personalized clinical management of SCD. Machine-learning and data-driven network approaches can simultaneously account for joint distributions and conditional dependence between multiple disparate data types (e.g., clinical signs and symptoms, laboratory assessments, treatments, comorbidities, omics data, psychosocial and behavioral factors).21, 22 This is advantageous for more accurately reflecting the heterogeneous disease progression, especially acute and chronic complications, among people with SCD. Predictive models, in combination with multi-omics data, have tremendous potential26 for a deep characterization of each SCD patient. The identification of robust biomarker signatures could shed light on the key underlying pathophysiologic pathways of individual treatment responses, leading to improved precision, efficiency, and cost-effectiveness of treatments. Large-scale multivariate data approaches could provide systematic, efficient screening of candidate biomarkers, which are critical—albeit initial—steps. Subsequent steps will include the extensive validation of reproducibility and accuracy in diverse populations, and evaluation of the translation to actionable clinical insights and utility. Other major challenges to fully leverage the potential of AI and multi-omics include the: standardization of collection (e.g., biological samples, SCD symptom and treatment history, timepoints); harmonization of omics assays including genetics; coordination of larger, statistically powered longitudinal studies with longer follow up duration among people with SCD prior to and after receiving potentially curative treatments. Historically, individuals with SCD have faced stigma and discrimination resulting from the improper handling of their personal data.27 Consequently, it is essential for all researchers to prioritize and incorporate current best practices in artificial intelligence ethics, including data privacy, ethical use of data, equitable accessibility of treatments and AI benefits, as well as evaluating and minimizing potential bias of AI models.28 As we enter this next era of SCD treatment, precision health approaches have considerable potential to provide earlier and accurate risk assessment of clinical sequelae, and thereby, an improved capacity for a longer healthspan among people with SCD. The continued expansion of SCD treatment options is providing a long-awaited opportunity to improve our ability to identify the right SCD treatment for the right patient at the right time. All authors (EAY, HUZ, SK, EV) contributed to the conception of and interpretation of previous literature. EAY, HUZ, and EV substantially contributed to the initial manuscript draft. All authors (EAY, HUZ, SK, EV) provided critical revisions, and approved the final version. We thank Dr. Jane Little at the University of North Carolina at Chapel Hill for her review and constructive comments. Figure 1 was created with www.BioRender.com. Author declares no conflict of interest. The work of H.U.Z. was supported by the German Federal Ministry of Education and Research (BMBF) through the e:Med research and funding concept (01ZX1912A).",2024,2024-05-16,article,en,https://openalex.org/W4396962343,False,0,explicit_multiomics,True,True,False,False
doi:10.1002/alz70856_098830,doi:10.1002/alz70856_098830,semantic_scholar,semantic_scholar,44105c9589f610621d622c4bb086469bf7562cd8,10.1002/alz70856_098830,,12739275,CSF and plasma proteomic insights into the pathophysiology of cerebral small vessel disease and cerebrovascular event risk prediction,"Abstract Background Cerebral small vessel disease (cSVD) is the leading vascular contributor to dementia and stroke, with white matter lesions (WML) as the most common manifestation. Despite its prevalence, the underlying pathophysiology remains poorly understood, and reliable plasma biomarkers are lacking. Leveraging multi‐omics approach, we aimed to: 1) explore the mechanisms underlying WML progression and cognitive decline, and 2) validate CSF‐identified biomarkers in plasma across cSVD manifestations and assess their potential to predict future cerebrovascular events. Method We analyzed 1,388 CSF proteins using Olink in the Swedish BioFINDER‐2 cohort (n = 1,670). Differential protein abundance for cSVD manifestations (WML, microbleeds and infarcts) was evaluated using linear models, adjusting for age, sex, average protein levels and intracranial volume, if applicable. We used linear mixed‐effects models to identify proteins associated with WML progression and mediation analysis to determine WML‐associated DAP contributing to cognitive decline over six years. Plasma proteomics was assessed using SOMAscan7k (n = 1,599) and Olink (n = 694) in BioFINDER‐2, with DAP analysis, as previously described, focusing on cSVD‐associated proteins identified from CSF. In UK Biobank, we assessed cSVD‐associated plasma proteins identified in BioFINDER‐2 by examining their association with 5‐year risk of cerebrovascular outcomes using Cox proportional hazards models and evaluated their predictive utility with a Random Forest classifier (n = 51,606). Result While many proteins were associated with baseline and WML progression, we identified a subset uniquely associated with WML progression, enriched in microglial and macrophage populations (Figure 1). The link between WML and cognitive decline was partly mediated by neuronal and OPC‐associated proteins (Figure 2). Key cSVD‐associated proteins in CSF, including MMP7, MMP12, TNFRSF11B and GDF15, were validated in plasma (Figure 3A). Using UK Biobank as a population‐based setting (Figure 3B), we identified a subset of cSVD‐associated plasma proteins related to the risk of cerebrovascular events (Figure 3C), which significantly improved 5‐year risk stratification (Figure 3D), surpassing models based on age, sex, and stroke risk score. Conclusion Our findings reveal proteins linked to WML progression and cognitive decline, advancing the understanding of cSVD pathophysiology. Validation of key proteomic markers in plasma and demonstration of their predictive value for cerebrovascular outcomes highlight their potential for early risk stratification and personalized prevention.",2025,2025-12-01,JournalArticle,,https://www.semanticscholar.org/paper/44105c9589f610621d622c4bb086469bf7562cd8,False,0,,True,False,True,False
doi:10.1002/cam4.5274,doi:10.1002/cam4.5274,europepmc,europepmc;pubmed;scopus;semantic_scholar,MED:36156462,10.1002/cam4.5274,36156462,PMC9972122,DNA damage response signaling: A common link between cancer and cardiovascular diseases.,"DNA damage response (DDR) signaling ensures genomic and proteomic homeostasis to maintain a healthy genome. Dysregulation either in the form of down- or upregulation in the DDR pathways correlates with various pathophysiological states, including cancer and cardiovascular diseases (CVDs). Impaired DDR is studied as a signature mechanism for cancer; however, it also plays a role in ischemia-reperfusion injury (IRI), inflammation, cardiovascular function, and aging, demonstrating a complex and intriguing relationship between cancer and pathophysiology of CVDs. Accordingly, there are increasing number of reports indicating higher incidences of CVDs in cancer patients. In the present review, we thoroughly discuss (1) different DDR pathways, (2) the functional cross talk among different DDR mechanisms, (3) the role of DDR in cancer, (4) the commonalities and differences of DDR between cancer and CVDs, (5) the role of DDR in pathophysiology of CVDs, (6) interventional strategies for targeting genomic instability in CVDs, and (7) future perspective.",2023,2022-09-26,"Research Support, Non-U.S. Gov't; review-article; Review; Journal Article",eng,https://europepmc.org/article/MED/36156462,False,3,,True,True,True,True
doi:10.1002/ece3.11343,doi:10.1002/ece3.11343,semantic_scholar,semantic_scholar,fa49ca94206461165e0c456abec4662d1778f4d9,10.1002/ece3.11343,38746548,11091488,"Histologic, metabolomic, and transcriptomic differences in fir trees from a peri‐urban forest under chronic ozone exposure","Abstract Urbanization modifies ecosystem conditions and evolutionary processes. This includes air pollution, mostly as tropospheric ozone (O3), which contributes to the decline of urban and peri‐urban forests. A notable case are fir (Abies religiosa) forests in the peripheral mountains southwest of Mexico City, which have been severely affected by O3 pollution since the 1970s. Interestingly, some young individuals exhibiting minimal O3—related damage have been observed within a zone of significant O3 exposure. Using this setting as a natural experiment, we compared asymptomatic and symptomatic individuals of similar age (≤15 years old; n = 10) using histologic, metabolomic, and transcriptomic approaches. Plants were sampled during days of high (170 ppb) and moderate (87 ppb) O3 concentration. Given that there have been reforestation efforts in the region, with plants from different source populations, we first confirmed that all analyzed individuals clustered within the local genetic group when compared to a species‐wide panel (Admixture analysis with ~1.5K SNPs). We observed thicker epidermis and more collapsed cells in the palisade parenchyma of needles from symptomatic individuals than from their asymptomatic counterparts, with differences increasing with needle age. Furthermore, symptomatic individuals exhibited lower concentrations of various terpenes (ß‐pinene, ß‐caryophylene oxide, α‐caryophylene, and ß‐α‐cubebene) than asymptomatic trees, as evidenced through GC–MS. Finally, transcriptomic analyses revealed differential expression for 13 genes related to carbohydrate metabolism, plant defense, and gene regulation. Our results indicate a rapid and contrasting phenotypic response among trees, likely influenced by standing genetic variation and/or plastic mechanisms. They open the door to future evolutionary studies for understanding how O3 tolerance develops in urban environments, and how this knowledge could contribute to forest restoration.",2024,2024-05-01,JournalArticle,,https://www.semanticscholar.org/paper/fa49ca94206461165e0c456abec4662d1778f4d9,False,0,,True,False,True,False
doi:10.1002/ijc.30763,doi:10.1002/ijc.30763,pubmed,pubmed,28470669,10.1002/ijc.30763,28470669,PMC5518216,Long-distance interaction of the integrated HPV fragment with MYC gene and 8q24.22 region upregulating the allele-specific MYC expression in HeLa cells.,"Human papillomavirus (HPV) infection is the most important risk factor for cervical cancer development. In HeLa cell line, the HPV viral genome is integrated at 8q24 in one allele of chromosome 8. It has been reported that the HPV fragment integrated in HeLa genome can cis-activate the expression of proto-oncogene MYC, which is located at 500 kb downstream of the integrated site. However, the underlying molecular mechanism of this regulation is unknown. A recent study reported that MYC was highly expressed exclusively from the HPV-integrated haplotype, and a long-range chromatin interaction between the integrated HPV fragment and MYC gene has been hypothesized. In this study, we provided the experimental evidences supporting this long-range chromatin interaction in HeLa cells by using Chromosome Conformation Capture (3C) method. We found that the integrated HPV fragment, MYC and 8q24.22 was close to each other and might form a trimer in spatial location. When knocking out the integrated HPV fragment or 8q24.22 region from chromosome 8 by CRISPR/Cas9 system, the expression of MYC reduced dramatically in HeLa cells. Interestingly, decreased expression was only observed in three from eight cell clones, when only one 8q24.22 allele was knocked out. Functionally, HPV knockout caused senescence-associated acidic β-gal activity in HeLa cells. These data indicate a long-distance interaction of the integrated HPV fragment with MYC gene and 8q24.22 region, providing an alternative mechanism relevant to the carcinogenicity of HPV integration.",2017,2017-05-19,Journal Article,eng,https://pubmed.ncbi.nlm.nih.gov/28470669/,False,0,,True,False,True,False
doi:10.1002/jcsm.13558,doi:10.1002/jcsm.13558,pubmed,pubmed,39187977,10.1002/jcsm.13558,39187977,PMC11446699,Betaine delays age-related muscle loss by mitigating Mss51-induced impairment in mitochondrial respiration via Yin Yang1.,"Mitochondrial dysfunction is one of the hallmarks of aging and a leading contributor to sarcopenia. Nutrients are essential for improving mitochondrial function and skeletal muscle health during the aging process. Betaine is a nutrient with potential muscle-preserving properties. However, whether and how betaine could regulate the mitochondria function in aging muscle are poorly understood. We aimed to explore the molecular target and underlying mechanism of betaine in attenuating the age-related mitochondrial dysfunction in skeletal muscle. Young mice (YOU, 2 months), old mice (OLD, 15 months), and old mice with betaine treatment (BET, 15 months) were fed for 12 weeks. The effects of betaine on muscle mass, strength, function, and subcellular structure of muscle fibres were assessed. RNA sequencing (RNA-seq) was conducted to identify the molecular target of betaine. The impacts of betaine on mitochondrial-related molecules, superoxide accumulation, and oxidative respiration were examined using western blotting (WB), immunofluorescence (IF) and seahorse assay. The underlying mechanism of betaine regulation on the molecular target to maintain mitochondrial function was investigated by luciferase reporter assay, chromatin immunoprecipitation and electrophoretic mobility shift assay. Adenoassociated virus transfection, succinate dehydrogenase staining (SDH), and energy expenditure assessment were performed on 20-month-old mice for validating the mechanism in vivo. Betaine intervention demonstrated anti-aging effects on the muscle mass (P = 0.017), strength (P = 0.010), and running distance (P = 0.013). Mitochondrial-related markers (ATP5a, Sdha, and Uqcrc2) were 1.1- to 1.5-fold higher in BET than OLD (all P ≤ 0.036) with less wasted mitochondrial vacuoles accumulating in sarcomere. Bioinformatic analysis from RNA-seq displayed pathways related to mitochondrial respiration activity was higher enriched in BET group (NES = -0.87, FDR = 0.10). The quantitative real time PCR (qRT-PCR) revealed betaine significantly reduced the expression of a novel mitochondrial regulator, Mss51 (-24.9%, P = 0.002). In C2C12 cells, betaine restored the Mss51-mediated suppression in mitochondrial respiration proteins (all P ≤ 0.041), attenuated oxygen consumption impairment, and superoxide accumulation (by 20.7%, P = 0.001). Mechanically, betaine attenuated aging-induced repression in Yy1 mRNA expression (BET vs. OLD: 2.06 vs. 1.02, P = 0.009). Yy1 transcriptionally suppressed Mss51 mRNA expression both in vitro and in vivo. This contributed to the preservation of mitochondrial respiration, improvement for energy expenditure (P = 0.008), and delay of muscle loss during aging process. Altogether, betaine transcriptionally represses Mss51 via Yy1, improving age-related mitochondrial respiration in skeletal muscle. These findings suggest betaine holds promise as a dietary supplement to delay skeletal muscle degeneration and improve age-related mitochondrial diseases.",2024,2024-08-26,"Journal Article; Research Support, Non-U.S. Gov't",eng,https://pubmed.ncbi.nlm.nih.gov/39187977/,False,0,,True,True,True,True
doi:10.1002/mdb2.70021,doi:10.1002/mdb2.70021,semantic_scholar,semantic_scholar,34bd9e52df24f5c9f09723590e43cef2c7258c18,10.1002/mdb2.70021,,,Emerging Therapeutic Strategies in Anti‐Aging Medicine: A Comprehensive Review,"Aging is orchestrated by interconnected hallmarks such as genomic instability, mitochondrial dysfunction, cellular senescence, and disrupted intercellular communication, which collectively drive chronic disease progression. Recent advances have expanded therapeutic opportunities to include pharmacological agents, gene and epigenome editing, stem cell based interventions, microbiome modulation, and nanomedicine. Artificial intelligence and multi‐omics integration are further accelerating target discovery and patient stratification. This review synthesizes these modalities within a unified framework that explicitly links hallmarks to biomarkers and therapeutic strategies, critically evaluates preclinical versus clinical outcomes, and examines why promising interventions often fail to translate. We propose an integrative model emphasizing biomarker alignment, phenotype stratification, and regulatory adaptation. By embedding mechanistic insights into clinically predictive and patient‐centered designs, this review outlines a roadmap for advancing gerotherapeutics to extend healthspan.",2026,2026-01-14,JournalArticle; Review,,https://www.semanticscholar.org/paper/34bd9e52df24f5c9f09723590e43cef2c7258c18,False,0,,True,True,True,True
doi:10.1002/ski2.410,doi:10.1002/ski2.410,europepmc,europepmc;pubmed;scopus,MED:39624739,10.1002/ski2.410,39624739,PMC11608893,Epigenetics and ultraviolet radiation: Implications for skin ageing and carcinogenesis.,"Recent published data have highlighted the importance of epigenetics in the response of the skin to recreational and therapeutic ultraviolet radiation (UVR) exposure. 'Epi'-from the Greek επί, meaning over, outside of or around-relates to the chemical modifications that occur on top of the DNA sequence (for example, DNA methylation) and its associated proteins (e.g. histone modifications, including methylation, acetylation and phosphorylation). These epigenetic processes, collectively called the 'epigenome', dictate the three-dimensional conformation of the DNA, thus impacting upon gene expression and genomic stability. Given that epigenetic changes are long-lived and mitotically heritable, an accumulation of epigenetic perturbations likely influence the pathogenesis of the chronic consequences of UVR exposure, including photoageing and skin cancer risk. In this review, we describe the multifarious epigenetic effects elicited by UVR in the skin. We further speculate on the underlying molecular mechanisms that may direct epigenetic changes, such as oxidative stress and changes in metabolism, and their impact on skin health and disease.",2024,2024-07-05,review-article; Review; Journal Article,eng,https://europepmc.org/article/MED/39624739,False,2,,True,True,True,True
doi:10.1007/s00011-026-02257-y,doi:10.1007/s00011-026-02257-y,semantic_scholar,europepmc;openalex;pubmed;scopus;semantic_scholar,361d0bba88c1a9b9e856d94f1124c36e839b8e0e,10.1007/s00011-026-02257-y,42096094,13152973,"Multivariable genome-wide analysis elucidates the shared genetic architecture, immunosenescence features, and gut-origin therapeutic targets of ulcerative colitis-associated multisystem inflammation","Background Over 25% of patients with ulcerative colitis (UC) develop extraintestinal manifestations (EIMs), resulting in significant systemic morbidity. We define the shared genetic foundation of these manifestations as the UC-associated Multisystem Inflammatory Genetic Architecture (UC-MIGA). This study aims to identify shared genomic drivers and actionable immunosenescence therapeutic targets across the UC-EIM spectrum. Methods We applied genomic structural equation modeling (SEM) to seven European-ancestry GWAS datasets (UC, deep vein thrombosis, ankylosing spondylitis, primary sclerosing cholangitis, pyoderma gangrenosum, interstitial lung disease, and erythema nodosum) to identify a shared latent genetic factor (F1). Post-SEM analyses included FUMA mapping, SuSIE/FINEMAP fine-mapping, FUSION/FOCUS transcriptome-wide studies, MAGMA enrichment, CELLECT deconvolution, LDSC partitioned heritability, and single-cell eQTL Mendelian randomization (MR). UC exhibited the highest standardized factor loading (0.9801) on F1, justifying its use as a representative proxy for UC-MIGA in downstream analyses. UC-telomere relationships were assessed via tissue-specific eQTL/sQTL enrichment across 49 GTEx tissues, spatial transcriptomics (gsMap), single-cell profiling (GSE214695, GSE163974), hdWGCNA, and colocalization analyses (eCAVIAR, fastENLOC). Results SEM identified substantial genetic overlap (CFI = 1.0, SRMR = 0.17). Within the UC-MIGA framework, we identified 17,005 SNPs (P ≤ 1 × 10⁻2⁰⁰), 2,622 risk loci, and 152 high-confidence effector genes. Pathways implicated Th17/Treg imbalance and inflammasome signaling. Super-enhancer regions showed exceptional heritability enrichment (80.16%, fold = 4.79, p = 0.0007). MR identified 35 causal immune cell-gene associations. UC-telomere analyses revealed convergence in colon-specific DNA repair-mitochondrial energetics-telomere maintenance pathways, with B cells prioritized as the core cell type. Colocalization identified NKX2-3 and LINC01475 as high-confidence shared candidates. Embryonic intestinal enrichment supported the developmental origins of this systemic axis. Conclusion UC-MIGA represents a genetically coherent architecture driven by super-enhancer-mediated epigenetic dysregulation, Th17/Treg imbalance, and immunosenescence features, including telomere dysfunction and B-cell exhaustion. The ‘developmental vulnerability-environmental trigger’ model explains the gut-origin inflammatory cascade underlying extraintestinal manifestations, with UC-telomere analysis providing a genomic foundation for systemic therapeutic strategies targeting the inflammation-aging nexus. Supplementary Information The online version contains supplementary material available at 10.1007/s00011-026-02257-y.",2026,2026-05-07,JournalArticle,,https://www.semanticscholar.org/paper/361d0bba88c1a9b9e856d94f1124c36e839b8e0e,False,4,,True,True,True,True
