source,source_record_id,title,abstract,year,publication_date,doi,pmid,pmcid,authors,venue,document_type,language,url,is_preprint,raw_page,local_multiomics_match,local_aging_match,local_causal_anchor_match,local_three_block_match
semantic_scholar,603a544c2c08b099710a0d9e08f575a3083663df,Gut microbiota and human NAFLD: disentangling microbial signatures from metabolic disorders,,2020,2020-03-09,10.1038/s41575-020-0269-9,32152478,,J. Aron‐Wisnewsky; Chloé Vigliotti; J. Witjes; Phuong Le; A. Holleboom; J. Verheij; M. Nieuwdorp; K. Clément,Nature reviews: Gastroenterology & hepatology,Review; JournalArticle,,https://www.semanticscholar.org/paper/603a544c2c08b099710a0d9e08f575a3083663df,False,page_0001.json.gz,False,False,False,False
semantic_scholar,47f7372034f557fae43e28e444b2d4c95dd66643,Cisplatin nephrotoxicity: new insights and therapeutic implications,,2022,2022-10-13,10.1038/s41581-022-00631-7,36229672,,Chengyuan Tang; M. Livingston; R. Safirstein; Z. Dong,Nature Reviews Nephrology,Review; JournalArticle,,https://www.semanticscholar.org/paper/47f7372034f557fae43e28e444b2d4c95dd66643,False,page_0001.json.gz,False,False,False,False
semantic_scholar,b9c616e642ca0bbed0adeece2144d952466bdde4,Nonlinear dynamics of multi-omics profiles during human aging,"Aging is a complex process associated with nearly all diseases. Understanding the molecular changes underlying aging and identifying therapeutic targets for aging-related diseases are crucial for increasing healthspan. Although many studies have explored linear changes during aging, the prevalence of aging-related diseases and mortality risk accelerates after specific time points, indicating the importance of studying nonlinear molecular changes. In this study, we performed comprehensive multi-omics profiling on a longitudinal human cohort of 108 participants, aged between 25 years and 75 years. The participants resided in California, United States, and were tracked for a median period of 1.7 years, with a maximum follow-up duration of 6.8 years. The analysis revealed consistent nonlinear patterns in molecular markers of aging, with substantial dysregulation occurring at two major periods occurring at approximately 44 years and 60 years of chronological age. Distinct molecules and functional pathways associated with these periods were also identified, such as immune regulation and carbohydrate metabolism that shifted during the 60-year transition and cardiovascular disease, lipid and alcohol metabolism changes at the 40-year transition. Overall, this research demonstrates that functions and risks of aging-related diseases change nonlinearly across the human lifespan and provides insights into the molecular and biological pathways involved in these changes. Understanding the molecular changes underlying aging is important for developing biomarkers and healthy aging interventions. In this study, the authors used comprehensive multi-omics data to reveal nonlinear molecular profiles across chronological ages, highlighting two substantial variations observed around ages 40 and 60, which are linked to increased disease risks.",2024,2024-08-14,10.1038/s43587-024-00692-2,39143318,11564093,Xiaotao Shen; Chuchu Wang; Xin Zhou; Wenyu Zhou; Daniel Hornburg; Si Wu; M. Snyder,Nature Aging,JournalArticle,,https://www.semanticscholar.org/paper/b9c616e642ca0bbed0adeece2144d952466bdde4,False,page_0001.json.gz,True,True,True,True
semantic_scholar,c9bf20e4cf37fa4abe1087b7821621d05a73b2d7,Proteogenomics of Non-smoking Lung Cancer in East Asia Delineates Molecular Signatures of Pathogenesis and Progression.,"Lung cancer in East Asia is characterized by a high percentage of never-smokers, early onset and predominant EGFR mutations. To illuminate the molecular phenotype of this demographically distinct disease, we performed a deep comprehensive proteogenomic study on a prospectively collected cohort in Taiwan, representing early stage, predominantly female, non-smoking lung adenocarcinoma. Integrated genomic, proteomic, and phosphoproteomic analysis delineated the demographically distinct molecular attributes and hallmarks of tumor progression. Mutational signature analysis revealed age- and gender-related mutagenesis mechanisms, characterized by high prevalence of APOBEC mutational signature in younger females and over-representation of environmental carcinogen-like mutational signatures in older females. A proteomics-informed classification distinguished the clinical characteristics of early stage patients with EGFR mutations. Furthermore, integrated protein network analysis revealed the cellular remodeling underpinning clinical trajectories and nominated candidate biomarkers for patient stratification and therapeutic intervention. This multi-omic molecular architecture may help develop strategies for management of early stage never-smoker lung adenocarcinoma.",2020,2020-07-01,10.1016/j.cell.2020.06.012,32649875,,Yi‐Ju Chen; T. Roumeliotis; Ya-Hsuan Chang; Ching-Tai Chen; Chia-Li Han; Miao-Hsia Lin; Huei-Wen Chen; G. Chang; Yih-Leong Chang; Chen-Tu Wu; Mong-Wei Lin; Min-Shu Hsieh; Yu-Tai Wang; Yet-Ran Chen; I. Jonassen; F. Ghavidel; Ze-Shiang Lin; Kuen-Tyng Lin; Ching-Wen Chen; P. Sheu; Chen-Ting Hung; Kefei Huang; Hao Yang; Pei-Yi Lin; T. Yen; Yi-Wei Lin; Jen-Hung Wang; Lovely Raghav; Chien-Yu Lin; Yan-Si Chen; Pei-Shan Wu; Chih-Ting Lai; Shao-Hsing Weng; K. Su; Wei-Hung Chang; P. Tsai; A. Robles; H. Rodriguez; Yi-Jing Hsiao; Wen‐Hsin Chang; Ting-Yi Sung; Jin-Shing Chen; Sung‐Liang Yu; Jyoti S. Choudhary; Hsuan-Yu Chen; Pan‐Chyr Yang; Yu-Ju Chen,Cell,JournalArticle,,https://www.semanticscholar.org/paper/c9bf20e4cf37fa4abe1087b7821621d05a73b2d7,False,page_0001.json.gz,True,False,True,False
semantic_scholar,d00def58ce91844b40c1a440dec9aa8f30d0fef5,Multi-Omics Profiling for Health,"The world has witnessed a steady rise in both non-infectious and infectious chronic diseases, prompting a cross-disciplinary approach to understand and treating disease. Current medical care focuses on treating people after they become patients rather than preventing illness, leading to high costs in treating chronic and late-stage diseases. Additionally, a “one-size-fits all” approach to health care does not take into account individual differences in genetics, environment, or lifestyle factors, decreasing the number of people benefiting from interventions. Rapid advances in omics technologies and progress in computational capabilities have led to the development of multi-omics deep phenotyping, which profiles the interaction of multiple levels of biology over time and empowers precision health approaches. This review highlights current and emerging multi-omics modalities for precision health and discusses applications in the following areas: genetic variation, cardio-metabolic diseases, cancer, infectious diseases, organ transplantation, pregnancy, and longevity/aging. We will briefly discuss the potential of multi-omics approaches in disentangling host-microbe and host-environmental interactions. We will touch on emerging areas of electronic health record and clinical imaging integration with muti-omics for precision health. Finally, we will briefly discuss the challenges in the clinical implementation of multi-omics and its future prospects.",2023,2023-04-01,10.1016/j.mcpro.2023.100561,37119971,10220275,M. Babu; Michael Snyder,Molecular & Cellular Proteomics,Review; JournalArticle,,https://www.semanticscholar.org/paper/d00def58ce91844b40c1a440dec9aa8f30d0fef5,False,page_0001.json.gz,True,True,True,True
semantic_scholar,25f6e334b86de43084be78437f14ea5162db852a,Aging Atlas: a multi-omics database for aging biology,"Abstract Organismal aging is driven by interconnected molecular changes encompassing internal and extracellular factors. Combinational analysis of high-throughput ‘multi-omics’ datasets (gathering information from genomics, epigenomics, transcriptomics, proteomics, metabolomics and pharmacogenomics), at either populational or single-cell levels, can provide a multi-dimensional, integrated profile of the heterogeneous aging process with unprecedented throughput and detail. These new strategies allow for the exploration of the molecular profile and regulatory status of gene expression during aging, and in turn, facilitate the development of new aging interventions. With a continually growing volume of valuable aging-related data, it is necessary to establish an open and integrated database to support a wide spectrum of aging research. The Aging Atlas database aims to provide a wide range of life science researchers with valuable resources that allow access to a large-scale of gene expression and regulation datasets created by various high-throughput omics technologies. The current implementation includes five modules: transcriptomics (RNA-seq), single-cell transcriptomics (scRNA-seq), epigenomics (ChIP-seq), proteomics (protein–protein interaction), and pharmacogenomics (geroprotective compounds). Aging Atlas provides user-friendly functionalities to explore age-related changes in gene expression, as well as raw data download services. Aging Atlas is freely available at https://bigd.big.ac.cn/aging/index.",2020,2020-10-29,10.1093/nar/gkaa894,33119753,7779027,Guang-Hui Liu; Yīmíng Bào; J. Qu; Weiqi Zhang; Tao Zhang; Wang Kang; Fei Yang; Qianzhao Ji; Xiaoyu Jiang; Yingke Ma; Shuai Ma; Zunpeng Liu; Siyu Chen; Si Wang; Shuhui Sun; Lingling Geng; K. Yan; Pengze Yan; Yanling Fan; Moshi Song; Jie Ren; Qiaoran Wang; Shan-shu Yang; Yuanhan Yang; M. Xiong; Chuqiang Liang; Lan-Zhu Li; Tianling Cao; Jianli Hu; Ping Yang; Jiale Ping; Huifang Hu; Yandong Zheng; Guoqiang Sun; Jiaming Li; Lixiao Liu; Zhiran Zou; Yingjie Ding; Mingheng Li; Di Liu; Min Wang; Xiaoyan Sun; Cui-cui Wang; Shijia Bi; H. Shan; Xiao Zhuo,Nucleic Acids Res.,JournalArticle,,https://www.semanticscholar.org/paper/25f6e334b86de43084be78437f14ea5162db852a,False,page_0001.json.gz,True,True,True,True
semantic_scholar,a84120886a30ffc525fdef7dd89abb3634cd1b79,"Microbiome effects on immunity, health and disease in the lung","Chronic respiratory diseases, including asthma, chronic obstructive pulmonary disease (COPD) and cystic fibrosis (CF), are among the leading causes of mortality and morbidity worldwide. In the past decade, the interest in the role of microbiome in maintaining lung health and in respiratory diseases has grown exponentially. The advent of sophisticated multiomics techniques has enabled the identification and characterisation of microbiota and their roles in respiratory health and disease. Furthermore, associations between the microbiome of the lung and gut, as well as the immune cells and mediators that may link these two mucosal sites, appear to be important in the pathogenesis of lung conditions. Here we review the recent evidence of the role of normal gastrointestinal and respiratory microbiome in health and how dysbiosis affects chronic pulmonary diseases. The potential implications of host and environmental factors such as age, gender, diet and use of antibiotics on the composition and overall functionality of microbiome are also discussed. We summarise how microbiota may mediate the dynamic process of immune development and/or regulation focusing on recent data from both clinical human studies and translational animal studies. This furthers the understanding of the pathogenesis of chronic pulmonary diseases and may yield novel avenues for the utilisation of microbiota as potential therapeutic interventions.",2017,2017-03-01,10.1038/cti.2017.6,28435675,5382435,S. Shukla; K. Budden; Rachael Neal; P. Hansbro,Clinical & Translational Immunology,Review; JournalArticle,,https://www.semanticscholar.org/paper/a84120886a30ffc525fdef7dd89abb3634cd1b79,False,page_0001.json.gz,True,False,True,False
semantic_scholar,3264a5dbd751ec6bf469e7d1acbf5dcf85acbb65,Complement C1q-dependent excitatory and inhibitory synapse elimination by astrocytes and microglia in Alzheimer’s disease mouse models,"Microglia and complement can mediate neurodegeneration in Alzheimer’s disease (AD). By integrative multi-omics analysis, here we show that astrocytic and microglial proteins are increased in TauP301S synapse fractions with age and in a C1q-dependent manner. In addition to microglia, we identified that astrocytes contribute substantially to synapse elimination in TauP301S hippocampi. Notably, we found relatively more excitatory synapse marker proteins in astrocytic lysosomes, whereas microglial lysosomes contained more inhibitory synapse material. C1q deletion reduced astrocyte–synapse association and decreased astrocytic and microglial synapses engulfment in TauP301S mice and rescued synapse density. Finally, in an AD mouse model that combines β-amyloid and Tau pathologies, deletion of the AD risk gene Trem2 impaired microglial phagocytosis of synapses, whereas astrocytes engulfed more inhibitory synapses around plaques. Together, our data reveal that astrocytes contact and eliminate synapses in a C1q-dependent manner and thereby contribute to pathological synapse loss and that astrocytic phagocytosis can compensate for microglial dysfunction. In this multi-omics study, the authors identified C1q-dependent synapse elimination by both astrocytes and microglia in Alzheimer’s mouse models. While astrocytes preferentially removed excitatory synapses, microglia preferred inhibitory synapses.",2022,2022-09-01,10.1038/s43587-022-00281-1,37118504,10154216,Borislav Dejanovic; Tiffany Wu; Ming-Chi Tsai; David Graykowski; Vineela Gandham; Christopher M. Rose; C. Bakalarski; Hai Ngu; Yuanyuan Wang; Shristi Pandey; Mitchell G. Rezzonico; Brad A. Friedman; R. Edmonds; A. De Mazière; Raphael Rakosi-Schmidt; T. Singh; J. Klumperman; O. Foreman; Michael C Chang; Luke Xie; Morgan Sheng; Jesse E. Hanson,Nature Aging,JournalArticle,,https://www.semanticscholar.org/paper/3264a5dbd751ec6bf469e7d1acbf5dcf85acbb65,False,page_0001.json.gz,True,False,True,False
semantic_scholar,fc08543d47fd3698699e55c0a165d84bbdfa9aa6,Bile acids drive the newborn’s gut microbiota maturation,"Following birth, the neonatal intestine is exposed to maternal and environmental bacteria that successively form a dense and highly dynamic intestinal microbiota. Whereas the effect of exogenous factors has been extensively investigated, endogenous, host-mediated mechanisms have remained largely unexplored. Concomitantly with microbial colonization, the liver undergoes functional transition from a hematopoietic organ to a central organ of metabolic regulation and immune surveillance. The aim of the present study was to analyze the influence of the developing hepatic function and liver metabolism on the early intestinal microbiota. Here, we report on the characterization of the colonization dynamics and liver metabolism in the murine gastrointestinal tract (n = 6–10 per age group) using metabolomic and microbial profiling in combination with multivariate analysis. We observed major age-dependent microbial and metabolic changes and identified bile acids as potent drivers of the early intestinal microbiota maturation. Consistently, oral administration of tauro-cholic acid or β-tauro-murocholic acid to newborn mice (n = 7–14 per group) accelerated postnatal microbiota maturation. Early postnatal colonization has been described to be critical for the long-term microbiota composition and health. Here, via multi-omics approach, the authors investigate the impact of the developing host hepatic metabolism on the murine intestinal microbiota composition with comparative analysis at immediate postnatal period, early infancy and weaning and adulthood.",2020,2020-07-23,10.1038/s41467-020-17183-8,32703946,7378201,N. Best; N. Best; U. Rolle-Kampczyk; F. Schaap; F. Schaap; M. Basic; S. Damink; S. Damink; A. Bleich; P. Savelkoul; M. Bergen; M. V. Bergen; J. Penders; Mathias W Hornef,Nature Communications,JournalArticle,,https://www.semanticscholar.org/paper/fc08543d47fd3698699e55c0a165d84bbdfa9aa6,False,page_0001.json.gz,True,False,True,False
semantic_scholar,e318ffeb5116f94420c34f3a99ff64ff0779e73a,Multiomics integration in the age of million single cell data,"An explosion in single-cell technologies has revealed a previously underappreciated heterogeneity of cell types and novel cell-state associations with sex, disease, development and other processes. Starting with transcriptome analyses, single-cell techniques have extended to multi-omics approaches and now enable the simultaneous measurement of data modalities and spatial cellular context. Data are now available for millions of cells, for whole-genome measurements and for multiple modalities. Although analyses of such multimodal datasets have the potential to provide new insights into biological processes that cannot be inferred with a single mode of assay, the integration of very large, complex, multimodal data into biological models and mechanisms represents a considerable challenge. An understanding of the principles of data integration and visualization methods is required to determine what methods are best applied to a particular single-cell dataset. Each class of method has advantages and pitfalls in terms of its ability to achieve various biological goals, including cell-type classification, regulatory network modelling and biological process inference. In choosing a data integration strategy, consideration must be given to whether the multi-omics data are matched (that is, measured on the same cell) or unmatched (that is, measured on different cells) and, more importantly, the overall modelling and visualization goals of the integrated analysis. Analyses of single-cell, multi-omics datasets have potential to provide new insights into biological processes; however, the integration of these complex datasets represents a considerable challenge. This Review describes the principles underlying the integration of multimodal data measured on the same cell (that is, matched data) and on different cells (unmatched data), outlining developments in computational methods and data visualization approaches. With the development of single-cell multi-omics techniques, tools and models for data integration are critically important. Integration problems in single-cell biology can be divided into those associated with the integration of matched and unmatched data. Strategies for integrating matched data include joint latent space inference, consensus of individual inferences and biological causal modelling. Strategies for integrating unmatched data include annotated group matching, matching with common features and aligning spaces. Visualization methods for integrated multimodal single-cell data are still underdeveloped. Future challenges include accounting for specific noise related to each modality, overcoming the need for computing efficiency and developing biologically interpretable integration strategies. With the development of single-cell multi-omics techniques, tools and models for data integration are critically important. Integration problems in single-cell biology can be divided into those associated with the integration of matched and unmatched data. Strategies for integrating matched data include joint latent space inference, consensus of individual inferences and biological causal modelling. Strategies for integrating unmatched data include annotated group matching, matching with common features and aligning spaces. Visualization methods for integrated multimodal single-cell data are still underdeveloped. Future challenges include accounting for specific noise related to each modality, overcoming the need for computing efficiency and developing biologically interpretable integration strategies.",2021,2021-08-20,10.1038/s41581-021-00463-x,34417589,9191639,Zhen Miao; B. Humphreys; A. McMahon; Junhyong Kim,Nature Reviews Nephrology,Review; JournalArticle,,https://www.semanticscholar.org/paper/e318ffeb5116f94420c34f3a99ff64ff0779e73a,False,page_0001.json.gz,True,False,True,False
