record_id,source,title,abstract,year,document_type,doi,proposed_design_family
doi:10.1007/s10522-025-10372-2,pubmed,Association of plasma metabolites with epigenetic age acceleration: a two-sample Mendelian randomization study.,"Epigenetic age acceleration (EAA) is a biomarker of biological aging associated with multiple diseases. Plasma metabolites are potential targets for disease prevention. Therefore, our study aims to investigate the association between plasma metabolites and EAA. Statistics of plasma metabolites and EAA were obtained from the GWAS database. After rigorously screening the instrumental variables, we applied five Mendelian randomization methods to evaluate the relationship between each metabolite and the EAA. The robustness of the results was verified by a series of sensitivity analyses, and metabolic pathway enrichment analysis was performed for significantly associated metabolites. Our analysis identified 149 plasma metabolites associated with EAA (p < 0.05), including 46 metabolites associated with IEAA, 47 with HannumAge, 38 with GrimAge, and 41 with PhenoAge. Among these, palmitoylcarnitine levels remained correlated with EAA after multiple testing correction (P FDR < 0.05). In the enrichment analysis, 13 metabolic pathways were associated with EAA. Among them, ""cysteine and methionine metabolism"" was identified as the most significantly enriched pathway (P FDR < 0.1), and 3 metabolites in this pathway were correlated with EAA. These results demonstrated that plasma metabolomics, particularly amino acid and lipid metabolism, were associated with EAA and aging. The ""cysteine and methionine metabolism"" pathway emerged as a potential mechanism of aging, and may underpin metabolic alterations during the aging process, and its metabolites, such as methionine, 5-methylthioadenosine, and α-ketobutyrate, may serve as intervention targets.",2025,Journal Article,10.1007/s10522-025-10372-2,genetic_instrument
doi:10.1016/j.drup.2026.101415,pubmed,The RELA-FTH1 axis in senescent cancer-associated fibroblasts creates a stromal iron sink that drives ferroptosis resistance and therapy failure across solid malignant tumors.,"Therapy resistance remains the foremost barrier to improving outcomes in solid malignancies. While tumor-cell-intrinsic resistance mechanisms have been extensively studied, the contribution of the tumor microenvironment (TME) to treatment failure is poorly understood. Cellular senescence accumulates across diverse solid tumor types and reshapes the stromal landscape, yet which population dominates this senescent compartment and how senescent cancer-associated fibroblasts (senCAFs) drive resistance remain unresolved. In particular, whether senescent fibroblasts can suppress ferroptosis in neighboring tumor cells-and thereby promote drug resistance-through metabolic reprogramming of iron homeostasis has not been mechanistically dissected. We integrated six single-cell RNA sequencing datasets (431,513 cells) to map the senescent landscape of the TME. A 24-gene prognostic senescent fibroblast signature was constructed using LASSO/Cox regression and validated in independent TCGA cohorts. Transcription factor prediction and protein-DNA molecular docking identified upstream regulators. Functional studies employed conditioned medium assays, transwell co-culture systems with ferroptosis induction and chemosensitivity testing, FerroOrange-based intracellular Fe²⁺ quantification, genetic perturbation (shRNA/siRNA), pharmacological NF-κB inhibition, and subcutaneous xenograft models. Spatial transcriptomics validated findings in cancer tissues. Pan-cancer analyses across 31 solid malignant tumor types were performed using GEPIA 2 to assess cross-cancer generalizability. SenCAFs constituted the predominant senescent compartment in the TME, significantly promoting tumor cell proliferation, migration, invasion, and in vivo tumor growth. Multi-omics screening prioritized ferritin heavy chain 1 (FTH1) as the critical effector. Mechanistically, senCAFs upregulated FTH1 to create a stromal iron sink, sequestering microenvironmental Fe 2 + , shielding tumor cells from ferroptosis. Disruption of this stromal iron sink by FTH1 silencing not only restored ferroptosis sensitivity but also resensitized tumor cells to cisplatin-induced apoptosis. This iron sink was transcriptionally driven by RELA; targeting RELA abolished FTH1 expression and the senescence phenotype. Spatial transcriptomics validated the FTH1-senCAF-NF-κB axis in situ. Critically, pan-solid tumor analysis also confirmed that upregulation of the RELA-FTH1 axis was associated with poor prognosis and positively correlated with ferroptosis resistance and multiple drug resistance pathways across 31 solid malignancies. SenCAFs drive therapy resistance by establishing a RELA-FTH1-dependent stromal iron sink. This axis serves as a pan-cancer prognostic and drug resistance biomarker and represents a druggable stromal vulnerability, suggesting that its disruption may resensitize resistant solid malignant tumors to ferroptosis and chemotherapy.",2026,Journal Article,10.1016/j.drup.2026.101415,direct_perturbation
doi:10.1038/s41380-026-03703-3,springernature,Metabolomic signatures of brain aging: A multimodal and genetic study,"Accelerated brain aging is increasingly recognized as a transdiagnostic risk factor for neuropsychiatric and neurodegenerative disorders, yet its metabolic underpinnings remain poorly understood. Here we integrated multimodal neuroimaging (MRI), plasma metabolomics, and genomic data from the UK Biobank to identify metabolic markers of brain aging and evaluate their causal relevance. Using 1079 imaging-derived phenotypes (IDPs) from 4333 healthy participants, we trained and validated machine learning models for brain age prediction, with a least absolute shrinkage and selection operator (LASSO) regression model achieving the best performance (mean absolute error = 3.26 years, R² = 0.68). Brain age gap (BAG) was then estimated in 37,458 participants. Association analyses in 21,780 individuals identified nine plasma metabolites significantly linked to BAG after Bonferroni correction, with glucose showing the strongest effect (β = 0.32, P = 9.90 × 10⁻¹²). Genome-wide association studies (GWAS) identified 392 BAG-associated single-nucleotide polymorphisms (SNPs) ( P < 5 × 10⁻⁸), and two-sample Mendelian randomization (MR) provided evidence supporting a potential causal role of glucose in accelerating brain aging. Clinically, elevated plasma glucose was positively associated with seven brain disorders, including all-cause dementia, Alzheimer’s disease, vascular dementia, Parkinson’s disease, stroke, depression, and anxiety, and negatively associated with cognitive performance, movement function, and mental health outcomes. Higher glucose concentrations were also associated with reduced regional brain volumes across 80 cortical, subcortical, and cerebellar regions. These findings implicate glucose metabolism as a modifiable pathway in brain aging, with implications for early intervention strategies aimed at preserving brain health across the lifespan.",2026,OriginalPaper; Article,10.1038/s41380-026-03703-3,genetic_instrument
doi:10.1038/s41586-026-10524-5,europepmc,Sleep chart of biological ageing clocks in middle and late life.,"Optimal sleep has a vital role in promoting healthy ageing and enhancing longevity. Here we propose Sleep Chart to assess the relationship between self-reported sleep duration and 23 biological ageing clocks derived from in vivo imaging 1 , plasma proteomics 2 and metabolomics 3 . First, a systemic, U-shaped pattern emerges between sleep duration and biological age gaps across nine brain and body systems and three omics technologies. The sample-specific lowest biological age gaps are achieved between 6.4 and 7.8 h of sleep duration, varying by organ and sex in the UK Biobank (aged 37-84 years). Furthermore, short ( 8 h) sleep duration, compared with a normal sleep duration (6-8 h), are associated with increased risk of systemic diseases beyond the brain and all-cause mortality, with evidence from genetic correlations and time-to-incident survival predictions, such as depression and diabetes. Finally, the pathways by which long and short sleep duration are associated with late-life depression differ: ageing clocks may partially mediate the pathway for long sleep duration, while short sleep duration shows a more direct link. Although Mendelian randomization does not provide strong evidence that disease causally affects sleep, it cannot completely exclude such reverse causality. Our findings suggest a cross-organ, multi-omics U-shaped relationship between sleep duration and biological ageing clocks, highlighting the potential of sleep optimization to promote healthy ageing, lower disease risk and extend longevity.",2026,Journal Article,10.1038/s41586-026-10524-5,genetic_instrument
doi:10.1093/jmcb/mjag001,europepmc,Integrated single-nucleus transcriptomic and chromatin accessibility analysis reveals key molecular basis of human testicular aging.,"The human testis, a crucial organ in male reproduction, is mainly responsible for spermatogenesis and androgen production. As men age, testicular function declines, yet the underlying molecular mechanisms are still not well understood. To elucidate the mechanisms of human testicular aging, we performed an integrated analysis of single-nucleus transcriptomes and chromatin accessibility (snRNA-seq and snATAC-seq) on pathologically confirmed non-tumor testicular tissues from young and aged individuals. Our integrated multi-omic analysis reveals significant age-induced alterations in the testis transcriptome, particularly affecting genes linked to spermatogenesis. Significant age-related changes were also observed in Sertoli and Leydig cells, with Sertoli cells exhibiting increased sensitivity to environmental influences as age. Furthermore, the expression of Wntless (WLS), a Wnt transporter, was substantially upregulated in Sertoli cells of aged testes, which was correlated with cellular senescence and the disruption of tight junctions. Overexpression of WLS in Sertoli cells significantly accelerated senescence in vitro, implying a potential role for WLS in testicular aging. Our study provides a detailed multi-omic map of the transcriptomic and chromatin accessibility changes in the human testis during aging, offering insights into the cellular and molecular mechanisms behind these changes, and identifying potential therapeutic targets for interventions against age-related declines in male reproductive health.",2026,Journal Article,10.1093/jmcb/mjag001,direct_perturbation
doi:10.1101/2025.10.11.681821,europepmc,Machine learning-based definition of cellular senescence reveals pro-senescence potential implication in lung adenocarcinoma,"Despite growing evidence implicating cellular senescence in tumor progression, methodological challenges in objectively quantifying senescent cell burden across cancer types continue to limit mechanistic studies and clinical translation. To address this, we developed the Predictive Cellular Senescence Model (PreCSenM), a machine learning-based tool that assigns a CS score by integrating senescence-associated features across 888 samples. Benchmarking analyses confirmed that PreCSenM markedly outperforms existing methodologies in reliably predicting senescent states within both normal and cancerous transcriptomic datasets. In lung adenocarcinoma (LUAD), PreCSenM identified the CS score as a robust predictor of clinical outcomes. Multi-omics analyses further revealed that lower CS levels correlate with decreased genomic stability and enhanced immune responses, aligning with clinical observations. Notably, drug discovery using PreCSenM identified histone deacetylase inhibitors (HDACis) as potent inducers of CS in LUAD. Transcriptional and epigenetic profiling of HDACi-treated cells pinpointed FOSB as a core transcription factor driving CS, and FOSB knockdown blocked HDACi-induced senescence. Overall, our study establishes PreCSenM as a multidimensional senescence quantification tool, bridging computational prediction with clinical relevance and mechanistic validation to enable senescence-directed therapies in precision oncology.",2025,Preprint,10.1101/2025.10.11.681821,direct_perturbation
doi:10.1186/s12864-025-12016-8,europepmc,Decoding the genetic architecture of women reproductive aging: multi-omic integration identifies novel loci and mechanistic pathways for precision intervention.,"Currently, little is understood about the genetic architecture underlying Genome-wide association study (GWAS)-related traits that influence the reproductive ageing of women. To address this knowledge gap, we estimated causal single nucleotide polymorphisms (SNPs) independent of variation in the reproductive of women via genomic structural equation modelling and multiple post-GWAS methodologies. This approach led to the identification of 99 genome-wide significant loci. Next, we employed various transcriptome-wide association methods to analyse highly correlated susceptibility gene signal loci and their associated regulatory elements in relation to a GWAS of reproductive ageing in women. These analyses were integrated at the tissue, cellular, and genomic element levels. Additionally, we evaluated the significant correlations between 1,200 identified susceptibility factors and the GWAS signals relevant to the reproductive ageing of women. The polygenic scores obtained through summary statistics were further used to clarify the risk evidence of different chromosomes based on structural equations and their relationship with the reproductive ageing of women. Through the analysis of a GWAS that did not directly measure phenotypes, our study provides for the first time a comprehensive characterization of the genetic structure of the reproductive ageing of women.",2025,research-article; Journal Article,10.1186/s12864-025-12016-8,sem
doi:10.1186/s42523-026-00590-5,springernature,Multi-omics insights into the role of microencapsulated sodium butyrate on production performance in aged quails,"This study investigated the effects of microencapsulated sodium butyrate (MSB) on production performance, reproductive hormone profiles, and gut microbiota-metabolite interactions in late-laying quails. Dietary MSB supplementation significantly increased laying rate and early egg weight and elevated serum FSH and LH concentrations, suggesting a potential involvement of reproductive endocrine regulation. MSB enhanced gut microbial richness and enriched fiber-fermenting, SCFA-associated taxa such as Lachnospiraceae, Ruminococcaceae and Bacteroides, while co-occurrence network analysis revealed increased connectivity and robustness of the microbial community. Untargeted metabolomics showed coordinated changes in amino acid derivatives, short peptides and lipid-like molecules. Exploratory mediation analysis further suggested that specific metabolites may be involved in the associations between MSB-responsive bacteria and host reproductive traits. Specifically, the dipeptide Pro-Trp and N-arachidonoyl phenylalanine were potentially associated with the relationship between decreased s__uncultured_bacterium_o__RF39 and improved laying rate, whereas N-docosahexaenoyl tryptophan appeared to link increased s__unclassified_f__Lachnospiraceae to higher FSH concentrations. These findings indicate that MSB may improve reproductive performance in aging quails by reshaping the gut microbiota and its metabolite outputs in a manner that supports reproductive endocrine function. Overall, this study provides novel insights supporting the use of microencapsulated sodium butyrate as a functional feed additive for extending the productive lifespan of laying quails.",2026,OriginalPaper; Research,10.1186/s42523-026-00590-5,formal_mediation
doi:10.21203/rs.3.rs-6850329/v1,europepmc,Multiomics analyses reveal key circadian rhythm genes implicated in Premature ovarian insufficiency,"Abstract Background Premature ovarian insufficiency (POI), defined as the loss of ovarian function before the age of 40 years, severely disrupts reproductive and endocrine health. While circadian rhythm disruption has been implicated in reproductive aging, its mechanistic contribution to POI remains largely unexplored in humans. Methods We performed an integrative multiomics analysis combining single-nucleus RNA sequencing (snRNA-seq), bulk RNA-seq, genome-wide association studies (GWAS), and expression quantitative trait locus (eQTL) data. Co-expression networks were constructed via weighted gene coexpression network analysis (WGCNA), while cell-cell communication and trajectory analyses were conducted via CellChat and Monocle. Regulatory networks were inferred via SCENIC, and causality was assessed via summary-data-based Mendelian randomization (SMR). Candidate hub genes were prioritized through machine learning and validated via in vitro assays assessing rhythmicity and gene expression. Results snRNA-seq identified a granulosa cell subpopulation (GC1) with the highest circadian rhythm score, suggesting a pivotal role in regulating the ovarian clock. WGCNA and SCENIC analyses revealed age-associated downregulation of the core circadian regulators CLOCK and ARNTL, accompanied by disruptions in lipid metabolism and stress response pathways. SMR analysis revealed 120 circadian-related genes associated with POI risk, 30 of which were enriched in GC1-specific modules. CLOCK, CRY1, APOE, and GSTA1 emerged as key regulators on the basis of machine learning prioritization. Functional assays confirmed impaired rhythmicity and altered gene expression in KGN cells and senescent mouse granulosa cells. CLOCK knockdown increased P16 and P21 expression, underscoring its role in preserving granulosa cell homeostasis. Conclusions Our findings implicate circadian rhythm disruption as a hallmark and potential driver of ovarian aging. CLOCK, BMAL1, CRY1, APOE, and GSTA1 may serve as early biomarkers and therapeutic targets for POI.",2025,Preprint,10.21203/rs.3.rs-6850329/v1,genetic_instrument
doi:10.64898/2026.01.20.700435,pubmed,"Acetyl-CoA availability regulates neuronal metabolism, growth, and synaptic activity.","The metabolite acetyl-CoA plays a central role in cellular metabolic homeostasis. As part of the secretory pathway, acetyl-CoA is imported into the endoplasmic reticulum (ER) by a membrane-bound transporter AT-1 (SLC33A1). AT-1 has been linked to peripheral neuropathy (heterozygous mutations), developmental delay with premature death (homozygous mutations) and intellectual disability with progeria (duplication). These phenotypes can be reproduced in the mouse. Here, we show that AT-1 overexpression in primary neurons impacts diverse phenotypes related to neuronal function and plasticity. At the gene level, AT-1 induces brain aging signatures, and key differences in ribosomal and synaptic processes were identified in both the transcriptome and the proteome. Changes in mitochondria-associated pathways were reflected in an increase in expression of mitochondrial master regulator PGC-1α and its target genes. Functionally, marked differences in mitochondrial membrane potential, architecture, and respiration were detected. Tracing experiments indicated altered glucose utilization in glycogen storage and nucleotide production. Shifts in redox metabolism were linked to differences in levels of NAD-dependent SIRT1 and CtBP2, with consequences for acetylated lysine modification. Depletion of lipid stores was associated with greater plasticity in fuel substrate utilization and a major shift in cellular lipid composition. These broad-scale changes in metabolism were coincident with reduced expression of synaptic proteins and reduced activity among synaptic networks, indicating that neuronal electrophysiology and network communication are coordinated at least in part through neuronal acetyl-CoA metabolism.",2026,Journal Article; Preprint,10.64898/2026.01.20.700435,direct_perturbation
