record_id,source,title,abstract,year,document_type,doi,proposed_design_family
doi:10.1002/imt2.70150,europepmc,Hyperoside alleviates endometrial stromal cell senescence in unexplained recurrent spontaneous abortion via DHX9-mediated R-loop resolution.,"Decidualization deficiency is a hallmark pathology of unexplained recurrent spontaneous abortion (URSA), but the undefined molecular drivers hinder the development of effective therapies. Hyperoside, a bioactive flavonoid from Hypericum perforatum, exhibits therapeutic potential against URSA, yet its underlying mechanism of action remains unknown. In this study, we employed an integrated multi-omics approach coupled with a multi-dimensional validation framework that spanned URSA patient decidual tissues, in vivo mouse models, and in vitro telomerase-immortalized human endometrial stromal cell (T-hESC) decidualization system, to systematically investigate hyperoside's mechanism in URSA, with a focus on R-loop-driven endometrial stromal cell senescence. We found that hyperoside dose-dependently reduced embryo resorption and rescued decidualization deficiency by preventing stromal cell senescence. Mechanistically, hyperoside effectively alleviated aberrant intracellular R-loop accumulation, thereby suppressing excessive activation of the cyclic GMP-AMP synthase-stimulator of interferon genes (cGAS-STING) pathway which contributes to the initiation of the cellular senescence program. Further target identification and validation experiments confirmed that DExH-box helicase 9 (DHX9) was the functional molecular target of hyperoside, with the Thr419 residue serving as the critical binding site. Functional validation revealed that DHX9 knockdown or introduction of the T419A point mutation markedly attenuated the anti-senescence and pro-decidualization effects of hyperoside. In vivo experiments further confirmed that uterine-specific knockdown of DHX9 reduced hyperoside's protective effects against R-loop accumulation, cGAS-STING pathway activation, and embryo loss. Collectively, these findings demonstrate that hyperoside alleviates stromal cell senescence and decidualization deficiency in URSA through DHX9-dependent resolution of R-loops and subsequent suppression of cGAS-STING-associated senescence signaling. More broadly, this work identifies R-loop-mediated genomic stress as a previously underappreciated contributor to URSA-associated decidual dysfunction and provides a mechanistic basis for the protective effects of hyperoside through DHX9-dependent R-loop homeostasis.",2026,Journal Article,10.1002/imt2.70150,direct_perturbation
doi:10.1016/j.cell.2026.01.016,pubmed,Restoring circadian rhythms in the hypothalamic paraventricular nucleus reverses aging biomarkers and extends lifespan in male mice.,"Age-related circadian disruptions accelerate physiological decline and shorten lifespan. Enhancing circadian amplitude has emerged as a promising strategy for ameliorating age-associated disorders. Here, we show that the circadian-phase-optimized administration of 3'-deoxyadenosine (3dA) strengthens circadian amplitude in hypothalamic paraventricular nucleus (PVN) neurons, mitigates aging biomarkers, and extends mouse lifespan. 3dA restores clock synchrony and hormonal rhythms, including corticosterone, and reduces epigenetic age as measured by DNA methylation clocks. Transcriptomic, hormonal, and epigenetic profiling reveal robust increases in PVN circadian amplitude following timed 3dA administration, and the PVN-specific knockout of RuvB-like ATPase 2 (Ruvbl2) establishes its genetic necessity by abolishing 3dA's benefits. Similarly, chemogenetic PVN activation reproduces 3dA's metabolic and physiological benefits. These findings identify the PVN clock as a pharmacological node linking circadian amplitude to organismal aging, suggest that targeting RUVBL2-dependent circadian transcription enhances network synchrony, and indicate that circadian interventions are promising therapeutic candidates for delaying aging and improving healthspan in aged male mice.",2026,Journal Article,10.1016/j.cell.2026.01.016,direct_perturbation
doi:10.1016/j.redox.2026.104065,pubmed,ERRα-NOS2-mediated citrulline metabolism attenuates tubular epithelial cell senescence in diabetic kidney disease.,"Diabetic kidney disease (DKD) is a leading cause of end-stage renal disease, characterized by tubular epithelial cell (TECs) senescence, inflammation, and fibrosis. This study investigates the role of estrogen-related receptor alpha (ERRα) in regulating TECs senescence in DKD through nitric oxide synthase 2 (NOS2)-mediated citrulline metabolism. We demonstrate that ERRα expression is significantly downregulated in renal tubular cells of both diabetic mice and DKD patients, correlating with increased senescence markers and the senescence-associated secretory phenotype (SASP). Mechanistically, transcriptome and chromatin immunoprecipitation sequencing confirmed that ERRα regulates NOS2 transcription. TECs-specific knockout of ERRα led to reduced NOS2 expression and decreased citrulline levels, exacerbating TECs injury and senescence. In contrast, TECs-specific knock-in of ERRα alleviated TECs injury and senescence and restored citrulline metabolism. These findings indicate that ERRα plays a critical role in regulating NOS2-mediated citrulline metabolism, which is essential for maintaining kidney function and mitigating tubular senescence in DKD. Furthermore, overexpression of NOS2 and supplementation with citrulline ameliorated renal dysfunction and cellular senescence in diabetic mice, underscoring the importance of this metabolic axis. Modulating ERRα and NOS2 activity may present a potential therapeutic strategy to reduce kidney injury and slow the progression of DKD.",2026,"Journal Article; Research Support, Non-U.S. Gov't",10.1016/j.redox.2026.104065,direct_perturbation
doi:10.1038/s41467-026-69412-1,pubmed,Opposite effects of chronic HIV infection and antiretroviral medication on organismal and organ-specific biological aging.,"People with HIV (PWH) on combination antiretroviral therapy have an elevated risk for aging-related non-AIDS comorbidities. We assess whether HIV infection accelerates biological aging in two independent cohorts of PWH using six organ-specific and three organism-wide aging clocks derived from plasma proteomics of healthy individuals. Proteomic age acceleration significantly correlates with DNA methylation age and is linked to comorbidities and mortality. HIV infection accelerates systemic biological aging, with Mendelian randomization demonstrating causality between organ aging and inflammatory or metabolic complications. Accelerated aging in PWH is further related to the total HIV reservoir, and specific antiretroviral drugs reduce age acceleration. These data reveal important causal effects between chronic HIV infection, antiretroviral medication, biological aging and age-associated diseases, highlighting targets for improving health span in PWH.",2026,Journal Article,10.1038/s41467-026-69412-1,genetic_instrument
doi:10.1080/17460913.2024.2417608,europepmc,Causal associations between gut <i>Bifidobacteriaceae</i> and transplant failure: a Mendelian randomization study.,"Aim: Transplant rejection and failure are the primary causes of shortened lifespan in transplant patients and are closely associated with the status of the human immune system. Gut microbiota have the capacity to modulate the human immune system. However, it remains unclear whether any gut microbiota can influence the risk of transplant failure. Materials & methods: A Mendelian randomization study was conducted to explore the causal relationship between gut microbiota and transplant failure. This study utilized three Genome-Wide Association Study results focusing on the gut microbiome, transplant failure and transplantation status. Single nucleotide polymorphisms that were strongly associated with gut microbiota abundance were selected as instrumental variables. Results: The abundance of Bifidobacteriaceae demonstrated a significant causal relationship with transplant failure (inverse variance weighted [IVW] p = 0.049, OR = 0.658, 95% CI: 0.433-0.998), but was not related to the risk of transplantation status (IVW p > 0.200). Notably, a higher intestinal abundance of Bifidobacteriaceae corresponded to a decreased risk of transplant failure. Bifidobacteriaceae instrumental variables were enriched in pathways related to synapses and membranes. Conclusion: The Bifidobacteriaceae may play a crucial role in the mechanism of transplant failure. These study results contribute to elucidating the mechanisms underlying transplant failure.",2025,"Research Support, Non-U.S. Gov't; research-article; Journal Article",10.1080/17460913.2024.2417608,genetic_instrument
doi:10.1101/2025.07.10.25331263,europepmc,"Multi-organ MRI digitizes biological aging clocks across proteomics, metabolomics, and genetics","Leveraging clinical phenotypes 1,2 , neuroimaging 3 , proteomics 4 , metabolomics 5 , and epigenetics 6 , biological aging clocks across organ systems and tissues have advanced our understanding of human aging and disease. In this study, we expand this biological aging clock framework to multi-organ magnetic resonance imaging (MRI) by developing 7 organ-specific MRI-based biological age gaps (MRIBAGs), including the brain, heart, liver, adipose tissue, spleen, kidney, and pancreas. Leveraging imaging, genetic, proteomic, and metabolomic data from 313,645 individuals curated by the MULTI consortium, we link the 7 MRIBAGs to 2,923 plasma proteins, 327 metabolites, and 6,477,810 common genetic variants. These associations reveal organ-specific and cross-organ interconnection landscapes, identifying distinct molecular signatures related to organ aging. Genome-wide associations identify 53 MRIBAG-locus pairs (P<5×10 D8 ). Genetic correlation and Mendelian randomization analyses further support organ-specific and cross-organ interconnections with 9 phenotype-based 1,2 , 11 proteome-based 7 , and 5 metabolome-based aging clocks 5 , as well as 525 disease endpoints. Through functional gene mapping and Bayesian colocalization analysis linking evidence from genetics, proteomics, and metabolomics, we prioritize 9 druggable genes as targets for future anti-aging treatments. Finally, we demonstrate the clinical relevance of the 7 MRIBAGs in predicting disease endpoints (e.g., diabetes mellitus), all-cause mortality, and capturing differential and heterogeneous cognitive decline trajectories over 240 weeks of treatment with the Alzheimer’s disease drug (Solanezumab). Sex differences are evident across multiple organ systems, manifesting at structural, molecular, and genetic levels. In summary, we developed 7 MRI-based aging clocks that enhance the existing multi-organ biological aging framework, offer multi-scale insights into aging biology, and demonstrate clinical potential to advance future aging research.",2025,Preprint,10.1101/2025.07.10.25331263,genetic_instrument
doi:10.1161/jaha.125.047447,europepmc,Cardiomyocyte-Specific Plakophilin-2 Loss Is Sufficient to Induce Aging and Senescence of Nonmyocytes: Relevance to Arrhythmogenic Cardiomyopathy.,"Background Pathogenic variants in PKP2 are the most common cause of familial arrhythmogenic right ventricular cardiomyopathy. This study tests whether plakophilin-2 (PKP2) deficiency only in cardiomyocytes is sufficient to provoke premature aging and proinflammatory senescence in nonmyocyte, cardiac resident cells. Methods We studied mice with cardiomyocyte-specific, tamoxifen-activated loss of PKP2 (cardiomyocyte-specific conditional knockout of plakophilin-2) using conventional and multiplex imaging, cytokine arrays, epigenetic clocks, spatial transcriptomics, expansion and structured illumination microscopy, and correlative data analysis. We examined nonmyocytes and cardiomyocytes for premature aging and senescence. Results We observed senescence-associated heterochromatin foci in nonmyocytes, predominantly in cells positive for α-smooth muscle actin staining. Cytokines in media of nonmyocyte cells were consistent with senescence-associated secretory phenotype. Epigenetic clocks identified premature aging. Multiplex immunohistochemistry showed nonmyocyte cells in niches, intermingled with cardiomyocytes. Spatial transcriptomics showed overrepresentation of senescence-associated secretory phenotype-related transcripts, predominantly in myocyte-rich areas of the left ventricle. Senescence-associated heterochromatin foci and increased epigenetic age were not found in cardiomyocytes from cardiomyocyte-specific conditional knockout of plakophilin-2 hearts, although we observed structural features associated with premature aging. Cross-reference analysis showed correlation between the cardiomyocyte-specific conditional knockout of plakophilin-2 cardiac proteome and that of mice 5 or 6 times their chronological age, as well as transcriptional signatures of neurodegenerative diseases. Conclusions Loss of PKP2 expression only in adult cardiac myocytes is sufficient to induce proinflammatory senescence in nonmyocytes, and overall premature cardiac aging. This is the first study to intersect cellular senescence and premature aging with desmosomal arrhythmogenic cardiomyopathies. We speculate that cell-agnostic molecular signatures, biomarkers, and pharmacology of senescence and of neurodegenerative diseases may be relevant to diagnose or treat PKP2 arrhythmogenic right ventricular cardiomyopathy.",2026,research-article; Journal Article,10.1161/jaha.125.047447,direct_perturbation
doi:10.1186/s13073-025-01558-x,europepmc,Proteomic landscape of multidimensional aging phenotypes.,"Background Proteomic signatures of aging hold promise for advancing our understanding of aging evaluation and guiding targeted therapy. Despite this potential, the proteomic landscape of multidimensional aging phenotypes remains inadequately characterized. We aimed to identify the potential proteomic biomarkers of aging process and decipher their molecular mechanisms. Methods We analyzed 2920 plasma proteomic biomarkers from 48,728 participants in the UK Biobank. The multidimensional aging phenotypes included Klemera and Doubal's method biological age (KDM-BA) acceleration, PhenoAge acceleration, frailty index, leukocyte telomere length (LTL), and healthspan. Two-sample Mendelian randomization (MR) analyses were performed to determine the causal effect of plasma proteome on the multidimensional aging phenotypes, and replicate the identified proteomic signatures in the FinnGen cohort. Multivariable linear regressions were used to explore the phenotypic associations between plasma proteome and multidimensional aging phenotypes. We then applied a series of bioinformatic approaches to elucidate the biological function and drug targets of the identified proteins. Multi-omics data were further leveraged to decipher the genetic mechanisms and metabolic pathways of aging process. Results We found that genetically determined levels of 17, 37, 12, 18, and 1 proteins were causally linked to KDM-BA acceleration, PhenoAge acceleration, frailty index, LTL, and healthspan, respectively. Replication in the FinnGen cohort confirmed a subset of these associations. We observed significant phenotypic associations for 2,186, 2,152, 1,459, 668, and 545 proteins with KDM-BA acceleration, PhenoAge acceleration, frailty index, LTL, and healthspan, respectively. Our integrative analysis identified 71 distinct plasma proteins associated with multidimensional aging phenotypes, of which 12 are promising candidates for drug targeting, primarily involved in inflammatory processes and cellular senescence. Moreover, we identified 22 genetic variants that may regulate these protein abundances in the context of aging, complemented by metabolomic profiling that highlights several metabolic pathways mediating the proteins and aging. Conclusions Our findings facilitate a more comprehensive understanding of the proteomic landscape of the multidimensional aging phenotypes, thereby providing an opportunity for personalized monitoring of aging and effective therapeutic strategies in aging-related diseases.",2025,"Research Support, Non-U.S. Gov't; research-article; Journal Article",10.1186/s13073-025-01558-x,genetic_instrument
doi:10.21203/rs.3.rs-5926137/v1,europepmc,"Genomics of diffusion-imaging integrating GWAS, exome data and single-cell sequencing unravels lifespan determinants of cerebral small vessel disease","Abstract Peak width of skeletonized mean diffusivity (PSMD) is an emerging automated diffusion imaging marker showing clinically relevant changes in cerebral small vessel disease (cSVD), a leading cause of stroke and dementia with no mechanism-based treatment. We conducted a genome-wide association study of PSMD in 58,403 participants from 24 population-based cohorts (89% European, 10% East-Asian, 1% African-American), identifying 31 independent common variant associations. Additionally, a whole-exome sequencing analysis in 32,957 participants yielded associations of PSMD with single and burden of rare coding variants in four novel genes. Mendelian randomization supported causal association of higher blood pressure with larger PSMD values, and of larger PSMD with an increased risk of stroke, especially intracerebral hemorrhage. Strikingly, genetic susceptibility to white matter hyperintensities, an established MRI-marker of cSVD, was associated with higher PSMD from early childhood to older age, with prominent lifespan effects for VCAN and SMG6 . Leveraging unique brain single-cell sequencing resources we showed temporal changes in the cell-type specificity of these genes in the developing brain and overall enrichment of PSMD risk loci in genes expressed in fetal brain endothelial cells. Finally, through extensive integration with multi-omics resources, we provide precious leads for gene prioritization to accelerate drug discovery for cSVD.",2025,Preprint,10.21203/rs.3.rs-5926137/v1,genetic_instrument
doi:10.3390/biology15050441,pubmed,Age-Dependent Alterations in Intestinal Barrier Function: Involvement of Microbiota and TLR4 Signaling.,"The intestinal barrier undergoes profound changes with age, impacting local immunity and systemic health, yet the mechanisms coordinating immune and microbial dynamics across the lifespan remain incompletely understood. Toll-like receptor 4 (TLR4) serves as a key mediator of host-microbiota interactions. This study investigated age-related changes in barrier function and the role of TLR4 using C57BL/6J and TLR4 knockout (TLR4 -/- ) mice across key developmental stages: pups (postnatal day 9), adults (2-4 months), middle-aged (7-9 months), and old (16-19 months). Through a multi-layered approach integrating histology, microbiome profiling, short-chain fatty acid (SCFA) analysis, cytokine quantification, ex vivo functional assays, and transcriptomics, we identified a multi-phase process of intestinal remodeling. Pup-P9 mice exhibited immature colonic structure, a simple microbiota dominated by Firmicutes and Proteobacteria, and undetectable acetic acid level. Adults reached peak diversity and SCFA concentrations, marked by a rise in Bacteroidota and the emergence of Akkermansia . In middle and old age, pro-inflammatory cytokines (IL-1β, IL-6, and TNF-α) increased, Bacteroidota declined while Firmicutes, Actinobacteria, and Turicibacter expanded, and aged colons showed blunted ex vivo responses to IL-1β. This age-associated functional decline phenotype was absent in TLR4 -/- mice, supporting the involvement of TLR4 signaling. Transcriptomics further revealed biphasic PI3K/Akt activation in both pups-P9 and old mice. Together, these findings suggest a systemic rewiring of host metabolic and immune signaling pathways in response to an aging microbiota, highlighting this dynamic, lifespan-wide microbiota-host signaling axis as a potential intervention target.",2026,Journal Article,10.3390/biology15050441,direct_perturbation
