record_id,source,title,abstract,year,document_type,doi,proposed_design_family
doi:10.1007/s11357-025-01794-4,europepmc,Identification of gut microbiota causally associated with aging and longevity and mediation roles of the cerebrospinal fluid proteins: proteomic genetic evidence from Mendelian randomization.,"Gut microbiota (GM) is implicated in aging biology, yet its dual regulatory role in the distinct yet interconnected processes of lifespan extension and aging remains poorly understood. This study employed genetic approaches to identify GM taxa exerting causal effects on longevity and aging and assess the mediation role of cerebrospinal fluid (CSF) proteins. We leveraged summary statistics of the GM taxa (207 taxa, 7738 participants from the Dutch Microbiome Project), the CSF proteins (7008 aptamers, 3506 participants), and the longevity and aging phenotypes (UK Biobank, Longevity Genomics, and Edinburgh DataShare) from the largest genome-wide association studies so far. We performed bidirectional Mendelian randomization (MR) to explore causal relationships between GM and longevity and aging and two mediation analyses, the two-step MR and the multivariable MR (MVMR), to discover potential mediating proteins. Nine taxa exhibited causal associations with longevity-related phenotypes, such as the Bacteroides vulgatus and Blautia. Three taxa demonstrated causal associations with aging-related phenotypes, such as Streptococcus. Among them, Streptococcus was causally associated with aging (β = 0.3310, P = 0.0019) and lifespan-shortening (β = - 0.0247, P = 0.0184), while Bacteroides vulgatus associated with aging (β = 0.3884, P = 0.0204) and lifespan-promoting (β = 0.0354, P = 0.0198). Mediation MR analysis found that CSF protein CD28 mediated the causal effects of Streptococcus on longevity (mediation proportion 11.7%, P = 0.0394). These findings establish genetic links between GM, CSF proteins, and longevity and aging-related outcomes, advancing gut-brain axis understanding while offering insights for future mechanistic exploration and clinical investigation.",2026,"Research Support, Non-U.S. Gov't; research-article; Journal Article",10.1007/s11357-025-01794-4,genetic_instrument
doi:10.1016/j.gene.2026.150162,europepmc,Time-resolved transcriptomics of FEN1 knockdown HEK293T cells identifies altered rhythmic gene expression.,"Circadian rhythms coordinate genome-wide transcriptional oscillations that contribute to cellular homeostasis. Although the molecular clock machinery has been extensively characterized, how circadian transcription interfaces with processes such as the DNA damage response and cell cycle regulation remains incompletely defined. In this study, we examined the potential involvement of the DNA replication and repair nuclease FEN1 in circadian-associated transcriptional dynamics in human cells. Using time-series RNA sequencing across six circadian time points in synchronized HEK293T cells, we observed that FEN1 knockdown was accompanied by notable changes in rhythmic gene expression patterns. Approximately 30% of oscillatory transcripts exhibited alterations in rhythmicity, including loss or gain of daily oscillation, phase shifts, or amplitude changes. Genes showing altered rhythmic properties were enriched in pathways related to cell cycle regulation, DNA damage response, and cellular senescence. Phase set enrichment analysis indicated coordinated phase delays or inversions among subsets of G1/S checkpoint regulators and metabolic genes, suggesting altered temporal organization. While rhythmic expression of core clock genes was largely preserved, changes in oscillation amplitude and phase were observed, consistent with modified rhythmic stability. In parallel, cell-based analyses revealed changes in cell cycle distribution, including reduced S-phase entry, accumulation in G1 phase, and increased markers of cellular senescence, in agreement with transcriptomic trends. Collectively, these observations indicate that FEN1 depletion is associated with altered circadian-related transcriptional patterns and concurrent changes in cell cycle and senescence-related processes, providing insight into potential links between genome maintenance pathways and temporal gene expression programs.",2026,Journal Article,10.1016/j.gene.2026.150162,direct_perturbation
doi:10.1038/s41467-021-23545-7,semantic_scholar,Restoration of energy homeostasis by SIRT6 extends healthy lifespan,"Aging leads to a gradual decline in physical activity and disrupted energy homeostasis. The NAD+-dependent SIRT6 deacylase regulates aging and metabolism through mechanisms that largely remain unknown. Here, we show that SIRT6 overexpression leads to a reduction in frailty and lifespan extension in both male and female B6 mice. A combination of physiological assays, in vivo multi-omics analyses and 13C lactate tracing identified an age-dependent decline in glucose homeostasis and hepatic glucose output in wild type mice. In contrast, aged SIRT6-transgenic mice preserve hepatic glucose output and glucose homeostasis through an improvement in the utilization of two major gluconeogenic precursors, lactate and glycerol. To mediate these changes, mechanistically, SIRT6 increases hepatic gluconeogenic gene expression, de novo NAD+ synthesis, and systemically enhances glycerol release from adipose tissue. These findings show that SIRT6 optimizes energy homeostasis in old age to delay frailty and preserve healthy aging. Aging is associated with increased frailty and disrupted energy homeostasis. Here, the authors show that SIRT6 overexpression extends the lifespan of male and female mice and demonstrate that SIRT6 optimizes energy homeostasis in old age, which delays frailty and preserves healthy aging.",2021,JournalArticle,10.1038/s41467-021-23545-7,direct_perturbation
doi:10.1038/s41593-025-01889-3,semantic_scholar,Neuronal polyunsaturated fatty acids are protective in ALS/FTD,"Here we report a conserved transcriptomic signature of reduced fatty acid and lipid metabolism gene expression in a Drosophila model of C9orf72 repeat expansion, the most common genetic cause of amyotrophic lateral sclerosis and frontotemporal dementia (ALS/FTD), and in human postmortem ALS spinal cord. We performed lipidomics on C9 ALS/FTD Drosophila, induced pluripotent stem (iPS) cell neurons and postmortem FTD brain tissue. This revealed a common and specific reduction in phospholipid species containing polyunsaturated fatty acids (PUFAs). Feeding C9 ALS/FTD flies PUFAs yielded a modest increase in survival. However, increasing PUFA levels specifically in neurons of C9 ALS/FTD flies, by overexpressing fatty acid desaturase enzymes, led to a substantial extension of lifespan. Neuronal overexpression of fatty acid desaturases also suppressed stressor-induced neuronal death in iPS cell neurons of patients with both C9 and TDP-43 ALS/FTD. These data implicate neuronal fatty acid saturation in the pathogenesis of ALS/FTD and suggest that interventions to increase neuronal PUFA levels may be beneficial. Lipidomics revealed that neurons of patients with ALS/FTD have reduced levels of polyunsaturated fatty acid (PUFA)-containing phospholipids. Increasing neuronal PUFA levels increased survival of Drosophila models of ALS/FTD and patient neurons, suggesting that interventions that increase neuronal PUFA levels in patients with ALS/FTD may also be beneficial.",2025,JournalArticle,10.1038/s41593-025-01889-3,direct_perturbation
doi:10.1097/md.0000000000047852,pubmed,The causal relationship and metabolic mediation between telomere length and intervertebral disc degeneration: A two-stage network Mendelian randomization study.,"Intervertebral disc degeneration (IVDD) is a common degenerative spinal disorder and a major contributor to low back pain. Although aging is a key risk factor, the causal role of biological aging markers, such as telomere length (TL), in IVDD remains unclear. Moreover, the metabolic pathways underlying this association are largely unexplored. This study employed a 2-sample Mendelian randomization (MR) framework based on genome-wide association study summary data to investigate the causal effect of TL on IVDD risk. Genetic correlation between TL and IVDD was further evaluated using linkage disequilibrium score regression (LDSC). Additionally, we performed a network MR mediation analysis to investigate whether circulating blood metabolites mediate the relationship between TL and IVDD. Univariate MR analysis showed that TL had a significant causal effect on IVDD. (odds ratio = 0.883, 95% CI: 0.835-0.934, P = 1.15 × 10-5). LDSC revealed a significant negative genetic correlation between TL and IVDD (rg = -0.1409, SE = 0.0274, P = 2.6 × 10-7). Mediation analysis identified 16 circulating metabolites as partial mediators, with tyrosine showing the most significant mediating effect. Specifically, genetically predicted TL was negatively associated with tyrosine levels (β = -0.124, 95% CI: -0.159 to-0.089), and elevated tyrosine levels were causally associated with increased IVDD risk (β = 0.113, 95% CI: 0.055-0.172). The indirect effect mediated by tyrosine accounted for 12.78% (95% CI: 7.42%-18.14%) of the total effect of TL on IVDD. This study provides robust genetic evidence supporting a protective effect of longer TL against IVDD, and highlights tyrosine as a potential metabolic mediator in this process. These findings provide new insights about the aging-metabolism-degeneration axis in spinal health and propose telomere maintenance and amino acid metabolism as promising targets for early intervention in intervertebral disc degeneration.",2026,Journal Article,10.1097/md.0000000000047852,genetic_instrument
doi:10.1111/acel.70310,europepmc,Biological Aging Acceleration in Major Depressive Disorder: A Multi-Omics Analysis.,"Major depressive disorder (MDD) is linked to a higher risk of premature aging, but the mechanisms underlying this association remain unclear. Using data from two population cohorts (UK Biobank and Finnish Twin Cohort), we evaluate the relationship between systemic and organ-specific proteomic and epigenetic aging acceleration and MDD. A lifetime history of MDD was associated with accelerated proteomic aging at both systemic and organ-specific levels-including the brain-in both cohorts, with stronger associations than those observed with systemic epigenetic aging. Systemic and brain-specific proteomic aging acceleration were linked to higher risks of incident MDD and a greater risk of Alzheimer's disease, related dementia, and mortality among individuals with MDD in the UK Biobank. Evidence of depressive episode remission attenuated the association between MDD and systemic and brain-specific proteomic aging acceleration. Finally, Mendelian randomization analyses revealed a causal effect of MDD on systemic and brain-specific proteomic aging acceleration. Our results suggest a strong bidirectional association between MDD and biological aging acceleration. Biological aging acceleration, assessed by proteomic systemic and organ-specific clocks, can serve as a novel therapeutic target for treating MDD and for mitigating the long-term risks of adverse health outcomes associated with this condition.",2026,research-article; Journal Article,10.1111/acel.70310,genetic_instrument
doi:10.1186/s12933-026-03220-1,europepmc,Unraveling 'F' factor: towards a genetic-clinical framework for the musculoskeletal-heart crosstalk in metabolic aging.,"Background The rising co-occurrence of cardiometabolic diseases and musculoskeletal degeneration poses a critical challenge to healthy aging, yet the shared biological mechanisms underlying this multimorbidity remain poorly defined. This study aimed to establish an integrative clinical-genetic framework to elucidate the common frailty factor, the 'F' factor, that captures the systemic vulnerability linking cardiometabolic multimorbidity (CMM) and musculoskeletal aging. Methods Utilizing the prospective China Health and Retirement Longitudinal Study (CHARLS) cohort, we developed and validated novel Frailty-Integrated Indices for CMM risk prediction, evaluated with machine learning models interpreted via SHapley Additive exPlanations (SHAP). Independently, we applied genomic structural equation modeling (Genomic-SEM) to integrate genome-wide association data from six traits-coronary artery disease, type 2 diabetes, hypertension, bone mineral density, frailty, and telomere length-to model a shared latent genetic factor ('F' factor). This was followed by multivariate GWAS, fine-mapping, transcriptome-wide association study (TWAS), gene-based analysis, and functional annotation to prioritize causal genes, pathways, and cell types. Results Clinically, several Frailty-Integrated Indices significantly improved CMM risk prediction, with the optimal model achieving an AUC of 0.727. Genetically, we modeled a significant shared latent genetic factor ('F' factor), pinpointing novel risk loci and implicating key genes such as APOE and SLC22A3. These genes were enriched in pathways including cellular senescence and cholesterol metabolism and showed specific expression patterns in developmental brain stages and across multi-organ endothelial cells. Conclusion Our findings provide converging evidence for Musculoskeletal‑Heart crosstalk of metabolic aging and inferred the 'F' factor as a genetic correlate of a transdiagnostic state, which links genetic predisposition to metabolic dysregulation, and systemic functional decline. This work provides a multi-level biological characterization of multimorbidity liability, informing early-risk detection and preventive strategies for complex aging-related comorbidities.",2026,Journal Article,10.1186/s12933-026-03220-1,sem
doi:10.1371/journal.pgen.1009083,semantic_scholar,Fine-tuning autophagy maximises lifespan and is associated with changes in mitochondrial gene expression in Drosophila,"Increased cellular degradation by autophagy is a feature of many interventions that delay ageing. We report here that increased autophagy is necessary for reduced insulin-like signalling (IIS) to extend lifespan in Drosophila and is sufficient on its own to increase lifespan. We first established that the well-characterised lifespan extension associated with deletion of the insulin receptor substrate chico was completely abrogated by downregulation of the essential autophagy gene Atg5. We next directly induced autophagy by over-expressing the major autophagy kinase Atg1 and found that a mild increase in autophagy extended lifespan. Interestingly, strong Atg1 up-regulation was detrimental to lifespan. Transcriptomic and metabolomic approaches identified specific signatures mediated by varying levels of autophagy in flies. Transcriptional upregulation of mitochondrial-related genes was the signature most specifically associated with mild Atg1 upregulation and extended lifespan, whereas short-lived flies, possessing strong Atg1 overexpression, showed reduced mitochondrial metabolism and up-regulated immune system pathways. Increased proteasomal activity and reduced triacylglycerol levels were features shared by both moderate and high Atg1 overexpression conditions. These contrasting effects of autophagy on ageing and differential metabolic profiles highlight the importance of fine-tuning autophagy levels to achieve optimal healthspan and disease prevention.",2020,JournalArticle,10.1371/journal.pgen.1009083,direct_perturbation
doi:10.21203/rs.3.rs-8394751/v1,europepmc,Rasal1: A candidate exercise mimetic to increase adult hippocampal neurogenesis in middle age,"Abstract Physical exercise exerts several positive effects on the brain and is emerging as an approach for mitigating age-related functional decline. One benefit of exercise is the increase in adult hippocampal neurogenesis (AHN). However, physical exercise may not always be feasible in individuals due to physical or medical constraints which are more common in older age, highlighting the importance of understanding regulators of exercise-induced AHN. We demonstrate that Rasal1, a GTPase-activating protein, is downregulated in the dentate gyrus (DG) by voluntary running exercise in young adult rats. Middle age is recognised as a period of the lifespan prognostic of cognitive health in older age, and amenable to intervention. Lentiviral knockdown of Rasal1 in the DG promoted AHN and neurite growth in middle-aged rats that were otherwise reluctant to run. Treatment of hippocampal neuroprogenitor cells in vitro with serum from exercising animals mimicked the exercise-induced downregulation of Rasal1 and was associated with neuroprogenitor expansion. Lastly, multi-omic analysis of sera in conjunction with brain proteomics identified possible systemic mediators of Rasal1 downregulation. Taken together, our findings highlight Rasal1 as a novel candidate regulator of the pro-neurogenic effects of exercise. Identifying systemic factors underlying the Rasal1-driven effects of exercise could inform new therapies to enhance AHN and hippocampal function.",2026,Preprint,10.21203/rs.3.rs-8394751/v1,direct_perturbation
doi:10.64898/2026.07.10.735668,europepmc,Conserved Transcriptomic Signatures of Sirt6 Activity: A Cross-Species RNA-seq Meta-analysis,"The NAD + -dependent histone deacetylase Sirt6 regulates transcription of multiple classes of genes, including those involved in metabolism, immune response, oxidative stress response, and development. Defining the Sirt6-regulated transcriptome is relevant to understanding the various important physiological roles of Sirt6, such as extending lifespan, maintaining metabolic health, and tumor suppression. Numerous studies have identified Sirt6 target genes, using both targeted and genome-wide approaches; however, consensus is limited and there has yet to be a systematic analysis of gene expression changes induced by altering Sirt6 levels. In the present study, we conducted a meta-analysis of 19 mammalian RNA-seq datasets in which Sirt6 levels were perturbed (knockout, knockdown, or overexpression). Our analyses included Gene Set Enrichment Analysis, pathway analysis of differentially expressed genes, and identification of individual differentially expressed genes. Our analysis identified consistent gene expression changes associated with lowering Sirt6 levels, including increased expression of immune response and ribosomal protein genes and reduced expression of lipid oxidation and oxidative phosphorylation genes. Extracellular Matrix and E2F target genes also had consistently increased expression upon Sirt6 reduction, highlighting novel regulation by Sirt6. To determine the conservation of gene regulation by Sirt6, we performed additional RNA-Seq meta-analysis on tissues from Drosophila melanogaster with Sirt6 deletion and overexpression. The fly datasets produced similar results to the mammal results, except for lipid oxidation genes, which were found to increase in Sirt6-low conditions. These results provide consensus about conserved and novel pathways transcriptionally regulated by Sirt6.",2026,Preprint,10.64898/2026.07.10.735668,direct_perturbation
