record_id,source,title,abstract,year,document_type,doi,proposed_design_family
doi:10.1001/jamapsychiatry.2024.1429,europepmc,"Major Psychiatric Disorders, Substance Use Behaviors, and Longevity.","Importance Observational studies suggest that major psychiatric disorders and substance use behaviors reduce longevity, making it difficult to disentangle their relationships with aging-related outcomes. Objective To evaluate the associations between the genetic liabilities for major psychiatric disorders, substance use behaviors (smoking and alcohol consumption), and longevity. Design, settings, and participants This 2-sample mendelian randomization (MR) study assessed associations between psychiatric disorders, substance use behaviors, and longevity using single-variable and multivariable models. Multiomics analyses were performed elucidating transcriptomic underpinnings of the MR associations and identifying potential proteomic therapeutic targets. This study sourced summary-level genome-wide association study (GWAS) data, gene expression, and proteomic data from cohorts of European ancestry. Analyses were performed from May 2022 to November 2023. Exposures Genetic susceptibility for major depression (n = 500 199), bipolar disorder (n = 413 466), schizophrenia (n = 127 906), problematic alcohol use (n = 435 563), weekly alcohol consumption (n = 666 978), and lifetime smoking index (n = 462 690). Main outcomes and measures The main outcome encompassed aspects of health span, lifespan, and exceptional longevity. Additional outcomes were epigenetic age acceleration (EAA) clocks. Results Findings from multivariable MR models simultaneously assessing psychiatric disorders and substance use behaviorsm suggest a negative association between smoking and longevity in cohorts of European ancestry (n = 709 709; 431 503 [60.8%] female; β, -0.33; 95% CI, -0.38 to -0.28; P = 4.59 × 10-34) and with increased EAA (n = 34 449; 18 017 [52.3%] female; eg, PhenoAge: β, 1.76; 95% CI, 0.72 to 2.79; P = 8.83 × 10-4). Transcriptomic imputation and colocalization identified 249 genes associated with smoking, including 36 novel genes not captured by the original smoking GWAS. Enriched pathways included chromatin remodeling and telomere assembly and maintenance. The transcriptome-wide signature of smoking was inversely associated with longevity, and estimates of individual smoking-associated genes, eg, XRCC3 and PRMT6, aligned with the smoking-longevity MR analyses, suggesting underlying transcriptomic mediators. Cis-instrument MR prioritized brain proteins associated with smoking behavior, including LY6H (β, 0.02; 95% CI, 0.01 to 0.03; P = 2.37 × 10-6) and RIT2 (β, 0.02; 95% CI, 0.01 to 0.03; P = 1.05 × 10-5), which had favorable adverse-effect profiles across 367 traits evaluated in phenome-wide MR. Conclusions The findings suggest that the genetic liability of smoking, but not of psychiatric disorders, is associated with longevity. Transcriptomic associations offer insights into smoking-related pathways, and identified proteomic targets may inform therapeutic development for smoking cessation strategies.",2024,research-article; Journal Article,10.1001/jamapsychiatry.2024.1429,genetic_instrument
doi:10.1016/j.archger.2025.105765,europepmc,Causal relationship between gut microbiota and ageing: A multi-omics Mendelian randomization study.,"Introduction Observational studies and clinical trials have suggested a connection between gut microbiota and aging. However, the causal relationship between them remains undetermined. Objectives This study aimed to use bidirectional two-sample Mendelian randomization (TSMR) analysis to explore the causal relationship between gut microbiota and aging. Methods Summary statistics from genome-wide association studies (GWAS) on gut microbiota and seven aging-related phenotypes were employed for TSMR analysis. Reverse Mendelian randomization (MR) analysis was performed to assess the potential for reverse causality. Additionally, the relationship between Akkermansia muciniphila and inflammation-related proteins and metabolites was further investigated. The effects of Akkermansia muciniphila on aging were also examined in Caenorhabditis elegans by measuring both lifespan and healthspan. Results MR analysis of 207 microbial taxa and seven aging phenotypes revealed 44 causal relationships between the gut microbiota and aging. Akkermansia muciniphila was found to be causally linked to several aging-related traits, including mvAge, appendicular lean mass, and grip strength (P Conclusion TSMR analysis uncovers multiple potential causal links between gut microbiota and aging, particularly Akkermansia muciniphila. Experimental results support its role in alleviating aging. This study provides a strong foundation for future research on gut microbiota's role in aging.",2025,"Research Support, Non-U.S. Gov't; Journal Article",10.1016/j.archger.2025.105765,genetic_instrument
doi:10.1016/j.mad.2026.112209,europepmc,Senolytics ameliorate cognitive decline in D-galactose-induced aging mice by inhibiting astrocytic cholesterol accumulation.,"Cellular senescence plays a crucial role in brain aging and the decline of cognitive abilities. Although senolytic treatments, particularly the combination of dasatinib and quercetin (D+Q), show potential for improving cognition, the specific mechanisms involved are not well understood. In this study, we present strong evidence that senolytics enhance cognitive function by modulating cholesterol biosynthesis in astrocytes. Using a murine model of accelerated aging (via D-galactose exposure), we show that administering D + Q results in significant improvements in cognitive performance and a decrease in cellular senescence. A comprehensive multi-omics analysis subsequently demonstrated that senolytics are especially effective at downregulating cholesterol biosynthesis in the hippocampus. Notably, this effect was localized to astrocytes, where senolytics significantly reduced intracellular lipid accumulation and subsequent neuroinflammation. Critically, pharmacological activation of cholesterol synthesis and genetic overexpression of Hsd17b7, a key enzyme in the cholesterol synthesis pathway, in astrocytes reversed the anti-senescence benefits of senolytics in vitro, establishing a causal link between cholesterol pathway inhibition and the therapeutic effects. Overall, our work identifies the suppression of astrocytic cholesterol biosynthesis as a fundamental mechanism of senolytic action, repositioning these compounds as modulators of brain lipid metabolism and highlighting a promising therapeutic axis for combating age-related cognitive decline.",2026,Journal Article,10.1016/j.mad.2026.112209,direct_perturbation
doi:10.1038/s41467-025-59964-z,europepmc,Multi-organ metabolome biological age implicates cardiometabolic conditions and mortality risk.,"Multi-organ biological aging clocks across different organ systems have been shown to predict human disease and mortality. Here, we extend this multi-organ framework to plasma metabolomics, developing five organ-specific metabolome-based biological age gaps (MetBAGs) using 107 plasma non-derivatized metabolites from 274,247 UK Biobank participants. Our age prediction models achieve a mean absolute error of approximately 6 years (0.25 -8 /5). Using SBayesS, we estimate the SNP-based heritability (0.09< hSNP2 < 0.18), negative selection signatures (-0.93 < S < -0.76), and polygenicity (0.001<Pi < 0.003) for the 5 MetBAGs. Genetic correlation and Mendelian randomization analyses reveal potential causal links between the 5 MetBAGs and cardiometabolic conditions (e.g., metabolic disorders and hypertension). Integrating multi-organ and multi-omics features improves disease category and mortality predictions. The 5 MetBAGs extend existing biological aging clocks to study human aging and disease across multiple biological scales. All results are publicly available at https://labs-laboratory.com/medicine/ .",2025,research-article; Journal Article,10.1038/s41467-025-59964-z,genetic_instrument
doi:10.1038/s44319-026-00791-8,europepmc,roX1 and roX2 lncRNAs promote heterochromatinization in intestinal stem cells and impair longevity.,"Maintenance of the genome and epigenome stability is vital for animal longevity. Long noncoding RNAs, roX1 and roX2, are known to be important in the male X chromosome dosage complex in Drosophila males. However, their functions in Drosophila females have never been explored. This study demonstrates a role of roX RNAs in promoting heterochromatin formation in intestinal stem cells (ISCs) of Drosophila females under pathogen infection or aging. Increased heterochromatin formation in ISCs and progenitor enteroblasts (EBs) is associated with decreased active epigenetic modifications and global gene repression. Elevation of roX RNAs in ISCs promotes heterochromatinization and represses gene expression by recruiting heterochromatin proteins such as HP1a and Su(var)3-9. Overexpression of roX RNAs promotes ISCs hyperplasia, while their inactivation mitigates ISCs dysplasia and extends lifespan. Moreover, Xist RNA, the functional analog of roX RNAs, also promotes heterochromatin formation and ISCs hyperplasia in Drosophila, and significantly increases in aged people. Therefore, our findings reveal a role of roX RNAs in promoting heterochromatin expansion and controlling animal longevity.",2026,Journal Article,10.1038/s44319-026-00791-8,direct_perturbation
doi:10.1101/2025.02.08.25321911,europepmc,Non-causal association between α-klotho and human lifespan: evidence from multi-omics insights,"While genetic evidence robustly associates longevity in non-human primates with Klotho protein, such a direct correlation in humans remains elusive. To scrutinize the potential causal link between genetically predicted Klotho levels and human lifespan, we devised a meticulous two-sample Mendelian randomization (MR) analysis, just leveraging single nucleotide polymorphisms (SNPs) from genome-wide association studies (GWAS) and protein quantitative trait loci (pQTLs) as instrumental variables, meticulously analyzing the relationship between serum α-klotho and human longevity. By integrating MR estimates across diverse data sources using the fixed-effects inverse-variance weighted (IVW) approach, we consolidated our findings with a fixed-effects meta-analysis, fortified by sensitivity analyses embracing the simple median, weighted median, MR-Egger regression, and MR-pleiotropy residual sum and outlier assessments. Surprisingly, our genome-wide association MR analyses failed to uncover a causal association between Klotho and human lifespan, holding for both experimental and validation cohorts. Furthermore, the analysis grounded in protein quantitative trait loci also yielded no evidence of a causal link, with the sensitivity analyses consistently reinforcing the robustness of our findings. Hence, while animal models suggest a correlation between circulating Klotho and lifespan, this study demonstrates that genetically predicted levels of circulating α klotho do not exhibit a direct causal effect on human longevity.",2025,Preprint,10.1101/2025.02.08.25321911,genetic_instrument
doi:10.1111/jcpe.14040,europepmc,Association between biological ageing and periodontitis: Evidence from a cross-sectional survey and multi-omics Mendelian randomization analysis.,"Aim To investigate the relationship and potential causality between biological ageing and periodontitis. Materials and methods We obtained the National Health and Nutrition Examination Survey (NHANES) and genome-wide association study (GWAS) summary statistics as well as single-cell sequencing data. Multivariate regression analysis based on cross-sectional data, Mendelian randomization (MR) and multi-omics integration analysis were employed to explore the causal association and potential molecular mechanisms between biological ageing and periodontitis. Additionally, two-step MR mediation analysis explored the risk factors in biological ageing-mediated periodontitis. Results We analysed data from 3189 participants in the NHANES data and found that higher biological age was associated with increased risk of periodontitis. MR analyses revealed causal associations between biological age measures and periodontitis risk. Frailty (odds ratio [OR] = 2.08, 95% confidence interval [CI]: 1.04-4.18, p = .039) and GrimAge acceleration (OR = 1.16, 95% CI: 1.01-1.32, p = .033) were causally associated with periodontitis risk, and these results were validated in a large-scale meta-periodontitis GWAS dataset. Additionally, the risk effects of body mass index, waist circumference and lifetime smoking on periodontitis were partially mediated by frailty and GrimAge acceleration. Conclusions Evidence from cross-sectional survey and MR analysis suggests that biological ageing increases the risk of periodontitis. Additionally, improving the associated risk factors can help prevent both ageing and periodontitis.",2024,"Research Support, Non-U.S. Gov't; Journal Article",10.1111/jcpe.14040,genetic_instrument
doi:10.1186/s13059-026-04118-7,europepmc,Multi-omics pleiotropic association analyses reveal functionally relevant genes and druggable pathways for ovarian aging.,"Background Ovarian aging, marked by the gradual decline in both the number and quality of oocytes, significantly impacts women's reproductive lifespan and overall health. However, the biological mechanisms driving ovarian aging remain poorly understood and current treatment strategies are limited. Results We perform an integrative analysis using multi-omics summary data and genome-wide association studies for ovarian aging to identify molecular traits linked to ovarian aging. By applying Mendelian randomization and cross-omics association approaches, we prioritize key proteins, gene expressions, splicing events, and metabolites. Our analysis identifies conservation of key genes across species and cell types, with the mismatch repair gene MSH6 (MutS Homolog 6) emerging as a consistently prioritized candidate. Experimental validation shows that targeting DNA repair through PD-L1 (Programmed Death-Ligand 1) blockade may offer a potential therapeutic strategy to delay ovarian aging. Conclusions This study uncovers the multi-layered genetic and molecular architecture underlying ovarian aging. The identified molecular traits provide promising candidates for functional studies and suggest new avenues for developing therapies aimed at preserving ovarian function and preventing age-related decline.",2026,Journal Article,10.1186/s13059-026-04118-7,genetic_instrument
doi:10.18632/aging.206306,europepmc,"Evaluating the nonlinear effects of sleep duration on biological aging across phenotypic, genomic, and epigenomic data.","Short and long sleep durations have been inconsistently linked to aging and health outcomes, potentially due to underexplored nonlinear associations. Using phenotypic and genomic data from the UK Biobank (n=442,664), we applied multivariable linear regression, restricted cubic splines, and Mendelian randomization (MR) to analyze nonlinear relationships between self-reported sleep duration and biomarkers of accelerated aging: PhenoAge acceleration (PhenoAgeAccel), BioAge acceleration (BioAgeAccel), and leukocyte telomere length (LTL). Functional annotation analyses were performed to assess potential shared biological pathways using epigenomic profiles. Observational analyses supported U-shaped phenotypic associations between sleep duration and PhenoAgeAccel/BioAgeAccel, with optimal sleep around 7 h/d. For LTL, linear models suggested a U-shape, while spline models indicated an inverted reverse J-pattern. MR analyses corroborated the deleterious impacts of insufficient, but not excessive, sleep, by revealing a threshold nonlinear relationship between increasing genetically-predicted sleep duration up to 7 h/d and lower PhenoAgeAccel/BioAgeAccel, and a linear relationship with longer LTL. Cell-type enrichment analyses connected short sleep to BioAgeAccel/LTL through pathways related to muscle maintenance and immune function. These findings suggest that extending sleep may mitigate accelerated aging, though further research is needed to clarify the underlying biological mechanisms and whether excessive sleep also contributes causally to biological aging.",2025,"Research Support, Non-U.S. Gov't; research-article; Journal Article",10.18632/aging.206306,genetic_instrument
doi:10.3389/fimmu.2026.1762222,europepmc,Machine learning-driven multi-omics integration uncovers a senescence associated molecular axis in HCC.,"Background Hepatocellular carcinoma (HCC) exhibits profound molecular heterogeneity and aberrant cellular senescence. This study systematically dissects the senescence-associated molecular landscape to identify key regulators driving HCC progression and immune evasion. Methods Integrating multi-cohort transcriptomic datasets, we developed a robust prognostic signature using 101 machine-learning models, identifying prognostic signature. We employed preliminary proteomic, exploratory metabolomic, and single-cell RNA sequencing (scRNA-seq) analyses to explore multi-omics alterations. The functional senescence status and MCM7 were validated in a clinical HCC cohort by RT-qPCR, Western blotting, immunohistochemistry, and multiplex immunofluorescence (mIF). Causality was established using in vitro functional assays in HepG2 cells. Results A 12-gene random survival forest (RSF) signature accurately predicted patient survival across independent cohorts. MCM7 emerged as a central senescence-associated driver. ScRNA-seq and mIF confirmed MCM7 characterizes a highly proliferative, clonally expanding subset of CD8 + T cells within the tumor microenvironment. In vitro , MCM7 knockdown significantly inhibited HepG2 cell proliferation and upregulated senescence enforcers p16 and p21, whereas overexpression facilitated evasion. Additionally, TIDE analysis revealed that high-risk patients exhibited elevated immune evasion potential, predicting poor immunotherapy response. Conclusion This integrative multi-omics framework uncovers an MCM7 MCM7-driven senescence-associated axis promising HCC progression and immune dysfunction, offering a robust tool for prognostic stratification and novel therapeutic insights.",2026,research-article; Journal Article,10.3389/fimmu.2026.1762222,direct_perturbation
