record_id,source,title,abstract,year,document_type,doi,proposed_design_family
doi:10.1007/s11357-025-02033-6,europepmc,A multi-omics analysis of human fibroblasts overexpressing an Alu transposon reveals widespread disruptions in aging-associated pathways.,"During aging and cellular senescence, repetitive elements are frequently transcriptionally derepressed across species and cell types. Among these, the most abundant repeats by copy number in the human genome are Alu retrotransposons. Though Alu elements are often studied for their mutagenic potential, there is increasing appreciation for their contributions to other biological functions, including pro-inflammatory signaling and mitochondrial dysfunction. However, a comprehensive analysis of Alu-driven molecular changes remains to be conducted, and Alu's potential contributions to aging features remain incompletely characterized. Here, we show that overexpression of an AluJb transposon in human primary IMR-90 fibroblasts leads to large-scale alterations across the transcriptome, cellular proteome, and secretome. Functional genomics analyses reveal alterations in aging pathways, broadly, and mitochondrial metabolism, proteostasis, cell cycle, and extracellular matrix pathways, more specifically. Our results demonstrate that Alu transcriptional upregulation is sufficient to drive widespread disruptions to cellular homeostasis that mirror aging-associated alterations.",2026,Journal Article,10.1007/s11357-025-02033-6,direct_perturbation
doi:10.1016/j.intimp.2026.116802,europepmc,FBXO7 protects against osteoarthritis by promoting IL-6 ubiquitination and inhibiting JAK1/STAT3 signaling.,"Objective and design Osteoarthritis (OA) is a chronic degenerative disease marked by cartilage destruction and subchondral bone remodeling, resulting in functional disability and pain. FBXO7 has been implicated in various inflammatory conditions; however, its functional and molecular participation in OA development and progression remains largely unexplored. This study investigated FBXO7's protective function in cartilage homeostasis and its underlying molecular mechanisms. Methods We investigated FBXO7 expression in articular cartilage from OA patients and destabilization of the medial meniscus (DMM)-induced OA mice using transcriptomic analysis, histology, and immunohistochemistry. Functional studies were performed using human chondrocytes and SW-1353 cells to assess the effects of FBXO7 overexpression and knockdown on cell viability, proliferation, senescence, and matrix homeostasis. Liquid chromatography-tandem mass spectrometry (LC-MS/MS) proteomics, co-immunoprecipitation, and ubiquitination assays were employed to identify FBXO7-interacting proteins and elucidate the underlying molecular mechanisms. In vivo therapeutic efficacy was evaluated using DMM-induced OA mice treated with lenti-FBXO7, and loss-of-function studies were conducted using Fbxo7 conditional knockout mice. Results FBXO7 was significantly downregulated in OA patients' cartilage tissues and chondrocytes compared to controls, with clear correlation to cartilage deterioration. FBXO7 overexpression significantly reduced chondrocyte apoptosis and senescence while enhancing proliferation and preserving matrix homeostasis by increasing type II collagen and decreasing MMP13 expression. Mechanistically, we demonstrated that FBXO7 physically interacts with interleukin-6 (IL-6) and functions as an E3 ubiquitin ligase targeting IL-6 for K48-linked ubiquitination specifically at lysine 114. This ubiquitination suppresses IL-6-mediated activation of the JAK1/STAT3 signaling pathway, which is crucial for maintaining cartilage homeostasis. In vivo studies confirmed that FBXO7 overexpression effectively attenuated OA progression, while Fbxo7 conditional knockout mice exhibited accelerated cartilage degradation, enhanced synovial inflammation, and increased cellular senescence. Conclusions Our findings establish FBXO7 as a critical regulator of cartilage homeostasis that protects against OA through K48-linked ubiquitination of IL-6 at lysine 114, thereby suppressing the IL-6/JAK1/STAT3 pathway. The identification of this novel FBXO7-IL-6-JAK1/STAT3 axis provides new mechanistic insights into OA pathogenesis and suggests that targeting FBXO7 or its downstream effectors represents a promising therapeutic approach for OA treatment.",2026,Journal Article,10.1016/j.intimp.2026.116802,direct_perturbation
doi:10.1038/s41467-023-37729-w,semantic_scholar,Multi-omic underpinnings of epigenetic aging and human longevity,"Biological aging is accompanied by increasing morbidity, mortality, and healthcare costs; however, its molecular mechanisms are poorly understood. Here, we use multi-omic methods to integrate genomic, transcriptomic, and metabolomic data and identify biological associations with four measures of epigenetic age acceleration and a human longevity phenotype comprising healthspan, lifespan, and exceptional longevity (multivariate longevity). Using transcriptomic imputation, fine-mapping, and conditional analysis, we identify 22 high confidence associations with epigenetic age acceleration and seven with multivariate longevity. FLOT1 , KPNA4 , and TMX2 are novel, high confidence genes associated with epigenetic age acceleration. In parallel, cis-instrument Mendelian randomization of the druggable genome associates TPMT and NHLRC1 with epigenetic aging, supporting transcriptomic imputation findings. Metabolomics Mendelian randomization identifies a negative effect of non-high-density lipoprotein cholesterol and associated lipoproteins on multivariate longevity, but not epigenetic age acceleration. Finally, cell-type enrichment analysis implicates immune cells and precursors in epigenetic age acceleration and, more modestly, multivariate longevity. Follow-up Mendelian randomization of immune cell traits suggests lymphocyte subpopulations and lymphocytic surface molecules affect multivariate longevity and epigenetic age acceleration. Our results highlight druggable targets and biological pathways involved in aging and facilitate multi-omic comparisons of epigenetic clocks and human longevity. Here, the authors integrate genomic, bulk and single-cell transcriptomic, and metabolomic data sets to compare the biological underpinning of four epigenetic clocks and human longevity, offering novel insights into aging biology.",2023,JournalArticle,10.1038/s41467-023-37729-w,genetic_instrument
doi:10.1038/s41598-023-31115-8,europepmc,Mendelian randomization analyses reveal causal relationships between the human microbiome and longevity.,"Although recent studies have revealed the association between the human microbiome especially gut microbiota and longevity, their causality remains unclear. Here, we assess the causal relationships between the human microbiome (gut and oral microbiota) and longevity, by leveraging bidirectional two-sample Mendelian randomization (MR) analyses based on genome-wide association studies (GWAS) summary statistics of the gut and oral microbiome from the 4D-SZ cohort and longevity from the CLHLS cohort. We found that some disease-protected gut microbiota such as Coriobacteriaceae and Oxalobacter as well as the probiotic Lactobacillus amylovorus were related to increased odds of longevity, whereas the other gut microbiota such as colorectal cancer pathogen Fusobacterium nucleatum, Coprococcus, Streptococcus, Lactobacillus, and Neisseria were negatively associated with longevity. The reverse MR analysis further revealed genetically longevous individuals tended to have higher abundances of Prevotella and Paraprevotella but lower abundances of Bacteroides and Fusobacterium species. Few overlaps of gut microbiota-longevity interactions were identified across different populations. We also identified abundant links between the oral microbiome and longevity. The additional analysis suggested that centenarians genetically had a lower gut microbial diversity, but no difference in oral microbiota. Our findings strongly implicate these bacteria to play a role in human longevity and underscore the relocation of commensal microbes among different body sites that would need to be monitored for long and healthy life.",2023,"Research Support, Non-U.S. Gov't; research-article; Journal Article; Research Support, N.I.H., Extramural",10.1038/s41598-023-31115-8,genetic_instrument
doi:10.1097/md.0000000000049310,europepmc,Genetic evidence that advanced COVID-19 accelerates longitudinal brain atrophy: A Mendelian randomization study.,"Coronavirus disease 2019 (COVID-19) was reported to persist long-term in the brain and leave several long-term neurologic sequelae. However, the causal relationship between COVID-19 and brain aging is still unknown. The genome-wide association study (GWAS) data on COVID-19 phenotypes (susceptibility, hospitalization, and severity), involving a total of 5,779,391 participants, were collected from the COVID-19 Host Genetics Initiative. In addition, GWAS data on longitudinal changes in 15 brain structures, assessed via magnetic resonance imaging across the lifespan, were sourced from the ENIGMA Consortium and involved 15,640 participants. Two-sample Mendelian randomization was conducted to infer the causal relationship between COVID-19 and longitudinal brain changes. Multi-trait GWAS meta-analysis, colocalization, and fine-mapping analyses were performed to identify shared genetic etiologies. H3K27me3 ChIP-seq was used to evaluate the regulatory effect of colocalized loci. Two-step Mendelian randomization was applied to explore potential mediating mechanisms across multi-omics layers, including proteomics, metabolomics, and immunomics. Our results showed that COVID-19 hospitalization (β = -262.405, P = .041) and severity (β = -177.676, P = .049) were genetically associated with atrophied volume of total brain during longitudinal change. This suggests that individuals with advanced COVID-19 may be more susceptible to accelerated global brain aging. Caudate was genetically affected by all COVID-19 phenotypes. Seven variants were shared between advanced COVID-19 and global brain aging. rs117169628 was colocalized between advanced COVID-19 and global brain aging, and exerted an inhibitory effect on CDH15 expression, further strengthening the causality. Six metabolites, 1 protein, and 1 immune trait were identified as potential mediators. Our study indicates that advanced COVID-19 might be genetically associated with accelerated brain aging. Brain health should be paid more attention in long COVID-19.",2026,Journal Article,10.1097/md.0000000000049310,genetic_instrument
doi:10.1111/acel.70418,europepmc,Host Oxidative Response Capacity Determines Longevity Outcomes of Microbial Interventions.,"Microbial communities profoundly influence host aging, yet how natural genetic variation determines microbiota-driven longevity remains unclear. By screening root-derived bacterial isolates across genetically diverse Caenorhabditis elegans strains, we identified striking phenotypic heterogeneity, ranging from lifespan extension to accelerated aging. Combining classical genetic analysis, quantitative trait locus (QTL) mapping and CRISPR-Cas9 allelic recapitulation, we identify skn-1 (Nrf2) and gsy-1 (glycogen synthase) as key host determinants. We demonstrate that strains with mutations or specific natural variants in these loci exhibit a compromised redox buffering capacity, leading to systemic oxidative stress, loss of tissue integrity, and premature death upon microbial challenge. Conversely, robust hosts utilize the same microbial signals to promote longevity. Notably, lifespan defects in susceptible individuals were rescued by antioxidant supplementation. These findings establish redox homeostasis as a central axis in host-microbe-aging interactions and provide a mechanistic framework for precision microbiome interventions tailored to host genetic backgrounds.",2026,research-article; Journal Article,10.1111/acel.70418,direct_perturbation
doi:10.1186/s12964-026-02985-y,europepmc,"Multi-omics and experimental evidence in human chondrocytes identify caspase-8 as a non-apoptotic regulator of inflammatory, senescent, and fibrotic signaling in osteoarthritis.","Background Osteoarthritis (OA) is characterized by chronic inflammation, cellular senescence, and progressive cartilage remodeling, yet effective disease-modifying therapeutic targets remain limited. Caspase-8 has classically been regarded as a key initiator of the extrinsic apoptotic pathway; however, accumulating evidence suggests that it exerts broad non-apoptotic regulatory functions in a highly context- and cellular state-dependent manner. Here, we systematically investigated the role of caspase-8 in OA pathogenesis and its therapeutic potential. Methods We integrated bulk RNAseq, single-cell RNAseq, and spatial transcriptomics databases, in vitro genetic knockdown, inhibitor titration, caspase activity assays and functional assays, quantitative proteomics, in silico protein-protein docking analysis and population-level causal inference using two-sample Mendelian randomization (MR) and SMR/HEIDI analyses to construct and validate a caspase-8-centered regulatory network in human OA chondrocytes. Results Across two independent transcriptomic cohorts (GSE168505 and GSE246425), the Death-Inducing Signaling Complex (DISC)-caspase-8 axis and a caspase-8 activation signature were significantly upregulated in osteoarthritic cartilage and in senescent (late passage) OA chondrocytes, and were strongly associated with inflammatory and senescence-related programs. Additional analyses of aging, murine destabilization of the medial meniscus (DMM), and spatial transcriptomic datasets (GSE287861, GSE26475, and GSE254844) highlighted context-dependent CASP8 patterns, including senescence- but not inflammation-associated CASP8 elevation in naturally aged cartilage, no consistent CASP8 expression or activation-score increase after DMM surgery, and regionally heterogeneous CASP8 distribution across cartilage zones. Single-cell RNA sequencing (GSE255460) localized these signatures to OA-expanded inflammatory and fibrocartilage-like chondrocyte subpopulations, in which high CASP8 gene expression defined a distinct transcriptional state characterized by suppression of hyaline cartilage matrix and metabolic programs, together with enrichment of TNFα/interferon and TGF-β-associated inflammatory-fibrotic signaling. CASP8-high chondrocytes also displayed altered inferred ligand-receptor communication, particularly involving extracellular matrix-, adhesion-, and growth factor-related interactions. Stratification by caspase-8 activation potential recapitulated these transcriptional features and revealed induction of senescence-associated secretory phenotype (SASP) programs across multiple chondrocyte lineages. Functionally, pharmacological inhibition of caspase-8 with Z-IETD-FMK improved metabolic activity, reduced cellular senescence and MMP-13 secretion without inducing apoptosis, and partially restored proliferation and migration in OA chondrocytes under inflammatory conditions, with less effects in non-OA cells and no effects in siRNA mediated CASP8 knocked down cells. Quantitative proteomics demonstrated that caspase-8 inhibition attenuated inflammatory, senescence, and canonical NF-κB signaling without suppressing apoptosis, while reshaping proteostasis-chromatin regulatory networks and dampening fibrocartilage-like matrix remodeling. In silico protein-protein docking further showed favorable predicted binding affinities between caspase-8 and selected proteomically altered candidates, such as TGF-β3 and MMP13. Finally, MR and SMR/HEIDI analyses supported CASP8 as a causal risk regulator for knee OA, influenced by multi-tissue expression and epigenetic regulation. Conclusions Collectively, our findings identify caspase-8 as a central non-apoptotic signaling hub that couples inflammatory-senescence circuits with fibrotic remodeling in chondrocytes. Consequently, caspase-8 represents a promising genetic and pharmacological therapeutic target, warranting further drug development and translational investigation.",2026,research-article; Journal Article,10.1186/s12964-026-02985-y,genetic_instrument
doi:10.1371/journal.pone.0018512,semantic_scholar,Absence of Ataxin-3 Leads to Enhanced Stress Response in C. elegans,"Ataxin-3, the protein involved in Machado-Joseph disease, is able to bind ubiquitylated substrates and act as a deubiquitylating enzyme in vitro, and it has been involved in the modulation of protein degradation by the ubiquitin-proteasome pathway. C. elegans and mouse ataxin-3 knockout models are viable and without any obvious phenotype in a basal condition however their phenotype in stress situations has never been described. Considering the role of ataxin-3 in the protein degradation pathway, we analyzed the effects of heat shock, a known protein homeostasis stressor, in C. elegans ataxin-3 (ATX-3) knockout animals. We found that ATX-3 mutants have an exacerbated stress response and survive significantly better than wild type animals when subjected to a noxious heat shock stimulus. This increased thermotolerance of mutants was further enhanced by pre-exposure to a mild heat shock. At a molecular level, ATX-3 mutants have a distinct transcriptomic and proteomic profile with several molecular chaperones abnormally up-regulated during heat shock and recovery, consistent with the observed resistance phenotype. The improved thermotolerancein ATX-3 mutants is independent of heat shock factor 1, the maestro of the heat shock response, but fully dependent on DAF-16, a critical stress responsive transcription factor involved in longevity and stress resistance. We also show that the increased thermotolerance of ATX-3 mutants is mainly due to HSP-16.2, C12C8.1 and F44E5.5 given that the knockdown of these heat shock proteins using RNA interference causes the phenotype to revert. This report suggests that the absence of ATX-3 activates the DAF-16 pathway leading to an overexpression of molecular chaperones, which yields knockout animals with an improved capacity for dealing with deleterious stimuli.",2011,JournalArticle,10.1371/journal.pone.0018512,direct_perturbation
doi:10.21203/rs.3.rs-9586760/v1,europepmc,Pleiotropic genetic links between high-grade serous ovarian cancer and female reproductive timing traits,"Abstract Background High-grade serous ovarian cancer (HGSOC) is the most lethal histological subtype of epithelial ovarian cancer and is characterized by substantial heritability. Epidemiological evidence indicates that female reproductive timing(FRT), including age at menarche (AAM) and age at natural menopause (ANM), is closely associated with ovarian cancer risk; however, the shared genetic basis underlying these associations remains incompletely understood. Methods We analyzed large-scale genome-wide association study (GWAS) summary statistics for HGSOC(19,883 cases and 378,355 controls of European ancestry) and FRT traits, including AAM (n = 279,470) and ANM (n = 156,364). After rigorous quality control and data harmonization, we applied complementary polygenic and pleiotropy-aware approaches to systematically evaluate genetic overlap between traits. Polygenic overlap was assessed using GPA and MiXeR. Shared susceptibility loci were identified using conjunctional false discovery rate (conjFDR) analysis, followed by Bayesian colocalization and fine-mapping to prioritize putative causal variants. Functional annotation and gene mapping were performed using integrative positional, eQTL, and chromatin interaction–based strategies. Gene-level associations were further evaluated using multiple complementary methods, including MAGMA, mBAT-combo, transcriptome-wide association studies (TWAS), and immune cell–specific single-cell TWAS (scTWAS). Finally, we applied summary data–based Mendelian randomization and proteome-wide association analyses to explore pleiotropic effects at the gene and protein levels, along with pathway enrichment analyses to characterize shared biological processes. Results Despite low genome-wide genetic correlations, we observed substantial genetic overlap between HGSOC and reproductive timing traits. ConjFDR analysis identified 18 shared susceptibility loci (10 for AAM and 8 for ANM), including a prominent pleiotropic signal at the 17q21.31 locus. Gene-based analyses highlighted pleiotropic genes such as ARHGAP27 and CBX1, which showed consistent associations across HGSOC, AAM, and ANM. Functional annotation and pathway enrichment analyses implicated immune regulation, chromatin organization, vesicle-mediated transport, and developmental processes in HGSOC, suggesting convergent biological mechanisms linking ovarian carcinogenesis with the regulation of reproductive lifespan. Conclusions Our findings provide comprehensive genetic evidence for shared etiological pathways between HGSOC and FRT. By identifying multiple loci and genes that jointly influence ovarian cancer risk and reproductive aging, this study extends the incessant ovulation hypothesis into a genetic framework and offers new insights into the biological links between cancer susceptibility and female reproductive biology.",2026,Preprint,10.21203/rs.3.rs-9586760/v1,genetic_instrument
doi:10.64898/2026.07.13.738356,europepmc,PLCγ2 deficiency compromises systemic immune tolerance and erodes myelin homeostasis while enhancing oxidative metabolism in the mouse brain,"Background Phospholipase C gamma-2 (PLCγ2) catalyzes the hydrolysis of the membrane phosphatidylinositol-4,5-bisphosphate (PIP 2 ) to form diacylglycerol (DAG) and inositol trisphosphate (IP 3 ), feeding into diverse downstream signaling pathways. PLCG2 polymorphisms have been associated with reduced and/or increased risk of Alzheimer’s disease (AD) and related dementias, longevity, autoinflammation, and immune disorders. In the brain, PLCγ2 is expressed in microglia, and other neuroimmune and vascular interface populations, yet its role in brain homeostasis remains incompletely defined. Methods We analyzed the brains of three-month-old Plcg2 wild-type (WT), heterozygous (Het KO) and homozygous knockout (Homo KO) littermate mice modeling human PLCG2 loss-of-function risk alleles linked to AD risk using a multiomic approach that included lipidomics, metabolomics, proteomics, and transcriptomics, together with immunofluorescence, as well as flow-cytometric profiling of peripheral and brain-draining immune compartments. Results Plcg2 deficiency substantially impaired early survival and produced splenomegaly without increasing total spleen cellularity, instead shifting spleen composition toward myeloid/innate-enriched cells and away from B cells, with expansion of age-associated B-cell (ABC-like) subsets and parallel reductions in CD4 and CD8 regulatory T cells in spleen and cervical lymph nodes. Brain lipidomics revealed selective depletion of PIP 2 , despite very low bulk PLCγ2 protein abundance relative to other PLC family members. PLCγ2 loss led to significant reductions in myelin-enriched lipid classes and myelin/paranode-associated proteins, accompanied by compensatory upregulation of oligodendrocyte/myelin genes, and modest shifts in microglial, lysosomal, complement, and oxidative metabolism pathways by NanoString and DIA-MS. Targeted acylcarnitine profiling demonstrated reprogramming of brain oxidative metabolism, with increased short-, medium-, and long-chain acylcarnitines and enrichment of mitochondrial matrix fatty-acid and amino-acid catabolic enzymes in Homo KO brains. Conclusions Loss of PLCγ2 installs a coordinated program that compromises systemic immune tolerance and subtly erodes central myelin and phosphoinositide homeostasis while enhancing brain oxidative metabolism, effects that extend beyond microglial phagocytic signaling and may underlie increased vulnerability to AD pathology and aging, providing a mechanistic framework for how PLCG2 variation may link systemic immune regulation, white-matter integrity, and neurodegenerative risk. Limitations Because constitutive Plcg2 Homo KO mice display high early mortality and intestinal vascular abnormalities, observed phenotypes may reflect developmental compensation and may not fully recapitulate protective human PLCG2 variants.",2026,Preprint,10.64898/2026.07.13.738356,direct_perturbation
