record_id,source,title,abstract,year,document_type,doi,proposed_design_family
doi:10.1007/s00406-025-02170-1,europepmc,Cell senescence-related pathogenic genes in sleep disorders: a multi-omics Mendelian randomization study.,"Objectives Sleep disorders are multifactorial conditions influenced by genetic and environmental factors. However, the causal roles of specific cellular senescence-related genes in distinct sleep disorders subtypes remain unclear. This study aimed to dissect these relationships by integrating multi-omics data to identify potential causal pathways in sleep apnea and insomnia. Methods We conducted a multi-stage Mendelian randomization (SMR) study. We first performed an exploratory SMR analysis integrating a comprehensive list of senescence-related genes with genome-wide association study (GWAS) data for a broad sleep disorders phenotype from the FinnGen consortium. To address phenotype heterogeneity, we then performed in-depth, phenotype-specific SMR analyses for sleep apnea and insomnia, integrating data across three molecular levels: DNA methylation (mQTL), gene expression (eQTL), and protein abundance (pQTL). Significant findings were validated using colocalization, HEIDI tests, replication cohorts, and two-sample MR sensitivity analyses. Results Our discovery analysis on broad sleep disorders phenotype identified several candidate genes. Subsequent phenotype-specific analyses revealed distinct genetic architectures. Genetically predicted lower CTSB expression was associated with a reduced risk of sleep apnea (OR = 0.943, 95% CI = 0.905-0.983, P = 0.006, FDR = 0.23) a finding potentially mediated by methylation at cg19746565. Furthermore, SIRT6 emerged as a shared risk factor. Genetically predicted higher SIRT6 expression was associated with an increased risk of both sleep apnea (OR = 1.279, 95% CI = 1.124-1.456, P = 0.0002, FDR = 0.06) and insomnia (OR = 1.573, 95% CI = 1.099-2.251, P = 0.013, FDR = 0.61), with its effect on insomnia being validated in brain hypothalamus tissue. Conclusions Our multi-omics MR analysis has identified BLK, CTSB, TP53INP1, DNMT3A, ITPR1, and SLC16A7 as pivotal factors in the pathogenesis of sleep disorders. These findings provide a foundation for innovative early interventions and therapeutic strategies for sleep disorders.",2026,research-article; Journal Article,10.1007/s00406-025-02170-1,genetic_instrument
doi:10.1016/j.celrep.2024.115099,europepmc,The glial UDP-glycosyltransferase Ugt35b regulates longevity by maintaining lipid homeostasis in Drosophila.,"Lipid droplets (LDs) are dynamic organelles essential for lipid storage and organismal survival. Studies have highlighted the importance of glial function in brain LD formation during aging; however, the genes and mechanisms involved remain elusive. Here, we found that Ugt35b, a member of the uridine diphosphate (UDP)-glycosyltransferases that catalyze the transfer of glycosyl groups to acceptors, is highly expressed in glia and crucial for Drosophila lifespan. By integrating multiomics data, we demonstrated that glial Ugt35b plays key roles in regulating glycerolipid and glycerophospholipid metabolism in the brain. Notably, we found that Ugt35b and Lsd-2 are co-expressed in glia and confirmed their protein interaction in vivo. Knockdown of Ugt35b significantly reduced LD formation by downregulating Lsd-2 expression, while overexpression of Lsd-2 partially rescued the shortened lifespan in glial Ugt35b RNAi flies. Our findings reveal the crucial role of glial Ugt35b in regulating LD formation to maintain brain lipid homeostasis and support Drosophila lifespan.",2025,"Research Support, Non-U.S. Gov't; Journal Article",10.1016/j.celrep.2024.115099,direct_perturbation
doi:10.1016/j.xgen.2026.101218,pubmed,Interferon-related inflammaging links epigenetic age acceleration to multimorbidity.,"Chronic systemic inflammation and DNA methylation changes are two major hallmarks of aging, yet their interaction is poorly known. We investigated the relation between circulating inflammatory proteome and epigenetic age acceleration as assessed by DNA methylation in four independent cohorts of different ages and health conditions. Epigenetic age scores known to predict human health span (GrimAge and PhenoAge) were more strongly associated with age-associated inflammatory proteins, frailty, and multimorbidity when compared to epigenetic age scores associated with lifespan (Horvath and Hannum). Mendelian randomization analyses showed that blood concentrations of important inflammatory cytokines associated with the interferon pathway (CXCL9, CXCL10, CCL11, and IL-18) increase with age and are causal drivers of epigenetic age acceleration and age-related diseases. Furthermore, aging was associated with dysregulation of cytokine production capacity in immune cells in response to microbial stimulation. These findings argue that the interferon pathway may represent a target for anti-aging interventions.",2026,Journal Article,10.1016/j.xgen.2026.101218,genetic_instrument
doi:10.1038/s41514-025-00205-4,europepmc,Genetic determinants of proteomic aging.,"Changes in the proteome and its dysregulation have long been known to be a hallmark of aging. We derived a proteomic aging trait using data on 1459 plasma proteins from 44,435 UK Biobank individuals measured using an antibody-based assay. This metric is strongly associated with four age-related disease outcomes, even after adjusting for chronological age. Survival analysis showed that one-year older proteomic age, relative to chronological age, increases all-cause mortality hazard by 13 percent. We performed a genome-wide association analysis of proteomic age acceleration (proteomic aging trait minus chronological age) to identify its biological determinants. Proteomic age acceleration showed modest genetic correlations with four epigenetic clocks (R g = 0.17 to 0.19) and telomere length (R g = -0.2). Once we removed associations that were explained by a single pQTL, we were left with three signals mapping to BRCA1, POLR2A and TET2 with apparent widespread effects on plasma proteomic aging. Genetic variation at these three loci has been shown to affect other omics-related aging measures. Mendelian randomisation analyses showed causal effects of higher BMI and type 2 diabetes on faster proteomic age acceleration. This supports the idea that obesity and other features of metabolic syndrome have an adverse effect on the processes of human aging.",2025,research-article; Journal Article,10.1038/s41514-025-00205-4,genetic_instrument
doi:10.1093/hmg/ddae189,europepmc,Integrated multi-omics analysis revealed the molecular networks and potential targets of cellular senescence in Alzheimer's disease.,"Cellular senescence (CS) is a hallmark of Alzheimer's disease (AD). However, the mechanisms through which CS contributes to AD pathogenesis remain poorly understood. We found that CS level in AD was higher compared with the healthy control group. Transcriptome-based differential expression analysis identified 113 CS-related genes in blood and 410 in brain tissue as potential candidate genes involved in AD. To further explore the causal role of these genes, an integrative mendelian randomization analysis was conducted, combining AD genome-wide association study summary statistics with expression quantitative trait loci (eQTL) and DNA methylation quantitative trait loci (mQTL) data from blood samples, which identified five putative AD-causal genes (CENPW, EXOSC9, HSPB11, SLC44A2, and SLFN12) and 18 corresponding DNA methylation probes. Additionally, integrative analysis between eQTLs and mQTLs from blood uncovered two genes and 12 corresponding regulatory elements involved in AD. Furthermore, two genes (CDKN2B and ITGAV) were prioritized as putative causal genes in brain tissue and were validated through in vitro experiments. The multi-omics integration study revealed the potential role and underlying biological mechanisms of CS driven by genetic predisposition in AD. This study contributed to fundamental understanding of CS in AD pathogenesis and facilitated the identification of potential therapeutic targets for AD prevention and treatment.",2025,Journal Article,10.1093/hmg/ddae189,genetic_instrument
doi:10.1101/2025.08.08.25333313,europepmc,Sleep chart of biological aging clocks across organs and omics,"Optimal sleep plays a vital role in promoting healthy aging and enhancing longevity. This study proposes a Sleep Chart to assess the relationship between sleep duration and 23 biological aging clocks across 17 organ systems or tissues and 3 omics data types (imaging, proteomics, and metabolomics). First, a systemic, U-shaped pattern shows that both short ( 8 hours) sleep duration are linked to elevated biological age gaps (BAGs) across 9 brain and body systems and 3 omics types, with optimal sleep time varying by organ and sex ([6.4-7.8] hours). Furthermore, short and long sleep duration, compared to a normal sleep duration ([6-8] hours), are consistently linked to increased risk of systemic diseases beyond the brain and all-cause mortality, with evidence from genetic correlations and time to incident disease predictions, such as migraine, depression, and diabetes. Finally, short and long sleep duration are associated with late-life depression via distinct pathways: long sleep may contribute indirectly through biological aging processes, while short sleep shows a more direct link. Although our Mendelian randomization does not show strong causal effects from disease to sleep disturbances, it does not fully rule out the possibility that sleep disturbances may, in part, reflect underlying disease burden. Our findings suggest that the U-shaped relationship is likely driven by modifiable sleep disturbances rather than genetic predisposition, highlighting the potential of sleep optimization to support healthy aging, lower disease risk, and extend longevity. An interactive web portal is available to explore the Sleep Chart at: https://labs-laboratory.com/sleepchart .",2025,Preprint,10.1101/2025.08.08.25333313,genetic_instrument
doi:10.1186/s11658-026-00879-y,pubmed,HK2-driven histone H3K18 lactylation promotes stromal cell senescence and decidualization deficiency in URSA via CUX1-mediated SASP factor transcription.,"Unexplained recurrent spontaneous abortion (URSA) is characterized by defective endometrial stromal cell decidualization, with cellular senescence emerging as a key contributor. However, the metabolic-epigenetic mechanisms linking glycolysis to senescence-driven decidualization failure remain unclear. This study elucidates how hexokinase 2 (HK2)-mediated glycolytic reprogramming promotes histone lactylation-dependent stromal senescence and decidualization impairment in URSA. We employed multi-omics profiling (RNA-seq, metabolomics, and CUT&Tag) of primary stromal cells from patients with URSA and controls to map the histone H3K18 lactylation (H3K18la)-cut-like homeobox 1 (CUX1)-senescence-associated secretory phenotype (SASP) axis. Subsequently, this axis was validated both in vitro decidualization models and URSA murine models. Decidual tissues from patients with URSA exhibited stromal cell senescence and impaired decidualization. Mechanistically, HK2-driven glycolysis elevated lactate production, which in turn promoted H3K18la at the CUX1 promoter. CUX1 then directly activated the transcription of key SASP factors, thereby propagating the senescence state. Critically, CUX1 depletion or glycolysis inhibition rescued these senescence and decidualization deficiency in vitro. Furthermore, CUX1 knockdown in the URSA murine model reduced stromal senescence and improved decidualization. Our findings define a novel HK2-H3K18la-CUX1-SASP signaling axis that drives URSA pathogenesis by linking metabolic reprogramming with epigenetic regulation. This work highlights CUX1 as a potential therapeutic target for correcting decidualization deficiency in URSA.",2026,Journal Article,10.1186/s11658-026-00879-y,direct_perturbation
doi:10.1186/s13148-026-02184-z,europepmc,"Genetic and epigenetic underpinnings of biological aging: a multi-omics study integrating Mendelian randomization, spatial transcriptomics, and drug target discovery.","Inflammaging represents a hallmark of biological aging, yet the causal inflammatory mediators driving multi-dimensional epigenetic aging and their effector genes remain poorly characterized at the genetic level. We developed a four-tier analytical framework integrating causal screening, multi-omics effector gene mapping, spatial transcriptomics, and drug target evaluation. Two-sample Mendelian randomization (MR) of 91 circulating inflammatory proteins against six aging phenotypes identified IL-12B, IFNG, and IL-2 as the most robust pro-aging mediators with consistent effects across independent outcomes. Using multi-omics summary-based MR (SMR) as the core analytical engine, we integrated four-layer whole-blood molecular QTL resources eQTL (eQTLGen, n = 31,684), sQTL (GTEx, n = 755), pQTL (INTERVAL + SCALLOP, n = 34,232), and mQTL (McRae et al., n = 1,980) - with GWAS summary statistics for four epigenetic age acceleration measures. At a stringent threshold (P_SMR < 1×10⁻¹²), seven high-confidence effector genes were identified: NHLRC1, TPMT, SELP, and RIPPLY3 for IEAA; ZNF373A and PLDN for HannumAA; and EDARADD for PhenoAA. The chromosome 6p21 NHLRC1-TPMT locus, overwhelmingly driven by methylation QTL signals (-log₁₀P = 26.06), emerged as the dominant genetic node of epigenetic aging. Spatial projection via gsMap onto a mouse E16.5 embryo atlas (121,767 cells) revealed preferential enrichment in smooth muscle and lung, with EDARADD showing marked specificity in mucosal epithelium. Cross-database drug target mining classified TPMT and SELP as repurposable known targets and NHLRC1 as a high-priority novel druggable candidate. This study provides multi-omics convergent causal evidence for inflammation-driven epigenetic aging and delivers genetically anchored targets for precision anti-aging intervention.",2026,Journal Article,10.1186/s13148-026-02184-z,genetic_instrument
doi:10.21203/rs.3.rs-6768173/v1,europepmc,Multivariate genome-wide analyses of insulin resistance phenotypes unravel novel loci and therapeutic targets for cardiometabolic health and longevity,"Abstract Insulin resistance (IR) is a key risk factor for cardiometabolic diseases and premature death with unmet therapeutic needs. The limited identification of IR-associated loci hinders understanding its causal role in cardiometabolic health and longevity, impeding subsequent precise therapeutic strategies development. We applied three complementary multivariate genome-wide association study (GWAS) approaches on the homeostatic model assessment for insulin resistance, insulin resistance index, fasting insulin, and the ratio of triglycerides to high-density lipoprotein cholesterol from the MAGIC and UK Biobank (totaling N=644,158) to develop a comprehensive IR (termed ‘mvIR’) GWAS, and identified 217 independent loci for mvIR, including 24 novel loci. Multivariable Mendelian randomization (MR) analyses showed that each 1-Z-score higher mvIR was associated with higher risks of 17 cardiometabolic diseases (OR [95% CI] from 2.49 [1.75-3.53] for mild obesity-related diabetes to 1.06 [1.00-1.12] for polycystic ovary syndrome [PCOS]) and reduced likelihood of five longevity outcomes (e.g., OR of 0.64 [0.50-0.83] for 99th percentile longevity), independent of adiposity and muscle weakness indicators. Applying large-scale MR integrating GWASs, drug genomics, gene expression data, and proteomic data, we outlined 21 out of 2,644 druggable genes for IR by MR (P 0.75), and the effect direction of 14 therapeutic genes on IR aligned with their impact on diabetes, metabolic syndrome, PCOS, hypertension, cardiovascular disease, ovarian cancer, and aging phenotypes. Seven therapeutic genes (AKT1, ERBB3, FCGR1A, FGFR1, GUCY1B2, LPL, and NR1H3) encode targets for approved drugs with consistent directions of action in alleviating IR, with no significant potential side effects revealed by phenome-wide association study results. This study uncovered novel loci and therapeutic targets for IR, informing preventive strategies to promote IR-centered cardiometabolic health and longevity.",2025,Preprint,10.21203/rs.3.rs-6768173/v1,genetic_instrument
doi:10.34172/aim.34456,pubmed,Prognostic Significance of HMGA1 in Hepatocellular Carcinoma: Implications for Tumor Progression and Targeted Therapy.,"High mobility group A1 (HMGA1) has emerged as a key oncogenic factor in various cancers, but its specific role in liver hepatocellular carcinoma (LIHC) remains incompletely understood. This study aimed to investigate the expression pattern, biological functions, immune associations, clinical relevance, and therapeutic potential of HMGA1 in LIHC. We conducted a multi-omics analysis integrating transcriptomic, proteomic, and clinical data from TCGA, CPTAC, and HPA databases. Functional enrichment, immune infiltration profiling, and survival analyses were performed. In-vitro assays, including CCK-8, colony formation, β-galactosidase staining, and wound healing, were used to validate HMGA1's biological functions in LIHC cells. HMGA1 was significantly overexpressed in LIHC at both mRNA and protein levels ( P <0.001). High HMGA1 expression correlated with advanced pathological stage, metastasis, and elevated AFP levels (all P <0.001). Kaplan-Meier analysis revealed that elevated HMGA1 predicted poor overall survival (OS) (HR=1.83, 95% CI: 1.12-2.99, P =0.014), disease-specific survival (DSS) (HR=2.12, 95% CI: 1.33-3.35, P =0.002), and progression-free interval (PFI) (HR=1.68, 95% CI: 1.14-2.48, P =0.009). Multivariate Cox analysis confirmed HMGA1 as an independent prognostic factor for OS (HR=1.75, 95% CI: 1.11-2.76, P =0.016). A nomogram incorporating HMGA1 and clinicopathological variables showed good predictive performance with a 3-year AUC of 0.723. Functionally, HMGA1 knockdown suppressed LIHC cell proliferation (38.9% reduction in HepG2 and 46.0% in Huh-7 at 48h), migration (44-59% inhibition at 24h), and colony formation (41.8-44.2% reduction), while significantly inducing cellular senescence (3.4-3.5-fold increase in β-gal+cells, P <0.001). GSEA and immune analysis indicated that HMGA1 may promote immune evasion and senescence bypass. HMGA1 serves as a robust prognostic biomarker and functional driver of malignant progression in LIHC. Its integration into prognostic models may enhance risk stratification and guide personalized therapeutic strategies. Nevertheless, further in-vivo validation and prospective clinical studies are required to establish its translational applicability.",2025,Journal Article,10.34172/aim.34456,direct_perturbation
