source,branch,record_id,title,abstract,year,doi,local_omics_layers,local_aging_match,local_causal_anchor_match,local_three_block_match,reviewer_retrieval_relevant,reviewer_aging_relevant,reviewer_multiomics_valid,reviewer_formal_causal_basis,reviewer_design_family,reviewer_notes
semantic_scholar,explicit_multiomics,890db194202845a7012b60f20637493fa4a9a648,Integrated -omics approach reveals persistent DNA damage rewires lipid metabolism and histone hyperacetylation via MYS-1/Tip60,"Although DNA damage is intricately linked to metabolism, the metabolic alterations that occur in response to DNA damage are not well understood. We use a DNA repair–deficient model of ERCC1-XPF in Caenorhabditis elegans to gain insights on how genotoxic stress drives aging. Using multi-omic approach, we discover that nuclear DNA damage promotes mitochondrial β-oxidation and drives a global loss of fat depots. This metabolic shift to β-oxidation generates acetyl–coenzyme A to promote histone hyperacetylation and an associated change in expression of immune-effector and cytochrome genes. We identify the histone acetyltransferase MYS-1, as a critical regulator of this metabolic-epigenetic axis. We show that in response to DNA damage, polyunsaturated fatty acids, especially arachidonic acid (AA) and AA-related lipid mediators, are elevated and this is dependent on mys-1. Together, these findings reveal that DNA damage alters the metabolic-epigenetic axis to drive an immune-like response that can promote age-associated decline.",2022,10.1126/sciadv.abl6083,,True,False,False,,,,,,
semantic_scholar,explicit_multiomics,ea8faa9afa807c745e781d70cae53e9ac262a4d5,Targeting Senescence: A Review of Senolytics and Senomorphics in Anti-Aging Interventions,"Cellular senescence is a fundamental mechanism in aging, marked by irreversible growth arrest and diverse functional changes, including, but not limited to, the development of a senescence-associated secretory phenotype (SASP). While transient senescence contributes to beneficial processes such as tissue repair and tumor suppression, the persistent accumulation of senescent cells is implicated in tissue dysfunction, chronic inflammation, and age-related diseases. Notably, the SASP can exert both pro-inflammatory and immunosuppressive effects, depending on cell type, tissue context, and temporal dynamics, particularly in early stages where it may be profibrotic and immunomodulatory. Recent advances in senotherapeutics have led to two principal strategies for targeting senescent cells: senolytics, which selectively induce their apoptosis, and senomorphics, which modulate deleterious aspects of the senescence phenotype, including the SASP, without removing the cells. This review critically examines the molecular mechanisms, therapeutic agents, and clinical potential of both approaches in the context of anti-aging interventions. We discuss major classes of senolytics, such as tyrosine kinase inhibitors, BCL-2 family inhibitors, and natural polyphenols, alongside senomorphics including mTOR and JAK inhibitors, rapalogs, and epigenetic modulators. Additionally, we explore the biological heterogeneity of senescent cells, challenges in developing specific biomarkers, and the dualistic role of senescence in physiological versus pathological states. The review also highlights emerging tools, such as targeted delivery systems, multi-omics integration, and AI-assisted drug discovery, which are advancing precision geroscience and shaping future anti-aging strategies.",2025,10.3390/biom15060860,,True,True,True,,,,,,
semantic_scholar,explicit_multiomics,aa0df9d1d0507cb415f36f11617b180f84cb090e,"Isolation, purification and PEG-mediated transient expression of mesophyll protoplasts in Camellia oleifera","Background Camellia oleifera ( C. oleifera ) is a woody edible oil crop of great economic importance. Because of the lack of modern biotechnology research, C. oleifera faces huge challenges in both breeding and basic research. The protoplast and transient transformation system plays an important role in biological breeding, plant regeneration and somatic cell fusion. The objective of this present study was to develop a highly efficient protocol for isolating and purifying mesophyll protoplasts and transient transformation of C. oleifera . Several critical factors for mesophyll protoplast isolation from C. oleifera , including starting material (leaf age), pretreatment, enzymatic treatment (type of enzyme, concentration and digestion time), osmotic pressure and purification were optimized. Then the factors affecting the transient transformation rate of mesophyll protoplasts such as PEG molecular weights, PEG4000 concentration, plasmid concentration and incubation time were explored. Results The in vitro grown seedlings of C. oleifera ‘Huashuo’ were treated in the dark for 24 h, then the 1st to 2nd true leaves were picked and vacuumed at − 0.07 MPa for 20 min. The maximum yield (3.5 × 10 7 /g·FW) and viability (90.9%) of protoplast were reached when the 1st to 2nd true leaves were digested in the enzymatic solution containing1.5% (w/v) Cellulase R-10, 0.5% (w/v) Macerozyme R-10 and 0.25% (w/v) Snailase and 0.4 M mannitol for 10 h. Moreover, the protoplast isolation method was also applicable to the other two cultivars, the protoplast yield for ‘TXP14’ and ‘DP47’ was 1.1 × 10 7 /g·FW and 2.6 × 10 7 /g·FW, the protoplast viability for ‘TXP14’ and ‘DP47’ was 90.0% and 88.2%. The purification effect was the best when using W buffer as a cleaning agent by centrifugal precipitation. The maximum transfection efficiency (70.6%) was obtained with the incubation of the protoplasts with 15 µg plasmid and 40% PEG4000 for 20 min. Conclusion In summary, a simple and efficient system for isolation and transient transformation of C. oleifera mesophyll protoplast is proposed, which is of great significance in various aspects of C. oleifera research, including the study of somatic cell fusion, genome editing, protein function, signal transduction, transcriptional regulation and multi-omics analyses.",2022,10.1186/s13007-022-00972-1,genomics,False,True,False,,,,,,
semantic_scholar,explicit_multiomics,61884495a424f964c568cfcc484e4a28b8438752,Investigating the Role of Ferroptosis-Related Genes in Ovarian Aging and the Potential for Nutritional Intervention,"With advancing age, women experience irreversible deterioration in the quality of their oocytes, resulting in reduced fertility. To gain a deeper understanding of the influence of ferroptosis-related genes on ovarian aging, we employed a comprehensive approach encompassing spatial transcriptomics, single-cell RNA sequencing, human ovarian pathology, and clinical biopsy. This investigation revealed the intricate interactions between ferroptosis and cellular energy metabolism in aging germ cells, shedding light on the underlying mechanisms. Our study involved 75 patients with ovarian senescence insufficiency, and we utilized multi-histological predictions of ferroptosis-related genes. Following a two-month supplementation period with DHEA, Ubiquinol CoQ10, and Cleo-20 T3, we examined the changes in hub genes. Our results showed that TFRC, NCOA4, and SLC3A2 were significantly reduced and GPX4 was increased in the supplement group, confirming our prediction based on multi-omic analysis. Our hypothesis is that supplementation would enhance the mitochondrial tricarboxylic acid cycle (TCA) or electron transport chain (ETC), resulting in increased levels of the antioxidant enzyme GPX4, reduced lipid peroxide accumulation, and reduced ferroptosis. Overall, our results suggest that supplementation interventions have a notable positive impact on in vitro fertilization (IVF) outcomes in aging cells by improving metal ion and energy metabolism, thereby enhancing oocyte quality in older women.",2023,10.3390/nu15112461,transcriptomics,True,True,True,,,,,,
semantic_scholar,explicit_multiomics,371f79bc46cef02c88dbe42252b1d7c588f899dc,Mitochondrial Damage‐Induced Innate Immune Activation in Vascular Smooth Muscle Cells Promotes Chronic Kidney Disease‐Associated Plaque Vulnerability,"Chronic kidney disease (CKD) is associated with accelerated atherosclerosis progression and high incidence of cardiovascular events, hinting that atherosclerotic plaques in CKD may be vulnerable. However, its cause and mechanism remain obscure. Here, it is shown that apolipoprotein E‐deficient (ApoE−/−) mouse with CKD (CKD/ApoE−/− mouse) is a useful model for investigating the pathogenesis of plaque vulnerability, and premature senescence and phenotypic switching of vascular smooth muscle cells (VSMCs) contributes to CKD‐associated plaque vulnerability. Subsequently, VSMC phenotypes in patients with CKD and CKD/ApoE−/− mice are comprehensively investigated. Using multi‐omics analysis and targeted and VSMC‐specific gene knockout mice, VSMCs are identified as both type‐I‐interferon (IFN‐I)‐responsive and IFN‐I‐productive cells. Mechanistically, mitochondrial damage resulting from CKD‐induced oxidative stress primes the cyclic GMP‐AMP synthase‐stimulator of interferon genes (cGAS‐STING) pathway to trigger IFN‐I response in VSMCs. Enhanced IFN‐I response then induces VSMC premature senescence and phenotypic switching in an autocrine/paracrine manner, resulting in the loss of fibrous cap VSMCs and fibrous cap thinning. Conversely, blocking IFN‐I response remarkably attenuates CKD‐associated plaque vulnerability. These findings reveal that IFN‐I response in VSMCs through immune sensing of mitochondrial damage is essential for the pathogenesis of CKD‐associated plaque vulnerability. Mitigating IFN‐I response may hold promise for the treatment of CKD‐associated cardiovascular diseases.",2021,10.1002/advs.202002738,,False,True,False,,,,,,
semantic_scholar,explicit_multiomics,cbbd5317e0594283d6f5363d787a56e0d9125c6a,Early-onset colorectal cancer as an emerging disease of metabolic dysregulation,"Colorectal cancer (CRC) is one of the most common malignancies and the second leading cause of cancer-related death worldwide. Early-onset CRC (EOCRC), diagnosed in adults under the age of 50 years, has emerged as a pressing public health concern owing to its alarming rise in incidence since the 1990s. This trend, observed in the USA and at least eight other high-income countries, starkly contrasts with the declining incidence rates of late-onset CRC (age 50 years and above), largely attributed to early disease detection and lifestyle changes. Concurrent with the rising number of cases of EOCRC, the burden of metabolic diseases, particularly obesity and type 2 diabetes mellitus (T2DM), has surged among young populations. Despite well-documented links between metabolic dysfunction and late-onset CRC, understanding the precise role of obesity and T2DM in the pathogenesis of EOCRC remains in its infancy. This narrative Review synthesizes evidence on the relationship of obesity and T2DM with EOCRC, focusing on pathophysiological mechanisms and the mediating roles of diet and lifestyle factors. It also discusses potential clinical and public health strategies to address obesity and T2DM for EOCRC prevention, highlighting knowledge gaps and future research directions. Cases of early-onset colorectal cancer (EOCRC) have risen alarmingly since the 1990s, alongside a surge in metabolic diseases, particularly obesity and type 2 diabetes mellitus (T2DM), among young populations. This Review synthesizes evidence regarding the association of obesity and T2DM with EOCRC. The incidence of early-onset colorectal cancer (EOCRC) is increasing globally, particularly in high-income countries, aligning with rising obesity and type 2 diabetes mellitus (T2DM) rates among young adults. Obesity and T2DM could contribute to EOCRC through insulin resistance and/or hyperinsulinaemia, chronic inflammation and altered gut microbiome, which create a pro-tumorigenic environment that accelerates colorectal carcinogenesis. Western diets high in ultra-processed foods, refined sugars and saturated fats exacerbate obesity, T2DM and EOCRC risk by disrupting insulin signalling, promoting chronic inflammation and altering the gut microbiome. Current colorectal cancer screening guidelines might miss young adults at high risk; integrating metabolic factors, microbiome biomarkers and lifestyle data could improve individual risk assessments for EOCRC. Tailored dietary programmes, physical activity, glucagon-like peptide 1 receptor agonists and metformin show potential for reducing EOCRC risk, although long-term efficacy and mechanisms require further study. Multi-omics profiling, mechanistic studies and randomized controlled trials focusing on age-specific metabolic pathways, microbial signatures and socioenvironmental factors are essential for targeted EOCRC prevention. The incidence of early-onset colorectal cancer (EOCRC) is increasing globally, particularly in high-income countries, aligning with rising obesity and type 2 diabetes mellitus (T2DM) rates among young adults. Obesity and T2DM could contribute to EOCRC through insulin resistance and/or hyperinsulinaemia, chronic inflammation and altered gut microbiome, which create a pro-tumorigenic environment that accelerates colorectal carcinogenesis. Western diets high in ultra-processed foods, refined sugars and saturated fats exacerbate obesity, T2DM and EOCRC risk by disrupting insulin signalling, promoting chronic inflammation and altering the gut microbiome. Current colorectal cancer screening guidelines might miss young adults at high risk; integrating metabolic factors, microbiome biomarkers and lifestyle data could improve individual risk assessments for EOCRC. Tailored dietary programmes, physical activity, glucagon-like peptide 1 receptor agonists and metformin show potential for reducing EOCRC risk, although long-term efficacy and mechanisms require further study. Multi-omics profiling, mechanistic studies and randomized controlled trials focusing on age-specific metabolic pathways, microbial signatures and socioenvironmental factors are essential for targeted EOCRC prevention.",2025,10.1038/s41574-025-01159-z,microbiomics,False,True,False,,,,,,
semantic_scholar,explicit_multiomics,5d559c24085a8f2e21d34f86897e93553e112941,A scoping review and proposed workflow for multi-omic rare disease research,"Background Patients with rare diseases face unique challenges in obtaining a diagnosis, appropriate medical care and access to support services. Whole genome and exome sequencing have increased identification of causal variants compared to single gene testing alone, with diagnostic rates of approximately 50% for inherited diseases, however integrated multi-omic analysis may further increase diagnostic yield. Additionally, multi-omic analysis can aid the explanation of genotypic and phenotypic heterogeneity, which may not be evident from single omic analyses. Main body This scoping review took a systematic approach to comprehensively search the electronic databases MEDLINE, EMBASE, PubMed, Web of Science, Scopus, Google Scholar, and the grey literature databases OpenGrey / GreyLit for journal articles pertaining to multi-omics and rare disease, written in English and published prior to the 30th December 2018. Additionally, The Cancer Genome Atlas publications were searched for relevant studies and forward citation searching / screening of reference lists was performed to identify further eligible articles. Following title, abstract and full text screening, 66 articles were found to be eligible for inclusion in this review. Of these 42 (64%) were studies of multi-omics and rare cancer, two (3%) were studies of multi-omics and a pre-cancerous condition, and 22 (33.3%) were studies of non-cancerous rare diseases. The average age of participants (where known) across studies was 39.4 years. There has been a significant increase in the number of multi-omic studies in recent years, with 66.7% of included studies conducted since 2016 and 33% since 2018. Fourteen combinations of multi-omic analyses for rare disease research were returned spanning genomics, epigenomics, transcriptomics, proteomics, phenomics and metabolomics. Conclusions This scoping review emphasises the value of multi-omic analysis for rare disease research in several ways compared to single omic analysis, ranging from the provision of a diagnosis, identification of prognostic biomarkers, distinct molecular subtypes (particularly for rare cancers), and identification of novel therapeutic targets. Moving forward there is a critical need for collaboration of multi-omic rare disease studies to increase the potential to generate robust outcomes and development of standardised biorepository collection and reporting structures for multi-omic studies.",2020,10.1186/s13023-020-01376-x,epigenomics;genomics;metabolomics;proteomics;transcriptomics,False,True,False,,,,,,
semantic_scholar,explicit_multiomics,7702db74fcef77483feb8f281e6f58ae297e6e7d,Artificial Intelligence Based Approaches to Identify Molecular Determinants of Exceptional Health and Life Span-An Interdisciplinary Workshop at the National Institute on Aging,"Artificial intelligence (AI) has emerged as a powerful approach for integrated analysis of the rapidly growing volume of multi-omics data, including many research and clinical tasks such as prediction of disease risk and identification of potential therapeutic targets. However, the potential for AI to facilitate the identification of factors contributing to human exceptional health and life span and their translation into novel interventions for enhancing health and life span has not yet been realized. As researchers on aging acquire large scale data both in human cohorts and model organisms, emerging opportunities exist for the application of AI approaches to untangle the complex physiologic process(es) that modulate health and life span. It is expected that efficient and novel data mining tools that could unravel molecular mechanisms and causal pathways associated with exceptional health and life span could accelerate the discovery of novel therapeutics for healthy aging. Keeping this in mind, the National Institute on Aging (NIA) convened an interdisciplinary workshop titled “Contributions of Artificial Intelligence to Research on Determinants and Modulation of Health Span and Life Span” in August 2018. The workshop involved experts in the fields of aging, comparative biology, cardiology, cancer, and computational science/AI who brainstormed ideas on how AI can be leveraged for the analyses of large-scale data sets from human epidemiological studies and animal/model organisms to close the current knowledge gaps in processes that drive exceptional life and health span. This report summarizes the discussions and recommendations from the workshop on future application of AI approaches to advance our understanding of human health and life span.",2019,10.3389/frai.2019.00012,,True,True,True,,,,,,
semantic_scholar,explicit_multiomics,880fd8f2e611c2476fab49ff1fc1d046e39bd51d,Midkine as a driver of age-related changes and increase in mammary tumorigenesis,"SUMMARY Aging is a pivotal risk factor for cancer, yet the underlying mechanisms remain poorly defined. Here, we explore age-related changes in the rat mammary gland by single cell multiomics. Our findings include increased epithelial proliferation, loss of luminal identity, and decreased naïve B and T cells with age. We discover a luminal progenitor population unique to old rats with profiles reflecting precancerous changes and identify midkine (Mdk) as a gene upregulated with age and a regulator of age-related luminal progenitors. Midkine treatment of young rats mimics age-related changes via activating PI3K-AKT-SREBF1 pathway and promotes Nitroso-N-methylurea-induced mammary tumorigenesis. Midkine levels increase with age in human blood and mammary epithelium, and higher MDK in normal breast tissue is associated with higher breast cancer risk in younger women. Our findings reveal a link between aging and susceptibility to tumor initiation and identify midkine as a mediator of age-dependent increase in breast tumorigenesis.",2024,10.1016/j.ccell.2024.09.002,,True,False,False,,,,,,
semantic_scholar,explicit_multiomics,9ebaad64219b58853f45466e80b1a57aabafd231,The power of proteomics to monitor senescence-associated secretory phenotypes and beyond: toward clinical applications,"ABSTRACT Introduction Cellular senescence is a rapidly growing field with potential relevance for the treatment of multiple human diseases. In the last decade, cellular senescence and the senescence-associated secretory phenotype (SASP) have emerged as central drivers of aging and many chronic diseases, including cancer, neurodegeneration, heart disease and osteoarthritis. Major efforts are underway to develop drugs that selectively eliminate senescent cells (senolytics) or alter the SASP (senomorphics) to treat age-related diseases in humans. The translation of senescence-targeting therapies into humans is still in early stages. Nonetheless, it is clear that proteomic approaches will facilitate the discovery of important SASP proteins, development of senescence- and SASP-derived biomarkers, and identification of therapeutic targets for senolytic and senomorphic drugs. Areas covered We review recent proteomic studies of cellular senescence and their translational relevance and, particularly, characterization of the secretory phenotype and preclinical development of biomarkers (from 2008–2020, PubMed). We focus on emerging areas, such as the heterogeneity of senescent cells and the SASP, extracellular vesicles released by senescent cells, and validating biomarkers of aging in vivo. Expert opinion Proteomic and multi-omic approaches will be important for the development of senescence-based biomarkers to facilitate and monitor future therapeutic interventions that target senescent cells.",2020,10.1080/14789450.2020.1766976,proteomics,True,True,True,,,,,,
