source,source_record_id,title,abstract,year,publication_date,doi,pmid,pmcid,authors,venue,document_type,language,url,is_preprint,raw_page,local_multiomics_match,local_explicit_multiomics_match,local_layer_pair_match,local_omics_layer_count,local_omics_layers,local_aging_match,local_causal_anchor_match,local_three_block_match
semantic_scholar,3fda64e6eeffe26f5c12ca04cfb584728ffbb47c,Transparent Reporting of a multivariable prediction model for Individual Prognosis Or Diagnosis (TRIPOD): Explanation and Elaboration,,2015,2015-01-06,10.7326/m14-0698,25560730,,K. Moons; D. Altman; J. Reitsma; J. Ioannidis; P. Macaskill; E. Steyerberg; A. Vickers; D. Ransohoff; G. Collins,Annals of Internal Medicine,JournalArticle,,https://www.semanticscholar.org/paper/3fda64e6eeffe26f5c12ca04cfb584728ffbb47c,False,page_0001.json.gz,False,False,False,0,,False,False,False
semantic_scholar,b0c9dcf5d059a3af13e8cc60bd8c7bf83ad13ffb,Shotgun lipidomics: electrospray ionization mass spectrometric analysis and quantitation of cellular lipidomes directly from crude extracts of biological samples.,,2005,2005-05-01,10.1002/mas.20023,15389848,,Xianlin Han; R. Gross,Mass spectrometry reviews (Print),Review; JournalArticle,,https://www.semanticscholar.org/paper/b0c9dcf5d059a3af13e8cc60bd8c7bf83ad13ffb,False,page_0001.json.gz,False,False,False,1,metabolomics,False,False,False
semantic_scholar,603a544c2c08b099710a0d9e08f575a3083663df,Gut microbiota and human NAFLD: disentangling microbial signatures from metabolic disorders,,2020,2020-03-09,10.1038/s41575-020-0269-9,32152478,,J. Aron‐Wisnewsky; Chloé Vigliotti; J. Witjes; Phuong Le; A. Holleboom; J. Verheij; M. Nieuwdorp; K. Clément,Nature reviews: Gastroenterology & hepatology,Review; JournalArticle,,https://www.semanticscholar.org/paper/603a544c2c08b099710a0d9e08f575a3083663df,False,page_0001.json.gz,False,False,False,0,,False,False,False
semantic_scholar,cfcde9fc2c393285b7b0d0b61433bfe371882328,Genomic Analyses of Clonal Isolates Provide Clues to the Evolution of Streptococcus pneumoniae,"The landmark paper recently published by Croucher et al. (2011) reports the draft genome sequencing of 240 Streptococcus pneumoniae isolates and demonstrates the power of comparative genomics in the epidemiological and phylogenetic analysis of bacterial pathogens. Until recently, the focus of bacterial genome projects has been individual strains or small numbers of clinical isolates. However, with the advent of next generation sequencing platforms such as Roche 454 and Illumina, bacterial genomes can be inexpensively and rapidly sequenced. The first large-scale genomic sequencing project to utilize these technologies for a similar purpose (also by the Bentley group) analyzed 63 clonally related methicillin-resistant Staphylococcus aureus isolates (Harris et al., 2010). Croucher et al. (2011) analyzed temporally and geographically diverse isolates of a single S. pneumoniae lineage, the multidrug resistant Spain 23F ST81 (PMEN1) pandemic clone, to provide insights into the microevolution of this important pathogen. Streptococcus pneumoniae is a major worldwide public health concern. It is responsible for an estimated 1.6 million deaths each year, half of which are children under the age of five (World Health Organization, 2003). Efforts to limit pneumococcal disease have focused primarily on antibiotic intervention and vaccination. However, after initial, and often dramatic, successes the effectiveness of these measures has consistently been overcome by the extremely adaptable and resilient pneumococcus. S. pneumoniae is naturally competent and readily incorporates DNA fragments derived from pneumococcal and non-pneumococcal bacterial species into its genome by homologous recombination. High levels of recombination have resulted in extreme diversity within pneumococcal populations from which variant genotypes can rapidly emerge in the presence of changing selective pressures. The primary pressures outside of natural immunity are antibiotics and pneumococcal conjugate polysaccharide vaccines. Resistant and multidrug resistant pneumococci have emerged since the late 1960s and now severely limit treatment options for pneumococcal diseases (Reinert, 2009). The incidences of invasive pneumococcal disease (IPD) and antibiotic resistant pneumococci decreased dramatically following the introduction of the heptavalent conjugate vaccine PCV7 in 2000 (Dagan, 2009). However, the incidence of IPD and resistance is again rising due to the emergence of multidrug resistant, non-vaccine “replacement” serotypes. Croucher et al. (2011) documented the “escape” of the PMEN1 clone from PCV7 by indentifying several independent horizontal transfer events that resulted in serotype switching of PMEN1 strains from vaccine serotype 23F to non-vaccine serotypes. This suggested strong selective pressures for capsule switch variants exerted by the PCV7-immunized human immune system. Evidence for the selective pressures exerted by antibiotics was also reported. Analysis of integrative and conjugative elements revealed rapid degeneration of such elements but with consistent retention of determinants of resistance to antibiotics commonly used in treatment of upper respiratory infections (e.g., β-lactams and macrolides). It should be expected that the pneumococcus will adapt quickly to new antibiotic pressures and vaccines such as the 13-valent PCV vaccine (PCV13) introduced in the United States early 2010. This emphasizes the importance of surveillance and epidemiology to track the emergence of new clones and variations. In addition to overcoming clinical interventions, the plasticity of the pneumococcal genome has confounded epidemiological analyses. Multilocus sequence typing (MLST) is currently the preferred method for comparing relatedness of isolates within a given bacterial species, and relies on sequence comparison of seven highly conserved alleles. However, the high rate of recombination in pneumococci greatly reduces the resolution of MLST-derived pneumococcal phylogenies due to horizontal acquisition of single nucleotide polymorphisms (SNPs) by recombination events involving MLST alleles. Croucher et al. (2011) avoided this problem by removing horizontally inherited sequences from the phylogenetic analyses. Recombination events were identified by comparison of each genome to a Spain 23F ST81 reference genome (ATCC 700669; Croucher et al., 2009). The phylogeny constructed using only vertically inherited SNPs proved to be a superior estimation of the evolution of the clone based on the correlation between the distance from the root of the tree and the date of isolation of each strain. By comparing the more accurate phylogeny to the dates and locations of isolation, the authors were able to pinpoint the likely origins of different clades and to discern information about the geographic spread of the clone. Future studies utilizing large-scale genomic comparison in S. pneumoniae will likely focus on the influence of antibiotic and vaccine pressures and on the evolution of pneumococcal populations. Whereas Croucher et al. (2011) utilized “deep” sequencing into a single lineage, “wide” genomic analysis of isolates that encompass entire pneumococcal populations will provide insights into the evolution and interactions of multiple lineages. In addition, it will elucidate the effects of localized factors such as host population genetic composition and confounding health and socioeconomic factors. In particular, it will clarify the effects of vaccine and antibiotic pressures on the population and identify candidate lineages for deep sequencing. Sequencing technologies have also enabled analysis of entire bacterial populations in individual niches, such as the Human Microbiome Project (HMP). The HMP attempts to elucidate the composition and role of the microbiota that inhabit the human body. Such studies in the nasopharynx will provide a better understanding of the role of pneumococcal carriage in invasive disease as well as inter- and intra-species horizontal gene transfer in S. pneumoniae. Similarly, study of the evolution of pneumococcal isolates within a single host will help define risks of acquired antibiotic resistance in the presence of antibiotic therapy and other interventions. Current and next generation technologies will be invaluable for epidemiologists and microbiologists studying non-pneumococcal pathogens, and commensals. Large-scale genomic analyses may lead to identification of novel therapeutic agents and new vaccine targets. Croucher et al. (2011) are one of the first groups to realize the full potential of the developments in DNA sequencing technologies that powered these large scale comparative genomic projects. This report signals the beginning of an era of discovery that will lead to comprehensive understanding of bacterial evolution, will revolutionize epidemiology, and allow the development of more effective and longer lasting strategies to treat infectious diseases.",2011,2011-04-01,10.3389/fmicb.2011.00063,21833318,3153038,Albert Lee; Hervé Tettelin; Scott T. Chancey,Front. Microbio.,JournalArticle,,https://www.semanticscholar.org/paper/cfcde9fc2c393285b7b0d0b61433bfe371882328,False,page_0001.json.gz,True,False,True,2,genomics;microbiomics,False,True,False
semantic_scholar,3cfdabdfc32e6efeb76dd7960e488879a11a816f,The Generation R Study: design and cohort update 2017,"The Generation R Study is a population-based prospective cohort study from fetal life until adulthood. The study is designed to identify early environmental and genetic causes and causal pathways leading to normal and abnormal growth, development and health from fetal life, childhood and young adulthood. This multidisciplinary study focuses on several health outcomes including behaviour and cognition, body composition, eye development, growth, hearing, heart and vascular development, infectious disease and immunity, oral health and facial growth, respiratory health, allergy and skin disorders of children and their parents. Main exposures of interest include environmental, endocrine, genomic (genetic, epigenetic, microbiome), lifestyle related, nutritional and socio-demographic determinants. In total, 9778 mothers with a delivery date from April 2002 until January 2006 were enrolled in the study. Response at baseline was 61%, and general follow-up rates until the age of 10 years were around 80%. Data collection in children and their parents includes questionnaires, interviews, detailed physical and ultrasound examinations, behavioural observations, lung function, Magnetic Resonance Imaging and biological sampling. Genome and epigenome wide association screens are available. Eventually, results from the Generation R Study contribute to the development of strategies for optimizing health and healthcare for pregnant women and children.",2016,2016-12-01,10.1007/s10654-016-0224-9,28070760,5233749,Marjolein N. Kooijman; Claudia J. Kruithof; C. V. van Duijn; L. Duijts; O. Franco; Marinus H. van IJzendoorn; J. D. de Jongste; C. Klaver; A. van der Lugt; J. Mackenbach; H. Moll; R. Peeters; H. Raat; E. Rings; F. Rivadeneira; M. P. van der Schroeff; E. Steegers; H. Tiemeier; A. Uitterlinden; F. Verhulst; E. Wolvius; J. Felix; V. Jaddoe,European Journal of Epidemiology,JournalArticle,,https://www.semanticscholar.org/paper/3cfdabdfc32e6efeb76dd7960e488879a11a816f,False,page_0001.json.gz,True,False,True,3,epigenomics;genomics;microbiomics,False,True,False
semantic_scholar,5a7e4af5b2f8a0e53deaaf8bf131b9ae8f6d97bd,5-hmC–mediated epigenetic dynamics during postnatal neurodevelopment and aging,"DNA methylation dynamics influence brain function and are altered in neurological disorders. 5-hydroxymethylcytosine (5-hmC), a DNA base that is derived from 5-methylcytosine, accounts for ∼40% of modified cytosine in the brain and has been implicated in DNA methylation–related plasticity. We mapped 5-hmC genome-wide in mouse hippocampus and cerebellum at three different ages, which allowed us to assess its stability and dynamic regulation during postnatal neurodevelopment through adulthood. We found developmentally programmed acquisition of 5-hmC in neuronal cells. Epigenomic localization of 5-hmC–regulated regions revealed stable and dynamically modified loci during neurodevelopment and aging. By profiling 5-hmC in human cerebellum, we found conserved genomic features of 5-hmC. Finally, we found that 5-hmC levels were inversely correlated with methyl-CpG–binding protein 2 dosage, a protein encoded by a gene in which mutations cause Rett syndrome. These data suggest that 5-hmC–mediated epigenetic modification is critical in neurodevelopment and diseases.",2011,2011-10-30,10.1038/nn.2959,22037496,3292193,Keith E. Szulwach; Xuekun Li; Yujing Li; Chun-Xiao Song; Hao Wu; Qing Dai; Hasan A. Irier; A. Upadhyay; M. Gearing; A. Levey; A. Vasanthakumar; L. Godley; Q. Chang; Xiaodong Cheng; Chuan He; P. Jin,Nature Neuroscience,JournalArticle,,https://www.semanticscholar.org/paper/5a7e4af5b2f8a0e53deaaf8bf131b9ae8f6d97bd,False,page_0001.json.gz,True,False,True,2,epigenomics;genomics,True,True,True
semantic_scholar,fdb9c27bb11adf56c518bf6050185696fcdfaa4a,The central role of DNA damage in the ageing process,"Ageing is a complex, multifaceted process leading to widespread functional decline that affects every organ and tissue, but it remains unknown whether ageing has a unifying causal mechanism or is grounded in multiple sources. Phenotypically, the ageing process is associated with a wide variety of features at the molecular, cellular and physiological level—for example, genomic and epigenomic alterations, loss of proteostasis, declining overall cellular and subcellular function and deregulation of signalling systems. However, the relative importance, mechanistic interrelationships and hierarchical order of these features of ageing have not been clarified. Here we synthesize accumulating evidence that DNA damage affects most, if not all, aspects of the ageing phenotype, making it a potentially unifying cause of ageing. Targeting DNA damage and its mechanistic links with the ageing phenotype will provide a logical rationale for developing unified interventions to counteract age-related dysfunction and disease. This Review examines the evidence showing that DNA damage is associated with ageing phenotypes, suggesting that it may have a central role as the cause of ageing.",2021,2021-04-01,10.1038/s41586-021-03307-7,33911272,9844150,B. Schumacher; J. Pothof; J. Vijg; J. Hoeijmakers,Nature,Review; JournalArticle,,https://www.semanticscholar.org/paper/fdb9c27bb11adf56c518bf6050185696fcdfaa4a,False,page_0001.json.gz,True,False,True,2,epigenomics;genomics,True,True,True
semantic_scholar,ecab3122436a6e1dc7e9729b276e29b654a63476,Epigenomic profiling of young and aged HSCs reveals concerted changes during aging that reinforce self-renewal,"SUMMARY To investigate the cell-intrinsic aging mechanisms that erode the function of somatic stem cells during aging, we have conducted a comprehensive integrated genomic analysis of young and aged cells. We profiled the transcriptome, DNA methylome, and histone modifications of young and old murine hematopoietic stem cells (HSCs). Transcriptome analysis indicated reduced TGFβ signaling and perturbation of genes involved in HSC proliferation and differentiation. Aged HSCs exhibited broader H3K4me3 peaks across HSC identity and self-renewal genes, and showed increased DNA methylation at transcription factor binding sites associated with differentiation-promoting genes combined with a reduction at genes associated with HSC maintenance. Together these changes reinforce HSC self-renewal and diminish differentiation, paralleling phenotypic HSC aging behavior. Ribosomal biogenesis emerged as a particular target of aging, with increased transcription of ribosomal protein and RNA genes, and hypomethylation of rRNA genes. This dataset will serve as a reference for future epigenomic analysis of stem cell aging.",2014,2014-05-01,10.1016/j.stem.2014.03.002,24792119,4070311,Deqiang Sun; Min Luo; M. Jeong; Benjamin Rodriguez; Zheng Xia; Rebecca Hannah; Hui Wang; Thuc M. Le; K. Faull; Rui Chen; H. Gu; C. Bock; Alex Meissner; B. Göttgens; G. Darlington; Wei Li; M. Goodell,Cell Stem Cell,JournalArticle,,https://www.semanticscholar.org/paper/ecab3122436a6e1dc7e9729b276e29b654a63476,False,page_0001.json.gz,True,False,True,3,epigenomics;genomics;transcriptomics,True,True,True
semantic_scholar,a09a75e43e048c767677a6ac51bc6861329e0935,The Generation R Study: design and cohort update 2010,"The Generation R Study is a population-based prospective cohort study from fetal life until adulthood. The study is designed to identify early environmental and genetic causes and causal pathways leading to normal and abnormal growth, development and health from fetal life, childhood and young adulthood. This multidisciplinary study focuses on several health outcomes including behaviour and cognition, body composition, eye development, growth, hearing, heart and vascular development, infectious disease and immunity, oral health and facial growth, respiratory health, allergy and skin disorders of children and their parents. Main exposures of interest include environmental, endocrine, genomic (genetic, epigenetic, microbiome), lifestyle related, nutritional and socio-demographic determinants. In total, 9778 mothers with a delivery date from April 2002 until January 2006 were enrolled in the study. Response at baseline was 61%, and general follow-up rates until the age of 10 years were around 80%. Data collection in children and their parents includes questionnaires, interviews, detailed physical and ultrasound examinations, behavioural observations, lung function, Magnetic Resonance Imaging and biological sampling. Genome and epigenome wide association screens are available. Eventually, results from the Generation R Study contribute to the development of strategies for optimizing health and healthcare for pregnant women and children.",2010,2010-10-22,10.1007/s10654-010-9516-7,,2991548,V. Jaddoe; C. M. van Duijn; A. J. van der Heijden; J. Mackenbach; H. Moll; E. Steegers; H. Tiemeier; A. Uitterlinden; F. Verhulst; A. Hofman,European Journal of Epidemiology,,,https://www.semanticscholar.org/paper/a09a75e43e048c767677a6ac51bc6861329e0935,False,page_0001.json.gz,True,False,True,3,epigenomics;genomics;microbiomics,False,True,False
semantic_scholar,bcec0dbdba9f920cad575d2610f5935f895c13a9,Mapping the proteo-genomic convergence of human diseases,"Description Detangling gene-disease connections Many diseases are at least partially due to genetic causes that are not always understood or targetable with specific treatments. To provide insight into the biology of various human diseases as well as potential leads for therapeutic development, Pietzner et al. undertook detailed, genome-wide proteogenomic mapping. The authors analyzed thousands of connections between potential disease-associated mutations, specific proteins, and medical conditions, thereby providing a detailed map for use by future researchers. They also supplied some examples in which they applied their approach to medical contexts as varied as connective tissue disorders, gallstones, and COVID-19 infections, sometimes even identifying single genes that play roles in multiple clinical scenarios. —YN A detailed map of genes, proteins, and diseases helps to provide biological insights and indicate possible therapeutic directions. INTRODUCTION Proteins are essential functional units of the human body and represent the largest class of drug targets. RATIONALE Broad-capture proteomics has the potential to identify causal disease genes, mechanisms, and candidate drug targets through systematically integrating knowledge about genetic signals that are shared among the protein-encoding gene, the resulting protein abundance or function, and common complex diseases. Although technological advances now enable such enquiry at scale, the genetic architecture of most proteins and its relevance for human health remains unknown. We performed a genome-proteome–wide association study including 4775 protein targets measured in plasma from 10,708 European-descent individuals (mean age 48.6 years, 53.3% women). We used the identified protein–quantitative trait loci (pQTLs) to create a proteo-genomic map of human health based on shared, colocalized genetic architecture tested across thousands of phenotypes at protein-encoding loci (cis-pQTLs). RESULTS We identified 10,674 genetic variant–protein target associations (P 80%). Parts of the figure were generated using BioRender.com. Characterization of the genetic regulation of proteins is essential for understanding disease etiology and developing therapies. We identified 10,674 genetic associations for 3892 plasma proteins to create a cis-anchored gene-protein-disease map of 1859 connections that highlights strong cross-disease biological convergence. This proteo-genomic map provides a framework to connect etiologically related diseases, to provide biological context for new or emerging disorders, and to integrate different biological domains to establish mechanisms for known gene-disease links. Our results identify proteo-genomic connections within and between diseases and establish the value of cis-protein variants for annotation of likely causal disease genes at loci identified in genome-wide association studies, thereby addressing a major barrier to experimental validation and clinical translation of genetic discoveries.",2021,2021-10-07,10.1126/science.abj1541,34648354,9904207,M. Pietzner; E. Wheeler; J. Carrasco-Zanini; Adrian Cortes; M. Koprulu; Maria A. Wörheide; E. Oerton; James Cook; I. Stewart; N. Kerrison; J. Luan; Johannes Raffler; M. Arnold; W. Arlt; S. O’Rahilly; G. Kastenmüller; E. Gamazon; A. Hingorani; R. Scott; N. Wareham; C. Langenberg,Science,JournalArticle,,https://www.semanticscholar.org/paper/bcec0dbdba9f920cad575d2610f5935f895c13a9,False,page_0001.json.gz,True,False,True,2,genomics;proteomics,False,True,False
